Gene = 4930432M17Rik
index = 47
Annotated 5SS: [  454   660  3379  8868 10623]
Annotated 3SS: [  552  3239  8679 10552 12050]
SMsplice 5SS: [ 454  660 2358 3379]
SMsplice 3SS: [ 552 2277 3239 8679]
top_k =  500
Partition function (log Z): -6.670639270910395

Sorted 5' Splice Sites (High to Low Probability):
Position 3379: 0.9299788024150236
Position 660: 0.8691008474571089
Position 2358: 0.671680123562794
Position 454: 0.5121170079023554
Position 3564: 0.44536895718430936
Position 6125: 0.41918723009781056
Position 8868: 0.32474931650138184
Position 5876: 0.159479590143189
Position 18: 0.10919069413519417
Position 5868: 0.06401157277297106
Position 5139: 0.06303270375745489
Position 2572: 0.06145562645025074
Position 10623: 0.06120721904175928
Position 3614: 0.05716108515455175
Position 799: 0.04008408329204512
Position 5666: 0.035046299303850864
Position 4126: 0.03158162267962422
Position 6153: 0.03154319497874234
Position 293: 0.029575610561927364
Position 4511: 0.027712233747663077
Position 325: 0.02022386395479077
Position 2793: 0.012707427838895061
Position 644: 0.012209215265528836
Position 6176: 0.011912963670968158
Position 2528: 0.0112281157450807
Position 433: 0.011193076558777083
Position 888: 0.01076911436195716
Position 510: 0.006812235540362165
Position 3642: 0.00664518357775327
Position 7415: 0.006457842855520023
Position 83: 0.0061282305319011405
Position 4525: 0.004995410157400094
Position 6684: 0.004911976923346281
Position 332: 0.0035080024047661924
Position 7401: 0.0034793035234891544
Position 4735: 0.003356180213022694
Position 3416: 0.0028892414170153336
Position 128: 0.002799823188662816
Position 475: 0.002258054945098887
Position 3746: 0.0022352510308036107
Position 1719: 0.0018210969282183402
Position 2816: 0.0017430609297051038
Position 4772: 0.0015716318929973449
Position 7410: 0.0011939468408640698
Position 1181: 0.0010699959073408919
Position 6335: 0.0008671870859804974
Position 1506: 0.0008346286021002173
Position 458: 0.0006741673542376085
Position 1685: 0.0006359841700358477
Position 2364: 0.0006354941708423044
Position 309: 0.0005460843771845647
Position 2423: 0.0005086771127524981
Position 404: 0.0004543028262144908
Position 3568: 0.000435305575287926
Position 206: 0.00039830888658227043
Position 3330: 0.00038907099391148717
Position 2713: 0.0003613882684068225
Position 259: 0.00033377346869875607
Position 1510: 0.000328306657202022
Position 1633: 0.00028923621786261836
Position 894: 0.0002211406147539631
Position 4930: 0.00020505440837950475
Position 890: 0.00020394346310007063
Position 892: 0.00019965437922367848
Position 5169: 0.00019101939921324962
Position 818: 0.0001703341365611998
Position 24: 0.00015752776578188555
Position 27: 0.00015141444190263506
Position 2523: 0.00013324442660173042
Position 285: 0.00012030481373216118
Position 4515: 0.00011011665818719969
Position 896: 0.00010517261846165487
Position 3430: 9.96267732676945e-05
Position 423: 8.557290212105559e-05
Position 1078: 8.422423756011551e-05
Position 4260: 5.500935849227127e-05
Position 126: 3.999498524449391e-05
Position 401: 2.3578211593898155e-05
Position 348: 2.2156256465497927e-05
Position 491: 1.7777215371549414e-05
Position 155: 1.0787710095969755e-05
Position 639: 9.529255550139101e-06
Position 410: 5.909819433986372e-06
Position 627: 3.275380325536234e-06
Position 898: 7.08578220765412e-07
Position 826: 2.8338705141469573e-07
Position 900: 2.5690778037956805e-07
Position 902: 1.8738982966541828e-07
Position 810: 1.7800404865444624e-07
Position 904: 1.4238901180441393e-07
Position 906: 1.1692725680467262e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3239: 0.9063135934939273
Position 8679: 0.854829155424778
Position 2277: 0.5534158368324006
Position 552: 0.5396551905190129
Position 3469: 0.48733101356200853
Position 6082: 0.4145317332257573
Position 5802: 0.15257316247363825
Position 12074: 0.11391779748731928
Position 10552: 0.08864891759739431
Position 2223: 0.07304929576464862
Position 4829: 0.0729813143042413
Position 3191: 0.04660060519852621
Position 6103: 0.045733192725789
Position 11888: 0.043258405025340674
Position 9042: 0.035166077525780555
Position 5528: 0.03504629930385085
Position 12102: 0.035012600498733414
Position 2390: 0.033995309583737275
Position 5778: 0.02968186135416388
Position 2204: 0.029295358358859824
Position 3910: 0.028736690933760627
Position 758: 0.028588994879210468
Position 4963: 0.0284738157299378
Position 10660: 0.027504481662735315
Position 5719: 0.027337137009340554
Position 5744: 0.02669113388017917
Position 4354: 0.020961927336853963
Position 7210: 0.01865311006802957
Position 8960: 0.018226961522860675
Position 11216: 0.017979382565677906
Position 744: 0.016970858026527886
Position 2441: 0.01357340846689046
Position 567: 0.011924623052815487
Position 124: 0.011369551257586338
Position 12050: 0.010731818647131935
Position 2463: 0.009392884745547433
Position 9962: 0.008799048265871261
Position 225: 0.008768571794458866
Position 9885: 0.008541866693862683
Position 9910: 0.007749175149536204
Position 4423: 0.007738392587184098
Position 9610: 0.00736947774836645
Position 2722: 0.007365986903528642
Position 251: 0.0071125818698398345
Position 11452: 0.006428763456771026
Position 11885: 0.006410299633945814
