Gene = Trip4
index = 1142
Annotated 5SS: [  238 10300 11980 23749 27786 29602 33846 35578 42205 44473 50431 51353
 55851 57310 69742]
Annotated 3SS: [10147 11745 23428 27615 29467 33632 35498 42074 44256 50303 51164 55725
 57217 69638 75227]
SMsplice 5SS: [  238  6859 11980 23573 27786 29602 35578 42205 42790 44473 45788 46118
 50431 51353 54677 55851 57310]
SMsplice 3SS: [ 6628 11745 23502 27615 29467 35498 42074 42677 44256 45673 45966 50303
 51164 54597 55758 57217 75227]
top_k =  500
Partition function (log Z): -34.991142169297085

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9680940884031963
Position 6859: 0.791063278829369
Position 11980: 0.5180132928690131
Position 9679: 0.5078800042942706
Position 1107: 0.4915223702239621
Position 2219: 0.30730758221218274
Position 4889: 0.15082134057490382
Position 708: 0.07445189450777508
Position 7187: 0.06595220237530307
Position 9932: 0.041584919298946026
Position 6558: 0.037436691691288736
Position 9946: 0.03358397962986059
Position 6440: 0.030303322539185072
Position 6081: 0.030236349027987143
Position 9552: 0.029469646875838227
Position 9593: 0.023872447050173374
Position 234: 0.023193016168837014
Position 10582: 0.016496197346242053
Position 943: 0.00908952180547174
Position 1184: 0.008235521123896042
Position 10179: 0.006450842271798441
Position 6125: 0.006288478463170528
Position 11837: 0.006074290101567938
Position 1004: 0.0048880309401518355
Position 11917: 0.004099766009520781
Position 422: 0.0027033937211470675
Position 7027: 0.0023994892346345495
Position 1948: 0.001545114972125586
Position 1896: 0.0011623481123153086
Position 486: 0.0008602084943552556
Position 9511: 0.0005188096039501755
Position 1952: 0.000487484046426425
Position 838: 0.00038744910875951333
Position 683: 0.0003439258585019756
Position 229: 0.0003149531103993681
Position 2415: 0.0002632694279445788
Position 499: 0.0002486530854021013
Position 817: 0.0002456264934361284
Position 4257: 0.00023150434519697853
Position 4664: 0.0002221407485623219
Position 649: 0.00021009592260907856
Position 7191: 0.00018517587626564426
Position 7201: 0.0001808509364944563
Position 1911: 0.0001805831066906433
Position 7239: 0.00015521201233797998
Position 7324: 0.00013553300637532645
Position 1421: 9.648414107066786e-05
Position 246: 9.162826093573394e-05
Position 9664: 8.909439039461981e-05
Position 536: 7.259141396499157e-05
Position 221: 6.911799654200321e-05
Position 24: 4.3680348319977694e-05
Position 865: 3.601066147368648e-05
Position 8: 3.4939815207104145e-05
Position 9997: 3.121957218416354e-05
Position 1683: 2.6766363232056955e-05
Position 570: 2.6090677664140216e-05
Position 28: 2.0537891634392923e-05
Position 436: 1.826785022817023e-05
Position 159: 1.7831544438029527e-05
Position 137: 1.674646301939628e-05
Position 364: 1.4938892537616902e-05
Position 786: 1.1893684294517239e-05
Position 712: 1.1855162847627922e-05
Position 1148: 6.061882634601341e-06
Position 201: 5.385286099005883e-06
Position 1195: 4.451499386558015e-06
Position 1141: 4.2711294743498945e-06
Position 1126: 3.347554568618419e-06
Position 251: 3.1694914198307295e-06
Position 170: 1.9636248001956687e-07
Position 1089: 1.432127382565215e-07
Position 173: 1.1878460567656302e-07
Position 304: 1.1033006696688562e-07
Position 314: 5.203578934041485e-08
Position 344: 4.9443953631644675e-08
Position 261: 4.717450314561691e-08
Position 501: 4.0702417554522884e-08
Position 312: 3.2683286586262333e-10
Position 378: 1.690640960695047e-10
Position 399: 2.0368397638819315e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6628: 0.7659260172213664
Position 11745: 0.5937896239258343
Position 9508: 0.503370005129772
Position 1003: 0.48001972431359463
Position 15103: 0.3282903884856367
Position 9794: 0.18301948167606197
Position 23502: 0.18007342584423913
Position 2028: 0.15097180487258335
Position 4794: 0.1491719734390191
Position 9349: 0.0864018557160695
Position 10147: 0.07865109569146202
Position 7101: 0.06573375650470549
Position 15870: 0.055746628903230656
Position 2120: 0.05507495073334061
Position 13202: 0.0548460097472455
Position 569: 0.05209147770987904
Position 15126: 0.0390515904533295
Position 6334: 0.037805657807811414
Position 2072: 0.030563758833040893
Position 6425: 0.028935397527649075
Position 1809: 0.027139806626274132
Position 12057: 0.02562479321547531
Position 6643: 0.023055015454993326
Position 6034: 0.020903606430182856
Position 1855: 0.01657186128684106
Position 10434: 0.01626823847828932
Position 6006: 0.014685960227977808
Position 924: 0.012883838395382421
Position 589: 0.011307981248281014
Position 1889: 0.010623117174335912
Position 2196: 0.010458749515780838
Position 15205: 0.007946897544930066
Position 15162: 0.00794238715898882
Position 2043: 0.007664090246792714
Position 18212: 0.0063073362407910375
Position 957: 0.0051504457876829736
Position 522: 0.005112883243503353
Position 905: 0.0042828165807087355
Position 6624: 0.003922321695530848
Position 6967: 0.0037976242565659155
Position 853: 0.002947687526004877
Position 962: 0.002726128791626183
Position 9471: 0.0027257114921278767
Position 11563: 0.0023022530502319867
