Gene = Dkk2
index = 335
Annotated 5SS: [  963 88643 89833]
Annotated 3SS: [88491 89676 92577]
SMsplice 5SS: [  385   963 27780 46881 47149 68716 72660 88160 88643 89833]
SMsplice 3SS: [  705 27612 46797 46985 68606 72498 87980 88491 89676 92577]
top_k =  500
Partition function (log Z): -49.55931760700964

Sorted 5' Splice Sites (High to Low Probability):
Position 963: 0.8581983783349034
Position 385: 0.684394292025674
Position 3976: 0.08930896389296701
Position 5866: 0.05373191696193443
Position 145: 0.03723198820296813
Position 5561: 0.0340366850967329
Position 8906: 0.02895850600011142
Position 5342: 0.024743047901752222
Position 4202: 0.02244338718066496
Position 224: 0.021298044440626912
Position 100: 0.019488213097598368
Position 337: 0.016856484090149903
Position 5511: 0.016591917232623342
Position 937: 0.014777435193862173
Position 5765: 0.011862698569323375
Position 330: 0.01079903206739189
Position 153: 0.009421976517947774
Position 140: 0.007205278944967506
Position 4182: 0.00719716296002976
Position 515: 0.0051495083132307405
Position 528: 0.005065303977567389
Position 798: 0.004976348372316668
Position 539: 0.004391123949537523
Position 6328: 0.004172956578266545
Position 3189: 0.003938478412044819
Position 544: 0.0030611450384149647
Position 1074: 0.002587731344591065
Position 6445: 0.002445271838644551
Position 1002: 0.0023046803764404105
Position 627: 0.0021190775308254288
Position 4074: 0.001389021116741394
Position 94: 0.001355915265936011
Position 609: 0.001265373453619569
Position 63: 0.0011419302679038102
Position 1721: 0.0011338407901157442
Position 3936: 0.0009184084576187412
Position 430: 0.0008894090656496203
Position 649: 0.0008652193364271749
Position 3398: 0.0006247075771549484
Position 1127: 0.0006199509999744044
Position 4034: 0.0005312592618089736
Position 216: 0.0004534142262893638
Position 5023: 0.00043505110326515933
Position 4124: 0.00033543707733631845
Position 53: 0.000324224136310363
Position 447: 0.0003068828934379911
Position 369: 0.00030067959232524645
Position 584: 0.00028402339652786675
Position 574: 0.00021528457855688547
Position 5302: 0.00020131428134825504
Position 213: 0.0001755529086187175
Position 807: 0.00016308214324360946
Position 591: 0.00011199546125512114
Position 3254: 7.888085006087087e-05
Position 61: 7.505770381494773e-05
Position 593: 6.62799992853693e-05
Position 623: 3.765184579918199e-05
Position 1644: 3.284496855367941e-05
Position 3211: 3.178796467702875e-05
Position 1710: 2.3639147202696147e-05
Position 621: 2.3533445366484895e-05
Position 176: 1.8722311535961807e-05
Position 471: 8.841542554830255e-06
Position 5877: 3.4781619463988147e-06
Position 759: 3.362989926210585e-06
Position 857: 8.487052659924934e-07
Position 887: 6.09759560381092e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 705: 0.7249201864929369
Position 8629: 0.21077418491704897
Position 5720: 0.15367865185098767
Position 4024: 0.10311764503684238
Position 3818: 0.10245730421812087
Position 5231: 0.10173419577789057
Position 6500: 0.07031704445619212
Position 9594: 0.06436049563661125
Position 15910: 0.059403640207144726
Position 5940: 0.045824670029476634
Position 5377: 0.04167067372365084
Position 5119: 0.03949613264746081
Position 3780: 0.024639225194314676
Position 7499: 0.016710505210327506
Position 4910: 0.015520330103662291
Position 7467: 0.014700794839578892
Position 4001: 0.01411981585769714
Position 867: 0.0138561891344445
Position 9418: 0.013325380145758979
Position 6104: 0.012493120385885683
Position 2728: 0.011943674900502639
Position 11798: 0.010468497299614594
Position 6516: 0.010296631968072668
Position 8736: 0.009257448989964136
Position 11142: 0.008305783931225313
Position 5096: 0.007844231801413677
Position 1029: 0.007047258468716366
Position 8464: 0.0070206641292884335
Position 3096: 0.005885781711581976
Position 6327: 0.005876279125379547
Position 9019: 0.0052476545241725014
Position 8791: 0.004831804328538473
Position 3631: 0.004596585455901367
Position 3451: 0.004562856801911534
Position 4790: 0.004306116089213764
Position 1281: 0.0042260634735304696
Position 493: 0.0041448873371444095
Position 3970: 0.003662303893775228
Position 9566: 0.003567063136154105
Position 3666: 0.0032719585458755762
Position 9478: 0.003060377422004377
Position 4547: 0.0028555128927990176
Position 3257: 0.002702926207169822
Position 9754: 0.002656408078048647
Position 3952: 0.00237617076212029
Position 1980: 0.0023114481530130157
Position 2989: 0.0021909794265215143
Position 764: 0.001898665107108805
Position 1556: 0.0018517559948518804
Position 857: 0.0016731450252176715
Position 1253: 0.0015399268148129173
Position 906: 0.0015186311774343648
Position 4925: 0.0014550402760911264
Position 5357: 0.0014548552122125714
Position 4028: 0.0013965836433553081
Position 3145: 0.0012324236442765966
Position 2606: 0.0011782658843951797
Position 2574: 0.0010461975062282163
Position 2583: 0.0009724614408219518
Position 740: 0.0009666752296521801
Position 1949: 0.0008420196683823041
Position 5279: 0.0008056216080447697
Position 3076: 0.0007776743643061671
