Gene = Rell1
index = 894
Annotated 5SS: [  252 31092 32875 38420 41909 44163]
Annotated 3SS: [30863 32802 38361 41671 44023 57745]
SMsplice 5SS: [  252 17711 19442 25529 30958 32875 41909 44163 52699]
SMsplice 3SS: [17574 19394 25402 30863 32802 41671 44023 52618 57745]
top_k =  500
Partition function (log Z): -31.38224190322094

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.8978006485356349
Position 5730: 0.2816265574144422
Position 5761: 0.25330962127524853
Position 3058: 0.13570289219860432
Position 7125: 0.08538218807563641
Position 283: 0.0826733009292754
Position 2521: 0.07314061815307793
Position 1537: 0.05028919820581589
Position 9546: 0.03596281275447506
Position 1534: 0.0337926675037352
Position 5220: 0.032534614832717204
Position 7819: 0.02746359209204062
Position 2324: 0.018597845924587464
Position 227: 0.01754894645901077
Position 1214: 0.013435998452948293
Position 6974: 0.012024908858847879
Position 4026: 0.009181452743675772
Position 2061: 0.008185000390516048
Position 8455: 0.007579058876602804
Position 1614: 0.006693596835764282
Position 3785: 0.006137324507687084
Position 7850: 0.0056692962411180395
Position 4574: 0.00436748007961985
Position 7367: 0.002815915338168484
Position 6806: 0.001637752355864652
Position 46: 0.001417145750073164
Position 745: 0.0008920143918208828
Position 3422: 0.0007611436546234489
Position 2088: 0.0006288277524888612
Position 962: 0.0005922792367690485
Position 4461: 0.0005207262250402539
Position 5718: 0.0004741721526338676
Position 1908: 0.0004201048652315279
Position 187: 0.00041514482985086
Position 1773: 0.0003334131657385721
Position 12: 0.00029838502909332093
Position 4048: 0.0002695321927297567
Position 2233: 0.00025754147214308127
Position 2582: 0.0001889907526497549
Position 2270: 6.591038297829953e-05
Position 2561: 6.590679122601952e-05
Position 430: 3.78800113609093e-05
Position 2228: 2.6322448887826683e-05
Position 1618: 2.4735637728220346e-05
Position 1963: 2.4640552504539266e-05
Position 726: 2.4514171223120747e-05
Position 1544: 1.9434988967457722e-05
Position 3513: 1.3603461542883292e-05
Position 7: 9.478857692018336e-06
Position 270: 3.669131809540084e-06
Position 2076: 3.148108959066738e-06
Position 211: 2.758399757331493e-06
Position 326: 2.109285979378028e-06
Position 21: 1.7074151106989635e-06
Position 940: 9.142074801418125e-07
Position 292: 8.185631772446578e-07
Position 172: 7.056455260709949e-07
Position 359: 5.99672322874403e-07
Position 242: 5.726861207969627e-07
Position 1264: 3.681731887674651e-07
Position 31: 3.617887029537936e-07
Position 1240: 2.8211004699653996e-07
Position 264: 2.4932854079848353e-07
Position 1663: 2.3582409697373037e-07
Position 589: 2.1474084963490798e-07
Position 256: 1.9775060584330598e-07
Position 595: 1.963846312191087e-07
Position 641: 1.893670062983579e-07
Position 108: 7.254700176644352e-08
Position 231: 2.9937943063093696e-08
Position 1753: 2.9089019272206316e-08
Position 330: 1.9466584883385975e-08
Position 541: 1.5475068231244914e-08
Position 477: 9.433703994600805e-09
Position 194: 6.574124279745877e-09
Position 408: 6.171398182909833e-09
Position 406: 5.967122044900241e-09
Position 416: 1.8673313797161703e-09
Position 453: 1.5600342607820697e-09
Position 209: 8.637004442943171e-10
Position 376: 8.062460085415303e-10
Position 215: 6.085649068654599e-10
Position 287: 2.722269433275761e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5628: 0.5276762438698522
Position 8079: 0.31841901501778375
Position 2999: 0.14547138689157438
Position 9440: 0.12063811543891008
Position 12483: 0.08614516446465856
Position 4708: 0.08148916801699121
Position 2376: 0.07232426142556246
Position 7633: 0.06957213828856475
Position 13893: 0.06621499676995034
Position 6850: 0.06554489164949175
Position 7079: 0.06455410288633999
Position 5798: 0.04147516617965472
Position 1388: 0.037154627472334695
Position 5087: 0.03647443715541066
Position 9490: 0.03384582946703629
Position 9406: 0.028849935918430845
Position 5567: 0.02828934521078606
Position 7076: 0.027947578324240042
Position 7756: 0.02302333456857641
Position 3651: 0.022997533646090036
Position 1405: 0.021743422270692005
Position 2184: 0.020733935134595066
Position 1385: 0.013369083765065575
Position 1120: 0.01266383773027695
Position 3940: 0.011273105752372748
Position 1842: 0.010046031431672736
Position 7242: 0.00829777759173579
Position 1070: 0.008033784988880171
Position 6714: 0.007024448965637989
Position 3330: 0.006664875602415951
Position 2894: 0.005683116644590121
Position 1417: 0.005564214952900174
Position 2420: 0.005429209212480832
Position 3165: 0.004942796868154872
Position 6532: 0.004271279632976528
Position 1489: 0.00426846033173548
Position 4683: 0.004219827086932446
Position 5907: 0.003938087561699487
Position 7505: 0.0030561029890492485
Position 5802: 0.0029048016741097596
Position 3606: 0.002803653971616104
Position 1519: 0.0027949564726317774
Position 3567: 0.0026677637237184585
Position 1140: 0.0023930830738196854
Position 537: 0.00230334654557306
Position 2232: 0.0022736573878722076
Position 1559: 0.0021594924245209503
Position 2400: 0.002133494878617064
Position 1162: 0.0013453544109334429
Position 1328: 0.001325293850389954
Position 1179: 0.0012738436855249224
Position 4453: 0.0012046226156543053
Position 863: 0.0011846096019472471
Position 4430: 0.0011323061857739624
Position 3133: 0.001089489411771923
Position 2023: 0.0010752170907821577
Position 2372: 0.001005700290938417
Position 2950: 0.0010008413395519895
Position 2468: 0.0009717136340543113
Position 6063: 0.0008805872958316723
Position 3841: 0.0008767473794217631
Position 4400: 0.000834337849566172
Position 4324: 0.000808488584584276
Position 1508: 0.0007397877076307112
Position 1260: 0.0007309360538787975
Position 2928: 0.0007283489039599634
Position 602: 0.0006800580343131097
Position 1879: 0.0006740256307342678
Position 2821: 0.00059344074984203
Position 4433: 0.0005574972921597139
Position 2666: 0.0005169823335696352
Position 5203: 0.0004990060814376231
Position 4414: 0.00048691935807684367
Position 3796: 0.000474025830126947
Position 1424: 0.0004729233513696541
Position 1012: 0.0004469231444938019
Position 4225: 0.0004425258711701523
Position 1958: 0.00039155727380465343
Position 701: 0.00038319898312810395
Position 2581: 0.00037686443988416824
Position 3983: 0.0003557199524496072
Position 2267: 0.0003538196806811833
Position 569: 0.0003514769262118261
Position 1270: 0.00034212728577911084
Position 3286: 0.0003244677601202299
Position 1900: 0.00031764016374269784
Position 654: 0.00029628097339249015
Position 1661: 0.00020779125311222766
Position 4039: 0.00019659133155207033
Position 92: 0.00019522396642210828
Position 3725: 0.00019220231367982952
Position 3506: 0.00015241665634640238
Position 3219: 0.00014756001651631179
Position 745: 0.00014736811698489732
Position 4519: 0.00012750425307913828
Position 1137: 0.00011276518753281597
Position 209: 0.0001087295445181218
Position 792: 9.649471262564583e-05
Position 1092: 7.806906920479326e-05
Position 725: 7.2756272427049e-05
Position 1456: 5.56378421913711e-05
Position 1533: 3.682658186814874e-05
Position 1644: 2.260808717776639e-05
Position 2425: 2.0584166629898615e-05
Position 2186: 1.663433891124539e-05
Position 1087: 1.044412456677877e-05
Position 2004: 1.0192102235518279e-05
Position 639: 9.862942926312736e-06
Position 2845: 5.259879482241842e-06
Position 1855: 4.249436980746348e-06
Position 1857: 3.899305964995162e-06
Position 1795: 2.5225255959570526e-06
Position 2865: 2.4458446786038367e-06
Position 749: 2.1134146440888586e-06
Position 887: 1.909598824085717e-06
Position 143: 1.4695021604336962e-06
Position 2236: 1.048768619441033e-06
Position 927: 2.7279310933876897e-07
Position 1196: 1.9733568169917823e-07
Position 1708: 1.5389625902547968e-07
Position 604: 3.232389317222104e-08
Position 1577: 2.3234371843851823e-08
Position 895: 1.7807035336919474e-08
Position 809: 1.684380299869504e-08
Position 153: 1.6578620189028015e-08
Position 979: 1.60513339985066e-08
Position 614: 1.1840610316018538e-08
Position 804: 1.0537669488661693e-08
Position 100: 9.233337715294044e-09
Position 908: 8.562721231400252e-09
Position 716: 7.442239982387664e-09
Position 1023: 7.368264366053203e-09
Position 146: 6.245022746241717e-09
Position 428: 5.474663831188555e-09
Position 802: 4.948915727560558e-09
Position 151: 4.856850046378008e-09
Position 710: 4.003597374244671e-09
Position 1151: 1.613527169239987e-10
