Gene = Nif3l1
index = 749
Annotated 5SS: [  484  2939  5399  7065 10585 12713]
Annotated 3SS: [ 2482  5235  6937 10445 12628 15989]
SMsplice 5SS: [  484  5399 11695 12713]
SMsplice 3SS: [ 5269 11576 12628 15989]
top_k =  500
Partition function (log Z): -4.474173549775378

Sorted 5' Splice Sites (High to Low Probability):
Position 5399: 0.988349302285074
Position 484: 0.9674861529934063
Position 12713: 0.9627639372267159
Position 7065: 0.6048901075378786
Position 10585: 0.5360292496133311
Position 6101: 0.3451156551529844
Position 11695: 0.33852867883635074
Position 5729: 0.25421978774194737
Position 11699: 0.24179860767209885
Position 6058: 0.18555162706395537
Position 2939: 0.17727774337382923
Position 2568: 0.16679812689139756
Position 5032: 0.155338926610531
Position 6621: 0.15425608137281205
Position 4174: 0.14125428073478444
Position 5088: 0.1296344561398455
Position 2396: 0.11218473706924445
Position 5839: 0.10549234107734867
Position 134: 0.09474134631033121
Position 2389: 0.06311695185229887
Position 4276: 0.04124526941908317
Position 7906: 0.034140884336197594
Position 6106: 0.032267601851088706
Position 16330: 0.02827131939399239
Position 13583: 0.02692356934607539
Position 9343: 0.02129991887018518
Position 6625: 0.021184910548550987
Position 9579: 0.016425926504863513
Position 635: 0.013538314195116275
Position 80: 0.012930648961088555
Position 5731: 0.011732111384319175
Position 1048: 0.011709378365333006
Position 12475: 0.011553630960966928
Position 5106: 0.01099169905820981
Position 93: 0.009533593157845577
Position 3573: 0.00896870507081051
Position 11842: 0.007582667557835812
Position 13993: 0.007482146713985465
Position 13988: 0.006256176786939563
Position 14009: 0.005782588841933945
Position 13754: 0.004858250443356828
Position 15383: 0.0043395270623055576
Position 2448: 0.004029623093924149
Position 5715: 0.0030651564195980923
Position 76: 0.0028571191876067686
Position 13440: 0.002501040959427481
Position 5114: 0.0023551962952506546
Position 1116: 0.002145207920957008
Position 63: 0.0020008624716958304
Position 1552: 0.0018436853279673762
Position 13548: 0.001798034152585257
Position 539: 0.0015892783397585234
Position 138: 0.0013774362516526203
Position 2731: 0.0012845688726013699
Position 5371: 0.0011283800697251716
Position 2093: 0.0010604489115161454
Position 5110: 0.0009712182457572017
Position 986: 0.000945786339765891
Position 6356: 0.0008560519763336075
Position 5877: 0.0008529957532870469
Position 239: 0.0008245881117779222
Position 6311: 0.0007022763992593158
Position 884: 0.0006414884425430506
Position 13140: 0.0005158878281724232
Position 74: 0.0005150032419321449
Position 1841: 0.0004884532835934435
Position 6113: 0.0003399128798489133
Position 2181: 0.00031541315342886197
Position 5364: 0.00024698371364343
Position 2185: 0.0002447046937473103
Position 2328: 0.00022337147049811582
Position 697: 0.00021899074302877733
Position 2215: 0.00020801998331585538
Position 835: 0.00019152269881041032
Position 982: 0.00019015004402810542
Position 5343: 0.00018431541326126147
Position 560: 0.00014951727816261038
Position 455: 0.00014768637313231352
Position 2922: 0.00012774879138304865
Position 756: 0.00010201087414525621
Position 977: 0.0001010236219842628
Position 2232: 6.73503326165959e-05
Position 602: 6.042747263268333e-05
Position 1182: 6.016038233388535e-05
Position 2393: 5.287097953152835e-05
Position 1681: 5.26255837401838e-05
Position 270: 4.8684890059616216e-05
Position 1265: 4.689237248557169e-05
Position 711: 3.5914243867471215e-05
Position 1052: 3.5486151509035277e-05
Position 2252: 3.496045659351363e-05
Position 1934: 3.1387145274447226e-05
Position 968: 2.9461145370507733e-05
Position 1076: 1.9458461230917875e-05
Position 1994: 1.8417681331942386e-05
Position 1837: 1.6127286622142748e-05
Position 13949: 1.2918787474242858e-05
Position 325: 2.0030622150095865e-06
Position 488: 1.8264334509403468e-06
Position 737: 1.7220269475437069e-06
Position 641: 1.1465468344321365e-06
Position 774: 1.0186477163631158e-06
Position 380: 7.611474647373677e-07
Position 491: 1.991826284381028e-07
Position 519: 3.961768612550103e-08
Position 557: 7.079427067208924e-09
Position 523: 5.855890341382743e-09
Position 780: 9.673138084444782e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12628: 0.9688582156915865
Position 5269: 0.5604041906614223
Position 15989: 0.5414537146360265
Position 10445: 0.5335709819768858
Position 11576: 0.4844162296314876
Position 5235: 0.42344526942289284
Position 5668: 0.41100068983334564
Position 6937: 0.39584568690768496
Position 5968: 0.39211455188526473
Position 4927: 0.2935701101654979
Position 13364: 0.2454996688942776
Position 2482: 0.1849654089707705
Position 2293: 0.1592376734248984
Position 6484: 0.15103917612515286
Position 5947: 0.11880780963170563
Position 7019: 0.09673583182568601
Position 11614: 0.09591105687696219
Position 6874: 0.08954733671311878
Position 2805: 0.08549498728605284
Position 315: 0.08537330601706256
Position 4092: 0.07984392504299818
Position 3940: 0.050191619971384896
Position 2887: 0.048520100138432345
Position 12795: 0.04502585213159691
Position 13681: 0.03186583108119898
Position 16181: 0.025995250051715428
Position 16432: 0.020849382163467434
Position 7830: 0.020795591456030056
Position 370: 0.02062701377691388
Position 6533: 0.019435225324818405
Position 4077: 0.01943451027200693
Position 13536: 0.019055336529541254
Position 12799: 0.01850043164230441
Position 4042: 0.01673358734138761
Position 9572: 0.01662846455963577
Position 6920: 0.015016868898301065
Position 9264: 0.014972055090173684
Position 16401: 0.014028097947079963
Position 7651: 0.013345292880167552
Position 2316: 0.01212255834910097
Position 17011: 0.011618367931543609
Position 12270: 0.011553630960966935
Position 4113: 0.010408965030031156
Position 11763: 0.010011567408455086
Position 13858: 0.009354667009687683
Position 2829: 0.008204414320101806
Position 15732: 0.008186976326379514
Position 843: 0.0081537945808465
Position 15359: 0.007729685149020969
Position 6898: 0.007671486986299659
Position 15321: 0.007416933181074134
Position 16148: 0.007107719576889188
Position 3404: 0.006877071689908334
Position 9036: 0.00641307920583314
Position 17730: 0.0056863993199452855
Position 2861: 0.0055856254749902245
Position 13082: 0.005194408149045448
Position 4808: 0.005131685616117721
Position 12837: 0.005044081579163652
Position 6518: 0.005039484464766419
Position 15628: 0.004946829313384774
Position 13369: 0.0049098716777763165
Position 15576: 0.004378517785120788
Position 15324: 0.003993778005826707
Position 2433: 0.0037604076635497897
Position 15799: 0.003739601428481486
Position 5906: 0.0036333072457960325
Position 5251: 0.0036188192946732204
Position 3991: 0.003579504891363137
Position 5714: 0.003338170086879536
Position 938: 0.003240407476855311
Position 15796: 0.003220412811232508
Position 2200: 0.0031253623501569894
Position 12825: 0.0030368271819934396
Position 13200: 0.0028153474834254574
Position 5830: 0.002719464815401932
Position 15125: 0.0027173232651615275
Position 10403: 0.0026385144171322218
Position 16291: 0.002466130084987447
Position 5289: 0.002203544403375368
Position 5975: 0.0021327567574914936
Position 3479: 0.0020916333809021825
Position 2203: 0.002011615104393093
Position 13281: 0.0019605023878202614
Position 2361: 0.0018874557034360793
Position 260: 0.0018469015814984652
Position 2757: 0.0018054454520516092
Position 5513: 0.0017739359225808714
Position 2730: 0.0017470635953207559
Position 2043: 0.0016009774290693948
Position 6012: 0.0015425469413857403
Position 2727: 0.001501328101432668
Position 4026: 0.0014703327192910403
Position 1985: 0.0013972431435761703
Position 14295: 0.0012494818880748177
Position 17243: 0.0011769376799194145
Position 13627: 0.0011597503544298182
Position 247: 0.0011429333882053512
Position 16266: 0.0011374870740397246
Position 2863: 0.0010629716122554848
Position 5838: 0.0010439914487533526
Position 15903: 0.0010329641500666537
Position 6227: 0.0010098126299584907
Position 2567: 0.0009594483280225955
Position 2907: 0.0009217021038602186
Position 13115: 0.0008537489332772391
Position 227: 0.0008489904576531903
Position 3964: 0.0008371048854046449
Position 4716: 0.0008268582673187379
Position 12986: 0.0008043979260977471
Position 629: 0.0008019962149049794
Position 999: 0.0007260505394924613
Position 6019: 0.0006968406922983476
Position 1880: 0.0006958942386436489
Position 13457: 0.0006350116878438632
Position 15165: 0.0006114327919117519
Position 16031: 0.0005250886561317963
Position 14547: 0.0004924089985823207
Position 1754: 0.0004888975260135056
Position 770: 0.00045665126165323356
Position 569: 0.0004323385194901382
Position 12879: 0.0004260394967364828
Position 429: 0.0004158554355198406
Position 849: 0.0003961674180896406
Position 12951: 0.00038981430464356964
Position 15374: 0.0003559140090340373
Position 11934: 0.00033917750957277256
Position 5949: 0.0002617473836670984
Position 8256: 0.0002583343255808659
Position 2527: 0.00017176536367875502
Position 1176: 0.00016254805346074366
Position 696: 0.0001611875494295712
Position 5556: 0.00014607775985794376
Position 5571: 0.00013917087256725072
Position 1305: 0.0001294052312392842
Position 538: 0.0001290704766807322
Position 335: 0.0001241593064692729
Position 5833: 9.960333741445703e-05
Position 989: 8.690319673954134e-05
Position 2096: 8.171575443032599e-05
Position 224: 7.746640505090675e-05
Position 941: 7.744246857071427e-05
Position 344: 7.681596593815657e-05
Position 1964: 7.385246934666566e-05
Position 7024: 7.289620678842327e-05
Position 161: 6.847698211792118e-05
Position 1087: 6.738349294794421e-05
Position 6147: 6.615188291275937e-05
Position 1883: 6.516865996503375e-05
Position 1421: 6.0027978224509005e-05
Position 1440: 5.7743184931894775e-05
Position 888: 5.343997305992607e-05
Position 280: 5.024840610885384e-05
Position 325: 4.3340489882051925e-05
Position 1115: 4.1815262751912e-05
Position 1430: 3.9981351045151466e-05
Position 7270: 3.894680863504553e-05
Position 230: 3.584825669525056e-05
Position 8445: 3.328717141507087e-05
Position 289: 2.9236103040629454e-05
Position 433: 2.9033549598035693e-05
Position 6153: 2.6686418566624606e-05
Position 2438: 2.4302305314753713e-05
Position 1239: 2.0887851336033108e-05
Position 1315: 1.9186132431892908e-05
Position 200: 1.721940785084659e-05
Position 1028: 1.669268537824051e-05
Position 1818: 1.568304420208086e-05
Position 957: 1.3894437120219828e-05
Position 1234: 1.3288534936999984e-05
Position 1326: 1.2594973382001215e-05
Position 332: 1.1777771623151157e-05
Position 399: 9.270835124088657e-06
Position 390: 7.616586393642237e-06
Position 1409: 6.2780214634759846e-06
Position 1488: 5.895622320470054e-06
Position 138: 3.853435539569042e-06
Position 380: 3.3336807167993495e-06
Position 202: 3.253545859844302e-06
Position 2645: 2.440344723133782e-06
Position 653: 1.5757910164463258e-07
Position 593: 6.84934134518511e-08
Position 632: 4.325232329713579e-08
Position 661: 4.085566277057767e-08
Position 571: 3.115145923382428e-08
Position 608: 3.0683397349944074e-08
Position 270: 2.6160107070687148e-08
Position 277: 2.415747556986897e-08
Position 387: 1.6923552717024368e-08
Position 1155: 1.681524320516174e-08
Position 504: 1.5549718001521936e-08
Position 596: 1.0602764489393233e-08
Position 436: 7.1767640554765176e-09
Position 1208: 6.527384137308261e-09
Position 1360: 6.366855449677356e-09
Position 1351: 6.294481548925156e-09
Position 901: 5.8333238455044875e-09
Position 721: 4.901391187094577e-09
Position 961: 4.891753836132762e-09
Position 442: 4.024248420225133e-09
Position 1070: 3.9616152248719685e-09
Position 599: 3.1240793735811123e-09
Position 785: 3.0058830680387426e-09
Position 1213: 2.7537859267064316e-09
Position 639: 2.602352368637461e-09
Position 601: 1.6104463912843578e-09
Position 170: 1.0560601962589502e-09
Position 449: 5.608213854039135e-10
Position 447: 1.1099327759483942e-10
Position 469: 7.410517798931991e-11
Position 455: 1.4415062766138199e-11
Position 471: 7.493548693243878e-12
Position 444: 7.808652332740624e-13
