Gene = Nhlrc3
index = 747
Annotated 5SS: [ 273 1021 1701 4848 6907 9791]
Annotated 3SS: [  867  1552  4646  6814  9677 10682]
SMsplice 5SS: [ 273 1021 1701 3263 4848 6907 9791]
SMsplice 3SS: [  867  1552  2965  4646  6814  9677 12736]
top_k =  500
Partition function (log Z): -1.1554153926394646

Sorted 5' Splice Sites (High to Low Probability):
Position 9791: 0.9387462731270362
Position 4848: 0.9159711835751431
Position 6907: 0.9153327741841853
Position 1701: 0.8185910513110931
Position 1021: 0.7408258533213509
Position 3263: 0.7359330233699621
Position 273: 0.5522215183343305
Position 10194: 0.28927075551785547
Position 12547: 0.2535426337926022
Position 2270: 0.17474453981435198
Position 6199: 0.10942345422398334
Position 12565: 0.10253090780546296
Position 1002: 0.10223439905824143
Position 2511: 0.08545947610591059
Position 6127: 0.07265067271660457
Position 462: 0.07001922670301154
Position 6558: 0.06231048160903634
Position 6616: 0.062143597964181174
Position 12587: 0.06099258009092475
Position 1641: 0.059708531940368466
Position 2045: 0.0531374766499223
Position 2843: 0.049807178082574
Position 119: 0.04957703722728869
Position 10857: 0.049108347278052654
Position 4865: 0.04757039743737604
Position 2296: 0.041246984488766895
Position 8801: 0.039965965885695905
Position 9595: 0.03527134981030693
Position 3872: 0.03012986357654895
Position 3101: 0.029184550470156133
Position 3878: 0.0233906358175045
Position 12655: 0.023042707590859125
Position 3882: 0.017914441771599104
Position 11591: 0.017229723320291723
Position 8285: 0.016888795186051332
Position 6290: 0.016398987202601377
Position 7051: 0.016116892742597824
Position 2194: 0.0156675770158903
Position 4409: 0.01501766568558423
Position 3105: 0.014692623178241677
Position 6230: 0.014406586096362771
Position 317: 0.014332077643403324
Position 10813: 0.013442001416048642
Position 12863: 0.013004268238095602
Position 12901: 0.012399093348523562
Position 9520: 0.009749786559135876
Position 3771: 0.009560049933178211
Position 6631: 0.009085915564215442
Position 5291: 0.009081801502608948
Position 10169: 0.0077742771989559286
Position 3116: 0.007416147261007556
Position 6948: 0.0071643128469273025
Position 111: 0.006437170358207142
Position 106: 0.005983739870814496
Position 503: 0.005666031848863586
Position 294: 0.00556792782533478
Position 6511: 0.005330994355494699
Position 416: 0.0051092868591458345
Position 204: 0.005068634576855052
Position 11904: 0.005011168785371689
Position 427: 0.00500061359703516
Position 8427: 0.004781494722435532
Position 6952: 0.0046852889395002035
Position 1343: 0.0037832232203501683
Position 9408: 0.0037024324231264335
Position 12452: 0.003553399474329271
Position 2161: 0.0034920224648643037
Position 5364: 0.0034761415791150184
Position 298: 0.002991604876913652
Position 7750: 0.0026803258947845285
Position 9786: 0.0022909681721782474
Position 3273: 0.00227312558693912
Position 2033: 0.001855111243983221
Position 557: 0.0018157173892881671
Position 6902: 0.0018087386839807432
Position 5872: 0.0016189924798604627
Position 98: 0.001514078732314239
Position 10786: 0.001459482429325675
Position 1691: 0.001419824302175257
Position 300: 0.001286329283164836
Position 12166: 0.0012320617426253937
Position 88: 0.0012227345748492713
Position 10961: 0.0011815890936012652
Position 9270: 0.0011296372354657924
Position 6898: 0.0010357175101246626
Position 2799: 0.0009784717754873584
Position 2148: 0.0009194402954589583
Position 331: 0.0007918515326110104
Position 3737: 0.0007423748540522507
Position 387: 0.0007372676497758121
Position 402: 0.00069740652564146
Position 243: 0.0006651339950754081
Position 965: 0.000660499571810063
Position 6944: 0.0006495033271246609
Position 607: 0.0006170366845187852
Position 1428: 0.0005816865545374445
Position 304: 0.0005105353435997371
Position 1311: 0.0003930409234831076
Position 10539: 0.0003888606204522236
Position 5607: 0.0003712871739371211
Position 6203: 0.0003690535379611666
Position 1672: 0.00034615464526137135
Position 32: 0.00034594929455825037
Position 2119: 0.0003432329505117126
Position 9929: 0.00031945020390802326
Position 1135: 0.0002773034421968949
Position 1012: 0.000275886000434882
Position 6956: 0.00027402144142275295
Position 5386: 0.0002480232675070922
Position 2741: 0.00023482813148292312
Position 1574: 0.00022525891360695158
Position 985: 0.00018340487638187098
Position 591: 0.00017708945577267694
Position 935: 0.00016983073326700128
Position 4792: 0.0001489554580974245
Position 238: 0.00013906921219625999
Position 2572: 0.00013878330260432
Position 262: 0.00013647105155726626
Position 127: 0.00013109028505373552
