Gene = Igflr1
index = 564
Annotated 5SS: [  40  955 1510 2074]
Annotated 3SS: [ 736 1321 1715 2153]
SMsplice 5SS: [40]
SMsplice 3SS: [1321]
top_k =  500
Partition function (log Z): -5.999495886763395

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.7486776345554095
Position 1190: 0.4237021905510604
Position 955: 0.30707842079114345
Position 2008: 0.2382937997087757
Position 571: 0.19088478897242353
Position 1526: 0.18060857046068035
Position 2019: 0.16949037453710936
Position 1510: 0.1536124612264114
Position 1401: 0.06037276606912172
Position 179: 0.05886312573852409
Position 2074: 0.0542411513383876
Position 1834: 0.03948860293377663
Position 1484: 0.0356909641359388
Position 192: 0.03443831525113861
Position 1558: 0.023815031493705185
Position 173: 0.019652513956226515
Position 297: 0.0158608202801383
Position 206: 0.01561027063590236
Position 1765: 0.009765665685980746
Position 1076: 0.008931618181189649
Position 908: 0.006313608774499787
Position 196: 0.004142291107285057
Position 1818: 0.003056316179048682
Position 165: 0.0020275618175168712
Position 641: 0.0014477870005966422
Position 1787: 0.0013718210798950574
Position 970: 0.0013286956353805348
Position 575: 0.0013110022826663078
Position 1206: 0.0011428534552093946
Position 106: 0.0010957363990404428
Position 1017: 0.0007335509607131884
Position 2271: 0.0007305161932710042
Position 2029: 0.0006313432876519857
Position 89: 0.0003938309819231721
Position 522: 0.000267628306284205
Position 1242: 0.0002619988267844359
Position 363: 0.00020745149765724133
Position 1222: 0.00015135775875965105
Position 472: 0.00014659917840539728
Position 887: 0.000126483600333376
Position 580: 0.00011899869129283714
Position 65: 0.00011016840334915428
Position 668: 0.00010877336564065788
Position 30: 0.00010130013342680505
Position 1052: 9.092103912960759e-05
Position 744: 7.969297174273406e-05
Position 1471: 6.788284901009388e-05
Position 1569: 6.525064115458488e-05
Position 1430: 6.39405805522742e-05
Position 150: 5.778880761621539e-05
Position 24: 4.7738575131410395e-05
Position 460: 4.7284386569019115e-05
Position 1056: 4.412107897492863e-05
Position 394: 2.7857422163586984e-05
Position 962: 1.8828576958122256e-05
Position 595: 1.4382133738775282e-05
Position 949: 1.1752398111530735e-05
Position 728: 9.246690757395992e-06
Position 677: 8.499270698878424e-06
Position 185: 4.7578119758186695e-06
Position 1389: 4.575991640310666e-06
Position 281: 2.7478543628538768e-06
Position 442: 6.797089343151301e-07
Position 44: 4.939245322369849e-07
Position 426: 2.3103618809131306e-07
Position 417: 1.3615772024243633e-07
Position 440: 1.2497526733704903e-07
Position 302: 3.276574833686575e-09
Position 112: 3.1012693084857897e-09
Position 305: 1.8487164926457697e-09
Position 316: 7.094275765717983e-10
Position 116: 2.6578716351999102e-11
Position 307: 5.3448814335058964e-14
Position 325: 2.4525971071021394e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1321: 0.7515786888273052
Position 2153: 0.5366727627943345
Position 1099: 0.30495736848772076
Position 1928: 0.24689175062753635
Position 1957: 0.2200485471345135
Position 816: 0.16064543649597915
Position 1715: 0.11983419007011471
Position 736: 0.07356183498261644
Position 777: 0.04017181357442524
Position 1071: 0.03834126377369567
Position 337: 0.037931832992473775
Position 377: 0.035357530897280616
Position 1075: 0.035042808311592365
Position 393: 0.03149204017053388
Position 1905: 0.02545631605944486
Position 334: 0.018852779038710993
Position 1758: 0.014726137749269147
Position 2176: 0.011081793529342743
Position 2200: 0.00999661362412981
Position 122: 0.009762423301877434
Position 799: 0.008707080726401096
Position 1733: 0.00857055447000466
Position 1035: 0.008332974726193747
Position 1718: 0.007728422336952388
Position 475: 0.00588589314755421
Position 550: 0.005383917322905208
Position 1866: 0.004808291800383346
Position 1930: 0.0040523052770726565
Position 828: 0.004024446157557576
Position 296: 0.003770236265893359
Position 868: 0.003664830007844573
Position 916: 0.0027642291084483835
Position 1114: 0.002661158711349507
Position 1055: 0.0026518626945438804
Position 1038: 0.0025768186375253834
Position 861: 0.0022370386439617843
Position 1279: 0.0017106082375053851
Position 472: 0.0014741502099246766
Position 1105: 0.0012827464220403315
Position 105: 0.0012713067550713237
Position 426: 0.0012585447324521945
Position 763: 0.0012025336422778934
Position 742: 0.0008758777659739455
Position 962: 0.0007712301094704997
Position 2295: 0.0006786358958710904
Position 609: 0.0005981695559335487
Position 2458: 0.0005548573977256955
Position 887: 0.00046036398642503414
Position 980: 0.00045571214191907295
Position 522: 0.00043554544916142243
Position 2346: 0.00040909681183539314
Position 2161: 0.0003927184622691566
Position 1423: 0.0003825704832289525
Position 552: 0.00033721037760965454
Position 339: 0.0003155381398785804
Position 667: 0.00021654000716026406
Position 905: 0.00019304539775898155
Position 636: 0.00018673780163166808
Position 907: 0.0001837237232901459
Position 402: 0.00017610116631085974
Position 665: 0.00017285964155801007
Position 656: 0.00014971489833453044
Position 677: 0.00014471091221110067
Position 1372: 0.00013775345162533322
Position 771: 9.968351804567727e-05
Position 526: 6.328449893006188e-05
Position 129: 6.322011456174537e-05
Position 127: 5.404662305690144e-05
Position 281: 4.719572514052362e-05
Position 1268: 3.4294071676382386e-05
Position 404: 1.4341244272207144e-05
Position 440: 1.202090635090948e-05
Position 240: 1.0567076923256643e-05
Position 141: 8.55285463603067e-06
Position 99: 5.372027817903905e-06
Position 172: 3.257644482044649e-06
Position 531: 2.8031407286228007e-06
Position 433: 1.7248209527695245e-06
Position 88: 1.077044667042287e-06
Position 195: 5.382508668676181e-07
Position 143: 3.8396205937254876e-07
Position 150: 2.907049600012842e-07
Position 192: 2.673479625952192e-07
Position 200: 9.308830508756914e-08
Position 154: 4.054170860359738e-08
Position 159: 2.1034007457593338e-08
Position 164: 1.7588567507783908e-08
Position 185: 8.06161359397924e-09
Position 162: 6.693643285354604e-09
Position 183: 6.253536887350997e-10
