Gene = Rpe
index = 915
Annotated 5SS: [  198  5695 13886 14417 15215]
Annotated 3SS: [ 5614 13745 14281 15127 16922]
SMsplice 5SS: [  198  5695 13886 14417]
SMsplice 3SS: [ 5614 13745 14281 16455]
top_k =  500
Partition function (log Z): -8.314427418435205

Sorted 5' Splice Sites (High to Low Probability):
Position 5695: 0.9932638992473064
Position 198: 0.8218172281391596
Position 13886: 0.8022711000895353
Position 14417: 0.6494369374633718
Position 6056: 0.3351403118375062
Position 15215: 0.3120969744939185
Position 14441: 0.12500463181380683
Position 806: 0.11878832830384407
Position 3883: 0.05714178855811005
Position 3935: 0.05608773821238575
Position 2909: 0.04904967166210584
Position 3219: 0.04368295128849935
Position 818: 0.040992035333827406
Position 187: 0.03590028024404283
Position 4926: 0.03570724068662807
Position 18248: 0.03454608536169498
Position 12771: 0.02818192886395336
Position 6781: 0.024295151704498832
Position 16130: 0.016879078157360873
Position 13935: 0.0160749799848495
Position 2375: 0.015963490083755284
Position 17181: 0.01122710343164506
Position 1926: 0.010715213705844088
Position 1964: 0.008615359600893656
Position 4706: 0.008203096599977935
Position 3749: 0.005552580674810315
Position 1427: 0.005506215596539748
Position 2927: 0.005286212319361223
Position 2737: 0.00486397542059513
Position 2518: 0.004246140287524404
Position 235: 0.003739979210557428
Position 5034: 0.003545039534654384
Position 1457: 0.0029975068217573593
Position 735: 0.002821646219615577
Position 14357: 0.0027748369459793232
Position 4854: 0.0026589569729989337
Position 377: 0.0022718473817751814
Position 5751: 0.0019181054750790954
Position 5699: 0.0017260253028070643
Position 358: 0.0016889782447525234
Position 625: 0.0016338063814902368
Position 15361: 0.0016167415979579747
Position 2953: 0.0015925913289125937
Position 141: 0.0015335613946468793
Position 728: 0.0014101730131825196
Position 3501: 0.0013608602313569939
Position 5978: 0.001222529464271048
Position 1959: 0.001211486521305096
Position 6421: 0.0011111764155782547
Position 1174: 0.0009490258311955881
Position 3725: 0.0009045731442355742
Position 2488: 0.0008940500397846673
Position 4657: 0.0008572621475547704
Position 9701: 0.0008109559828697419
Position 3171: 0.0007876719008430783
Position 5755: 0.0007355098037286267
Position 387: 0.0006099874935294256
Position 3868: 0.0006097597466945408
Position 708: 0.0006053727691421203
Position 285: 0.0005499546729195609
Position 433: 0.00047942648359887934
Position 1433: 0.00041918973224283493
Position 6191: 0.0003530234592606902
Position 618: 0.00027170532322778575
Position 822: 0.00026139849437428194
Position 1459: 0.00025177544354547973
Position 8894: 0.00019130949020244983
Position 6206: 8.222394707164165e-05
Position 7122: 2.4547794788698804e-05
Position 270: 1.6069527638037894e-05
Position 692: 1.0980701604582127e-05
Position 1037: 2.3701640096037083e-06
Position 241: 1.624985390154833e-06
Position 732: 1.5331554380132143e-06
Position 45: 1.4578467692950275e-06
Position 81: 1.4533506813509074e-06
Position 102: 1.3097115739414683e-06
Position 6210: 1.0043119854129963e-06
Position 5956: 8.478389009617262e-07
Position 697: 7.640619668400826e-07
Position 384: 7.39697021382102e-07
Position 441: 6.909046193279218e-07
Position 415: 6.513637116422879e-07
Position 2145: 5.677847711185527e-07
Position 1938: 3.5530475904038967e-07
Position 265: 2.7192889881422016e-07
Position 23: 2.668249640655314e-07
Position 623: 2.443614490946712e-07
Position 6230: 1.8406259975045137e-07
Position 560: 1.5327024098112636e-07
Position 6008: 1.356697551176597e-07
Position 5886: 6.669942086700963e-08
Position 5973: 6.532232933248199e-08
Position 667: 3.1739764294714376e-08
Position 889: 2.664453297786159e-08
Position 505: 8.350063135278008e-09
Position 413: 1.8818687260875e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5614: 0.9073550619291936
Position 13745: 0.8183460800743854
Position 14281: 0.7622089527783054
Position 15127: 0.31824229322287334
Position 5929: 0.25861364780086177
Position 18731: 0.19680198620071418
Position 16455: 0.18966193650600388
Position 18073: 0.1645554305855351
Position 18219: 0.13526792848895378
Position 5543: 0.0908418599308165
Position 3814: 0.08708990477877526
Position 5849: 0.07666631563494546
Position 15100: 0.06866869152250037
Position 16922: 0.06720085400148659
Position 4841: 0.04085191273681786
Position 14229: 0.03838458119261566
