Gene = Fpgt
index = 415
Annotated 5SS: [ 105 2013 3292]
Annotated 3SS: [1844 3198 5333]
SMsplice 5SS: [105]
SMsplice 3SS: [1844]
top_k =  500
Partition function (log Z): -9.70338059948568

Sorted 5' Splice Sites (High to Low Probability):
Position 105: 0.6905183815001016
Position 2013: 0.5438610291896037
Position 5523: 0.36496728601223644
Position 469: 0.31555497382255276
Position 3292: 0.2303386260391834
Position 2765: 0.20988874390696563
Position 1653: 0.08239169662107425
Position 1258: 0.08195450883644298
Position 5757: 0.05943344324954359
Position 6591: 0.05088102236693588
Position 5440: 0.04890292778461498
Position 3759: 0.024611337538892823
Position 1405: 0.017822621838845677
Position 2817: 0.014793630432883583
Position 3273: 0.013394804754484542
Position 289: 0.012259447583457539
Position 493: 0.010633671779053283
Position 1129: 0.008115739967453083
Position 6973: 0.006342928801493793
Position 2030: 0.003493604263568039
Position 1629: 0.002974340810559928
Position 204: 0.0028349862726536807
Position 15: 0.002824461600196875
Position 523: 0.002534938451307255
Position 1744: 0.002405386825762011
Position 3412: 0.001734966226034865
Position 998: 0.0016278312962014505
Position 480: 0.0014244143205897088
Position 1970: 0.001151622037884605
Position 195: 0.001108007036391825
Position 178: 0.0010525602186311146
Position 1691: 0.0009373338230049285
Position 311: 0.0007660577227690948
Position 5788: 0.0006426361513267545
Position 1695: 0.0006372037724589377
Position 333: 0.0004817768495738367
Position 2435: 0.00047542943152301494
Position 1253: 0.0004262781338741362
Position 1699: 0.0004204911009865087
Position 255: 0.0003467593153889498
Position 802: 0.0003456956264896198
Position 1930: 0.00031769991518541097
Position 1683: 0.0003030986275584173
Position 3472: 0.00029638727013989006
Position 2775: 0.00017609341006104992
Position 1018: 0.0001615202648639654
Position 425: 0.00013397023861621798
Position 123: 0.00011679679722227741
Position 1718: 8.896485794516197e-05
Position 1982: 7.359230938849598e-05
Position 354: 5.477946720778263e-05
Position 1297: 4.566484958145409e-05
Position 1133: 4.267229243729764e-05
Position 330: 3.3967623189629257e-05
Position 9: 3.326522850612787e-05
Position 1658: 3.315228115136536e-05
