Gene = Mnx1
index = 687
Annotated 5SS: [ 886 3715]
Annotated 3SS: [3553 4238]
SMsplice 5SS: [ 132  886 3715]
SMsplice 3SS: [ 758 3553 4238]
top_k =  500
Partition function (log Z): -7.042036549746715

Sorted 5' Splice Sites (High to Low Probability):
Position 3715: 0.9448448314969234
Position 132: 0.870386227970713
Position 886: 0.6454232018181566
Position 2400: 0.07665823755617686
Position 1601: 0.07342486293273472
Position 3219: 0.03567347731947007
Position 1321: 0.02825303504257347
Position 1202: 0.017072253288188177
Position 4804: 0.016295220185498494
Position 3936: 0.011831152630578788
Position 1117: 0.01007112607163302
Position 4139: 0.00868844957271913
Position 4360: 0.008592014908521257
Position 517: 0.008281938375912748
Position 3457: 0.006509070930761231
Position 1170: 0.006351438350340881
Position 1015: 0.006346818783394355
Position 1124: 0.006312333151869557
Position 86: 0.005955998869050268
Position 4504: 0.005953341750459498
Position 3444: 0.005239062810983696
Position 406: 0.005018368846896329
Position 3682: 0.004918569262754965
Position 2023: 0.003919206955709182
Position 126: 0.003491173688037755
Position 759: 0.003293926429742541
Position 51: 0.0029292581311783188
Position 4510: 0.002758056580444086
Position 1861: 0.0025107384047537117
Position 3984: 0.0023254543323569456
Position 285: 0.0018748294579849494
Position 36: 0.0017141520850946783
Position 306: 0.0016455381526644778
Position 1258: 0.0013095644781064278
Position 3256: 0.0012989160842683777
Position 3995: 0.00114073879807853
Position 3654: 0.0010739440756966985
Position 890: 0.001026341504236362
Position 3401: 0.0009509485728346679
Position 1301: 0.0008662960215907169
Position 4853: 0.0008594345675251095
Position 2020: 0.000820513668698761
Position 1792: 0.0007901098581767691
Position 1857: 0.0007754341293790871
Position 4493: 0.0007020514980030255
Position 3746: 0.0006766061290986201
Position 5303: 0.000629652947328752
Position 1211: 0.0006086100971609926
Position 1569: 0.0004964535322525064
Position 598: 0.0004026202873870316
Position 4447: 0.0003345796065742442
Position 313: 0.00031913073664299643
Position 3277: 0.0002502156902845825
Position 1615: 0.000168320748459356
Position 176: 0.00014859979823955471
Position 237: 0.00011212161015306489
Position 553: 8.765121507962275e-05
Position 349: 7.909825285151331e-05
Position 681: 3.8659568204097424e-05
Position 431: 3.550909067431465e-05
Position 4398: 3.482797697429052e-05
Position 364: 2.847884165059091e-05
Position 1027: 2.5344266561371825e-05
Position 373: 1.4990000247047246e-05
Position 688: 1.3556126566090077e-05
Position 3808: 3.195679869902215e-06
Position 4098: 3.1729232012656074e-06
Position 912: 2.451500486060549e-06
Position 3893: 2.278355775403578e-06
Position 3793: 2.2727558256188637e-06
Position 3955: 2.2448344875743404e-06
Position 805: 2.1555886827846303e-06
Position 3832: 2.081081408273697e-06
Position 996: 1.6287463648999236e-06
Position 3660: 4.870341696116634e-07
Position 3976: 3.445100789248071e-07
Position 4170: 3.385338954873181e-07
Position 1293: 1.1720471168458461e-07
Position 842: 9.423331575775434e-08
Position 830: 9.196180475749503e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3553: 0.8986826736913247
Position 4238: 0.6306525697354582
Position 758: 0.47924871415415876
Position 4694: 0.07223160241849103
Position 3558: 0.06732092644801299
Position 1524: 0.058144603319331044
Position 800: 0.05592602524035751
Position 1107: 0.054176112522488704
Position 3176: 0.0521395096665045
Position 2258: 0.04928047190021025
Position 3806: 0.04885486950391218
Position 4225: 0.04135273967234696
Position 967: 0.030119557120346946
Position 4879: 0.029523996224194073
Position 4412: 0.025519216409095626
Position 5225: 0.02355395902959047
Position 4256: 0.019746729130949558
Position 5185: 0.018797414173628853
Position 5267: 0.015482006278259632
Position 4447: 0.010752246748829165
Position 3842: 0.009130832515510228
Position 4057: 0.008688623970314103
Position 2232: 0.008247207356382107
Position 3611: 0.008186323794321302
Position 5406: 0.007338761103119363
Position 5321: 0.0072021597928664015
Position 1544: 0.007054114788604755
Position 830: 0.006857127185188185
Position 659: 0.00670019688623646
Position 4498: 0.006440440402501359
Position 4244: 0.006032757008588543
Position 2225: 0.005630119940883402
Position 1649: 0.005485846582595336
Position 2309: 0.005096849556454818
Position 4917: 0.004949422666010135
Position 3931: 0.00419898328583256
Position 2189: 0.004086848003343934
Position 4131: 0.0040323177490999155
Position 4564: 0.0035050505550841523
Position 4736: 0.0033144014309772077
Position 688: 0.0030775212376854223
Position 1813: 0.002950824856635259
Position 764: 0.002845844167547629
Position 5340: 0.002260807747901785
Position 4466: 0.002208918692081911
Position 2060: 0.0016699397232703263
Position 4913: 0.001652454764668335
Position 4601: 0.0015356639745014976
Position 1345: 0.0013660750676358347
Position 3564: 0.0012996690041999577
Position 4282: 0.001262790458455238
Position 4698: 0.0012298560179985984
Position 4289: 0.0012196674419717114
Position 3005: 0.001205871296968788
Position 3512: 0.0011722371647318838
Position 1568: 0.001046143234668923
Position 3987: 0.0009756916818301692
Position 4731: 0.0009398680066242466
Position 4598: 0.0008869149737977476
Position 4012: 0.0008229549326850858
Position 2143: 0.0008079207694655466
Position 5169: 0.0007789477874682454
Position 1269: 0.0006859151672021063
Position 3527: 0.0006548420946151804
Position 3819: 0.0006357880574258738
Position 4569: 0.0006283477461552786
Position 811: 0.0005842575563002971
Position 2319: 0.0005754031902426039
Position 4850: 0.0005584909728416144
Position 4296: 0.0005329133662134316
Position 4353: 0.000532840609451368
Position 4212: 0.0005305402603583218
Position 1938: 0.0005246584127175312
Position 2195: 0.00048521837421013157
Position 1753: 0.00047971064318709283
Position 708: 0.00041110575179829646
Position 1111: 0.00038886782663302786
Position 3582: 0.00038803529933821167
Position 2114: 0.00037890713574394836
Position 3935: 0.00037449914474438546
Position 3881: 0.00036928507552666653
Position 3916: 0.0003506551607625818
Position 635: 0.0003328183022085809
Position 3590: 0.00030675909998904947
Position 720: 0.0002992483956048301
Position 2382: 0.00028882612012685936
Position 1870: 0.0002655767387771755
Position 4993: 0.00022783576168019593
Position 3812: 0.00021981623261658388
Position 869: 0.00019634792377207195
Position 702: 0.00019130376510227676
Position 699: 0.00018951180538868368
Position 4417: 0.0001762428692973878
Position 4370: 0.00017225707457509798
Position 5285: 0.00016353670361186933
Position 1699: 0.00012522571274233422
Position 1945: 0.00011575646087966902
Position 306: 0.00010281018141484965
Position 399: 8.544837718056266e-05
Position 266: 5.7678357123098596e-05
Position 180: 2.534650252160365e-05
Position 558: 2.263323595769132e-05
Position 912: 2.0254290991987965e-05
Position 1039: 1.8544677450700437e-05
Position 561: 1.7120741811275152e-05
Position 331: 1.5474461141372458e-05
Position 883: 1.3104005873593955e-05
Position 252: 1.1025237612067804e-05
Position 1325: 9.45949092854703e-06
Position 1019: 6.993483180627873e-06
Position 389: 6.652394801887339e-06
Position 2199: 5.286410252706841e-06
Position 476: 5.155499824979778e-06
Position 373: 4.894260542262003e-06
Position 501: 4.485439058675644e-06
Position 1201: 4.051969184707047e-06
Position 1921: 3.7382933906255455e-06
Position 728: 3.0113761385913464e-06
Position 367: 2.769576994920636e-06
Position 126: 2.6781925853396167e-06
Position 420: 1.9834672500925766e-06
Position 971: 1.8294490461253525e-06
Position 349: 1.6651961988098435e-06
Position 352: 1.4782637912831624e-06
Position 498: 1.4318484476714115e-06
Position 1255: 1.3336075832058933e-06
Position 268: 1.2400184902730912e-06
Position 418: 7.077796648406149e-07
Position 425: 6.084541508627408e-07
Position 105: 5.493766320414583e-07
Position 1476: 3.725432928232865e-07
Position 1157: 3.690007816435712e-07
Position 1144: 3.5012589066271444e-07
Position 1238: 3.3748777658692307e-07
Position 427: 2.020928817252962e-07
Position 361: 1.4676328674500222e-07
Position 1298: 8.769407213106023e-08
Position 136: 7.545030096329584e-08
Position 191: 1.5802014981571088e-11
