Gene = Ivl
index = 597
Annotated 5SS: [44]
Annotated 3SS: [955]
SMsplice 5SS: [186]
SMsplice 3SS: [955]
top_k =  500
Partition function (log Z): -8.856391584715361

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.6322133808009444
Position 44: 0.2228064240555367
Position 35: 0.10942158094896265
Position 1240: 0.03746155869198068
Position 402: 0.028829411721343692
Position 890: 0.00974159169727182
Position 384: 0.009647563238570928
Position 2135: 0.008204873850499398
Position 1111: 0.007313422930281635
Position 190: 0.005818168820500835
Position 852: 0.0047098915746159155
Position 683: 0.003361568441981543
Position 881: 0.0029153159427596155
Position 1196: 0.002872109797037433
Position 1451: 0.001561830239817173
Position 588: 0.0010965890282316137
Position 1042: 0.0009319020334025524
Position 524: 0.0006766301243486459
Position 451: 0.0005709960606941244
Position 610: 0.00035456257666296916
Position 296: 0.0003086541015582122
Position 389: 0.0002809483171487997
Position 267: 0.00025025242300379477
Position 258: 0.00018607241374687432
Position 849: 0.000167507821357336
Position 50: 9.075649197958187e-05
Position 809: 8.335996382895037e-05
Position 211: 3.844871004008856e-06
Position 78: 2.5804041210781624e-06
Position 721: 2.505774695129099e-06
Position 581: 1.7961531051579673e-06
Position 738: 1.6397750580223152e-06
Position 238: 1.5052920483330906e-06
Position 829: 1.328548635184247e-06
Position 62: 7.659792939014224e-07
Position 501: 3.306840549656066e-07
Position 39: 2.3949444749768085e-07
Position 130: 2.2343000637007124e-07
Position 192: 1.8141413983392513e-07
Position 755: 1.5067649781614589e-07
Position 69: 1.3384912228398298e-07
Position 48: 1.1476100044344509e-07
Position 111: 5.506839750471307e-08
Position 113: 4.989327443201615e-08
Position 124: 1.956185853009127e-08
Position 345: 3.7180229148829814e-14
Position 307: 2.116470826151744e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 955: 0.6274324265065849
Position 2636: 0.11852576078038377
Position 819: 0.10007285430903917
Position 926: 0.04879676823352193
Position 1054: 0.04141117914661987
Position 967: 0.020860029943311372
Position 1989: 0.015132595792838995
Position 653: 0.011026174876266462
Position 345: 0.00869707928579327
Position 1015: 0.006657290669607416
Position 1026: 0.006630143282886404
Position 296: 0.0059110276753978445
Position 1341: 0.005611661107813731
Position 609: 0.004324272324357178
Position 1110: 0.00423268488923783
Position 2790: 0.004211065037560362
Position 555: 0.004084784355366817
Position 2572: 0.004003673557108078
Position 711: 0.003855155955598885
Position 307: 0.003688439496194996
Position 1344: 0.003151813008763578
Position 638: 0.0027187027947111002
Position 1992: 0.002649155822049542
