Gene = Paics
index = 790
Annotated 5SS: [  529  5437  8187  9983 10200 11204 13316 15099]
Annotated 3SS: [ 5238  8007  9802 10085 11119 13134 14939 15340]
SMsplice 5SS: [  362   529  3251  5540  8187  9983 10200 11204 13316 15099]
SMsplice 3SS: [  461  3133  5463  8007  9881 10085 11119 13134 14979 15340]
top_k =  500
Partition function (log Z): 3.853513926771297

Sorted 5' Splice Sites (High to Low Probability):
Position 10200: 0.9747492462042491
Position 11204: 0.9638894894303726
Position 9983: 0.8330280097503429
Position 13316: 0.8311395530158007
Position 8187: 0.6820002950281161
Position 3251: 0.5746882590624051
Position 15099: 0.46548515882609587
Position 362: 0.43971808412262603
Position 5900: 0.4292160150415119
Position 5540: 0.4227872687165882
Position 5437: 0.40850121678048457
Position 529: 0.4016428551233516
Position 379: 0.3735353632569326
Position 711: 0.3711628400815322
Position 3255: 0.2677974965384207
Position 15146: 0.21178910794892836
Position 6551: 0.13280375320719115
Position 15487: 0.13224645818983577
Position 13588: 0.12364560803074406
Position 12022: 0.11373125362983588
Position 9963: 0.07805710685578413
Position 371: 0.0680626204963011
Position 9998: 0.04768713349813359
Position 12930: 0.042311735561977606
Position 8290: 0.037257070467032076
Position 4598: 0.03251659827133731
Position 3297: 0.02786842731558665
Position 525: 0.027109284076433742
Position 4218: 0.020517056928491224
Position 95: 0.019425432075161016
Position 12030: 0.0193529599747488
Position 12975: 0.019126245296979073
Position 10240: 0.01813737569210558
Position 36: 0.016128938918521126
Position 19: 0.015055173577422646
Position 99: 0.014977643326755047
Position 11681: 0.013545710941907959
Position 3702: 0.01287774127532897
Position 12414: 0.012663928329190563
Position 12915: 0.012514160806953365
Position 12313: 0.011388068499685112
Position 125: 0.011088364164507388
Position 8136: 0.01059680855239991
Position 808: 0.010551338104135607
Position 12403: 0.008149424273631752
Position 3503: 0.007496889253115284
Position 10552: 0.007088971660310646
Position 12544: 0.006888067565217732
Position 11277: 0.006579846426635415
Position 11165: 0.005404538672688722
Position 615: 0.005070900421535526
Position 12643: 0.004668795119621422
Position 3243: 0.00444022900760536
Position 9971: 0.004277029924186788
Position 6931: 0.00422853254811496
Position 11008: 0.004152616773083667
Position 12621: 0.004038489855388667
Position 10207: 0.0035555327471192603
Position 12261: 0.0033975586124095217
Position 10902: 0.0033453002391275227
Position 4090: 0.003225536980396908
Position 5925: 0.0027923533229155793
Position 693: 0.002698974575772836
Position 12002: 0.0026029827573311242
Position 1596: 0.002550918965328683
Position 13360: 0.002290554119095236
Position 900: 0.0022760086754731036
Position 10736: 0.0019001435899798492
Position 5269: 0.0015293809732387432
Position 7043: 0.001509736190838577
Position 6828: 0.0013756103645035846
Position 150: 0.001281681412123438
Position 4752: 0.0012131095927018674
Position 196: 0.0011753148326219065
Position 10783: 0.0010866092387966562
Position 61: 0.001033560918690664
Position 10009: 0.0009519214082793029
Position 10569: 0.0008598681378038719
Position 1192: 0.0008110445980477471
Position 533: 0.0007970623981527225
Position 6460: 0.0007776948619257581
Position 602: 0.0004888373256934838
Position 185: 0.0004458097166080002
Position 10914: 0.0004100467821273588
Position 1632: 0.000357676036175089
Position 399: 0.00033748960910373317
Position 10795: 0.00033389965408835257
Position 10405: 0.000330125317390664
Position 11565: 0.00032858945730663663
Position 11379: 0.00032194927711879436
Position 11441: 0.00031741858863408855
Position 11390: 0.000284349513499123
Position 13927: 0.00027703767222107486
