Gene = E130311K13Rik
index = 354
Annotated 5SS: [ 216 2209 4139 9272]
Annotated 3SS: [ 2148  3990  9110 13733]
SMsplice 5SS: [ 533 2209 4139 9272]
SMsplice 3SS: [ 2148  3990  9110 13733]
top_k =  500
Partition function (log Z): -8.172119771858942

Sorted 5' Splice Sites (High to Low Probability):
Position 4139: 0.975577684674756
Position 2209: 0.9042552874052814
Position 533: 0.6007473276841354
Position 216: 0.32873042931105845
Position 2223: 0.0767056389967343
Position 3418: 0.05713142210667664
Position 1119: 0.052134851000414734
Position 10617: 0.04030482550584749
Position 2544: 0.033119673835144435
Position 5271: 0.023087300636072942
Position 3503: 0.021805141675818242
Position 1550: 0.020614799753500807
Position 13385: 0.01588293350145313
Position 6704: 0.014224383304706772
Position 1074: 0.011436150275222655
Position 234: 0.011159140278064637
Position 9168: 0.009107012339898513
Position 4954: 0.008539543921397288
Position 3510: 0.008427594537830393
Position 168: 0.008073711052408752
Position 165: 0.0074841157801650675
Position 3556: 0.006796611924322423
Position 4143: 0.005882347997903875
Position 562: 0.0055551758875911255
Position 893: 0.004991885417399708
Position 3486: 0.004275202315373243
Position 1966: 0.004251616357270442
Position 1526: 0.004134962228561684
Position 3465: 0.004095843891701625
Position 366: 0.0033265886949166304
Position 3460: 0.0031970153686919126
Position 3547: 0.002829767211932453
Position 1171: 0.0027785087242688596
Position 1496: 0.0026705714903559295
Position 1536: 0.002577719045247954
Position 521: 0.002553275716687932
Position 1047: 0.0020022420436500692
Position 177: 0.0019166347504138478
Position 3438: 0.0018468979264348552
Position 1836: 0.0018139671307281103
Position 979: 0.001764390511160305
Position 3241: 0.0015490923658254884
Position 3196: 0.001347100574615517
Position 3255: 0.0012586330867949652
Position 2050: 0.0011480911873950278
Position 867: 0.0010545107466375095
Position 3132: 0.0009060403404756896
Position 861: 0.0008500881752937882
Position 8496: 0.0008413910100194898
Position 210: 0.0008056054267053062
Position 363: 0.000747004433678819
Position 8071: 0.0007410860043592577
Position 3524: 0.0007398097091888234
Position 864: 0.0006129429548680255
Position 870: 0.0005654570187927397
Position 128: 0.0005279897746400285
Position 8435: 0.0004975499356312388
Position 1396: 0.0004960119831211318
Position 434: 0.0004913728309392135
Position 3431: 0.000442598475365465
Position 1041: 0.0004356543127629976
Position 4948: 0.0004021806219586009
Position 8251: 0.0003794567272630951
Position 179: 0.0003675624699863332
Position 1031: 0.0003405616310111283
Position 3164: 0.0003231722143552659
Position 2213: 0.00031392919478259154
Position 890: 0.00030755125384408354
Position 2786: 0.00030009600974236996
