Gene = Mfsd13b
index = 676
Annotated 5SS: [  222  3885  6627  9402 13026 16476 17709]
Annotated 3SS: [ 3752  6450  8678 12870 16391 17585 32010]
SMsplice 5SS: [  185  9402 16476 17709]
SMsplice 3SS: [ 9278 16391 17585 31825]
top_k =  500
Partition function (log Z): -18.319692038561787

Sorted 5' Splice Sites (High to Low Probability):
Position 9402: 0.9003908712305086
Position 6627: 0.8432767787393126
Position 16476: 0.8410359172117353
Position 17709: 0.6060059739346912
Position 12807: 0.511225552372454
Position 4037: 0.45924641971359176
Position 2657: 0.284723422938031
Position 185: 0.2793969051205445
Position 161: 0.25408968444834845
Position 1316: 0.2221474953944259
Position 13026: 0.187904744284437
Position 1120: 0.17054800572731355
Position 15771: 0.15334475938855213
Position 222: 0.12586468114004623
Position 5854: 0.0764032696641625
Position 940: 0.07406539575196186
Position 4010: 0.048422515577189455
Position 4020: 0.04441487763355805
Position 71: 0.041755250057592785
Position 3885: 0.038880734787126586
Position 711: 0.03751858623296698
Position 51: 0.03738982047038929
Position 10756: 0.020266474718276882
Position 549: 0.018652446499105465
Position 17382: 0.017215514749521873
Position 100: 0.013099095277712266
Position 11687: 0.012987189060607087
Position 12655: 0.01293173605669196
Position 122: 0.00955437384462943
Position 390: 0.009217882897386637
Position 473: 0.008339092799323596
Position 2274: 0.007278405530297794
Position 2995: 0.005841485196771892
Position 197: 0.004916106543109592
Position 2302: 0.004403915383156671
Position 2919: 0.003731626165941429
Position 2985: 0.003578506182865048
Position 3470: 0.0031871024445989018
Position 1124: 0.003079185181250306
Position 20: 0.0028100701891853788
Position 1115: 0.0024688471306955387
Position 3536: 0.0023871809204442547
Position 1095: 0.0018929268729612964
Position 513: 0.0016228370300094463
Position 3221: 0.0014757197916233217
Position 1332: 0.001005418837409879
Position 2661: 0.0007539303191807838
Position 358: 0.000650556521096691
Position 189: 0.00031354758721958867
Position 11: 0.000260059541344731
Position 2176: 0.00020606552182911352
Position 453: 0.0001912428548828649
Position 35: 0.00017964578782243823
Position 2393: 0.00017640161993658405
Position 491: 0.00017216837885137884
Position 1765: 0.00016808076767753003
Position 730: 0.00016641776275730846
Position 699: 0.00015363448687864413
Position 1024: 0.00011415821877311952
Position 367: 0.00010113665765095017
Position 318: 9.457743062339938e-05
Position 831: 5.041752829875173e-05
Position 805: 4.760904402707665e-05
Position 436: 3.667921853224039e-05
Position 461: 3.5006845945758826e-05
Position 635: 2.636233050041933e-05
Position 25: 2.5355883296474304e-05
Position 45: 2.2055880225907934e-05
Position 675: 3.5057960332386162e-06
Position 610: 1.5097089637181295e-06
Position 291: 1.4276043189384023e-06
Position 6: 1.3092034994180783e-06
