Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  500
Partition function (log Z): -6.55289828086499

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9801665045476665
Position 6223: 0.5901484059059671
Position 87: 0.4595003817701307
Position 11168: 0.43304292478704576
Position 10020: 0.42903479735088634
Position 925: 0.2230040132420328
Position 623: 0.21869032345733938
Position 483: 0.15481684347613725
Position 268: 0.11955578588459043
Position 2769: 0.10529373913462439
Position 225: 0.07897771968393222
Position 9986: 0.06345283784343932
Position 5966: 0.041022606781290834
Position 10999: 0.03344941096742808
Position 11123: 0.023026780714098256
Position 125: 0.020980594917422355
Position 718: 0.020012932114552285
Position 7210: 0.016791092852963006
Position 10458: 0.014882072551086018
Position 11114: 0.01176077688667938
Position 9475: 0.011413184134794195
Position 2239: 0.010930962889902446
Position 10933: 0.009203315057839752
Position 29: 0.007691757887556395
Position 195: 0.007560155254932799
Position 202: 0.006828917902220831
Position 11740: 0.006053005075218472
Position 10015: 0.004165144998406376
Position 2554: 0.0033633900240197068
Position 74: 0.003305600457615231
Position 11479: 0.002620985699525437
Position 8730: 0.0020625239583389366
Position 10387: 0.0019061594513342054
Position 179: 0.0018686082206821348
Position 11009: 0.001652251714873018
Position 10981: 0.0016076085434321675
Position 245: 0.0014205861079403792
Position 11128: 0.0012914137764550378
Position 144: 0.0008341764349307575
Position 11118: 0.0007394286179145154
Position 11024: 0.0006921694222418084
Position 394: 0.0005024187802175961
Position 23: 0.00043457005055718323
Position 9447: 0.00040869953362617363
Position 166: 0.0003548490928704155
Position 9377: 0.0003268144872397085
Position 9372: 0.0003168317138628267
Position 687: 0.00028374023625035217
Position 11422: 0.0002037838967484688
Position 8952: 0.00017511281257190874
Position 11695: 0.00017480756214080913
Position 256: 0.00017346691077302196
Position 500: 0.0001442236784735944
Position 728: 0.0001370018313370067
Position 102: 0.00012932654228214424
Position 9421: 0.00010136891543042361
Position 431: 8.927801612522019e-05
