Gene = Uros
index = 1170
Annotated 5SS: [  273  6952  7443  8468 10138 11613 18196 18774 19700]
Annotated 3SS: [ 6811  7358  8370 10062 11537 18114 18687 19600 22164]
SMsplice 5SS: [  273  3745  6952  7443  8468 10138 11613 18196 19700]
SMsplice 3SS: [ 3690  6858  7358  8370 10062 11537 18114 19600 22164]
top_k =  500
Partition function (log Z): -1.4158167846881273

Sorted 5' Splice Sites (High to Low Probability):
Position 6952: 0.9846304038668491
Position 18196: 0.9177233485505929
Position 19700: 0.911173669493642
Position 10138: 0.8837620117615831
Position 8468: 0.8340233350826054
Position 7443: 0.6684680742023292
Position 11613: 0.667166975097284
Position 273: 0.6435964853136672
Position 3745: 0.5951884217485598
Position 18774: 0.477264341734852
Position 20188: 0.24013208413382128
Position 358: 0.16537028884161745
Position 2524: 0.1501742747944885
Position 9063: 0.13869139515532936
Position 20393: 0.13806088064484023
Position 975: 0.13766574478481786
Position 16667: 0.12486938278353621
Position 299: 0.11961448026212443
Position 20218: 0.11232758820412657
Position 7669: 0.08680298795898665
Position 18419: 0.07176500140928137
Position 9357: 0.06928589507517287
Position 7791: 0.06722189361430823
Position 3884: 0.06420421961868107
Position 15987: 0.056532194641153506
Position 10811: 0.055665412665406325
Position 9179: 0.05445120472263594
Position 11302: 0.05364567726094012
Position 4611: 0.05081297599607195
Position 13762: 0.04033196298712849
Position 9244: 0.040193555071670176
Position 6349: 0.03712082105177375
Position 14049: 0.035977495369516256
Position 11264: 0.025382642235170703
Position 8648: 0.02506299085463378
Position 19777: 0.025048669146847134
Position 244: 0.024551161271581055
Position 1419: 0.022312726047797018
Position 12338: 0.021161183319018326
Position 12310: 0.020145655786706535
Position 19466: 0.020060456096767064
Position 8248: 0.019705239859480837
Position 3772: 0.01882092112549444
Position 20772: 0.017581218392318822
Position 3830: 0.014854765834819934
Position 13741: 0.012870857853180703
Position 16751: 0.012813291413025913
Position 10746: 0.011134787913284615
Position 755: 0.01112726601010867
Position 20698: 0.009299503921836537
Position 11196: 0.00764880328761434
Position 333: 0.007074290859884922
Position 7735: 0.005514130956572583
Position 240: 0.004727501228201615
Position 266: 0.00453336385981015
Position 8268: 0.004256391756408362
Position 2777: 0.0033713420012560385
Position 781: 0.00335891295708159
Position 794: 0.0032659814416381066
Position 8335: 0.0022889361856991315
Position 7850: 0.0017798168851893754
Position 20471: 0.0014479976170570597
Position 19808: 0.0013270132766171204
Position 1391: 0.0009748943736971171
Position 935: 0.0009288650009478696
Position 10318: 0.0008808929499936694
Position 630: 0.0008254556018168233
Position 1650: 0.0007530497539028546
Position 10223: 0.0007166609578860417
Position 2532: 0.0006232091374849121
Position 12: 0.000525065399264742
Position 11691: 0.00029580521178753196
Position 48: 0.0002886984067940861
Position 11981: 0.00021137026722454756
Position 53: 0.00021047684776548555
Position 1082: 0.00010984358054094587
Position 582: 0.00010444791522881287
Position 958: 9.126896337950851e-05
Position 765: 8.591953196786826e-05
Position 1732: 6.053006840819505e-05
Position 1142: 5.4295674765154146e-05
Position 1557: 5.3764698203047775e-05
Position 9058: 5.3204223217057543e-05
Position 1661: 5.063036051986123e-05
Position 222: 4.7387100510782e-05
Position 450: 3.22291511607162e-05
Position 647: 2.876186288980809e-05
Position 316: 2.7908635544750766e-05
Position 860: 1.4313445024525152e-05
Position 693: 1.401589784658895e-05
Position 362: 1.3173723070485308e-05
Position 248: 1.2835830601340443e-05
Position 831: 1.0570396588037125e-05
Position 482: 6.567908485238223e-06
Position 477: 5.835583861619141e-06
Position 547: 5.73155933558479e-06
Position 554: 4.828821028115166e-06
Position 657: 3.1318974104604604e-06
Position 164: 4.831002257476634e-07
Position 174: 3.9118918012923514e-07
Position 706: 2.970450180597967e-07
Position 806: 2.841096244319271e-07
Position 327: 1.4060333041594446e-07
Position 336: 1.3404807317786002e-07
Position 364: 1.2245837543508195e-07
Position 168: 7.353699460094821e-08
Position 591: 1.5735451219923264e-08
Position 171: 7.330765594487657e-10
Position 166: 3.801482970874105e-10
Position 187: 3.7989026301383384e-10
Position 193: 2.5991220452596645e-10
Position 397: 6.133367398260134e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 18114: 0.9698899304159668
Position 19600: 0.9538831917744514
Position 8370: 0.7908096546072181
Position 10062: 0.7533349227498416
Position 6858: 0.7070506750119603
Position 11537: 0.6634628299806207
Position 7358: 0.6206987667340579
Position 3690: 0.5894130664687821
Position 22164: 0.5747734068754501
Position 18687: 0.3057086208951927
Position 6861: 0.2078843086141656
Position 20300: 0.20743883264028612
Position 20071: 0.1732523888286592
Position 18542: 0.13000991166711307
Position 8948: 0.12711193589647268
Position 10036: 0.12407463389164508
Position 20092: 0.1105267900400177
Position 2353: 0.08747527361412658
Position 10940: 0.08259140927292624
Position 20014: 0.08233741126512223
Position 9142: 0.07569462473178795
Position 9169: 0.07273927976683311
Position 16529: 0.0713905297175535
Position 21347: 0.07079135564608495
Position 16624: 0.06629214447900861
Position 3621: 0.0654016104638783
Position 712: 0.06430107956260796
Position 15871: 0.05653219464115353
Position 7526: 0.05477225588990443
Position 2333: 0.05230304391308547
Position 6678: 0.052130307746703415
Position 20148: 0.049074410490544895
Position 21560: 0.04764067340319874
Position 20244: 0.04184357997947842
Position 12214: 0.04144043963927389
Position 18719: 0.0382346995355439
Position 10674: 0.03822177174092039
Position 7614: 0.03709736951369449
Position 8386: 0.036722820580872284
Position 4541: 0.032087125309809415
Position 6140: 0.031108460055973054
Position 7705: 0.02980601915987709
Position 20537: 0.02966302887822164
Position 13552: 0.028872313685894217
Position 10629: 0.0288205640459913
Position 926: 0.027296041314459854
Position 19392: 0.02610576973298151
Position 13674: 0.024330507154414968
Position 20108: 0.02083732459086015
Position 18271: 0.020295126911976425
Position 7595: 0.02010841127070532
Position 3793: 0.019497899050789497
Position 22356: 0.018772496501746477
Position 14007: 0.01789081290848651
Position 956: 0.017033527143572813
Position 4509: 0.016943848830747725
Position 8152: 0.01639812405376789
Position 8913: 0.016165298635986286
Position 6811: 0.014718395812385335
Position 7163: 0.013744652821248876
Position 7328: 0.013383233093815866
Position 8417: 0.012908805378665126
Position 20647: 0.012842106887147951
Position 8323: 0.012380530401590342
Position 20287: 0.011774245174926576
Position 22794: 0.011717763777616817
Position 7429: 0.010238941707722056
Position 7668: 0.010163498233617646
Position 1274: 0.01010373610443697
Position 581: 0.010075760089574393
Position 3476: 0.009983131024571358
Position 13887: 0.009793897045950576
Position 21789: 0.008938922170151156
Position 13953: 0.008345109075157566
Position 21034: 0.007104331660430097
Position 2455: 0.006725860556503141
Position 8059: 0.0058433715681493826
Position 3575: 0.005522738264194637
Position 7241: 0.005463273207540327
Position 793: 0.0051394247561099135
Position 6184: 0.005026981246576501
Position 9776: 0.004872549455735602
Position 11561: 0.0038656051868407467
Position 7336: 0.0038471946833660243
