Gene = Triap1
index = 1140
Annotated 5SS: [193]
Annotated 3SS: [1449]
SMsplice 5SS: [193]
SMsplice 3SS: [1449]
top_k =  500
Partition function (log Z): -7.009560338080007

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.8620747621000046
Position 1564: 0.45828888622335234
Position 1792: 0.12170116607973647
Position 87: 0.06623238135917406
Position 291: 0.05851830237063017
Position 862: 0.030616552177533767
Position 1559: 0.028658201466641147
Position 1336: 0.012923370968338262
Position 943: 0.009772828371257387
Position 183: 0.009592796441372228
Position 1800: 0.008076805520366374
Position 1036: 0.007990608193790402
Position 1787: 0.005461102713938669
Position 1752: 0.004616482976735844
Position 1133: 0.0034383965692228115
Position 111: 0.0029918436983835364
Position 648: 0.0028784169603527886
Position 1630: 0.002769220604678694
Position 496: 0.0021354427703166867
Position 805: 0.0019963540191211613
Position 2196: 0.0011346337301691286
Position 259: 0.0010614265765868088
Position 2160: 0.0007783929220526438
Position 1733: 0.0007696984457769804
Position 1773: 0.0005637118994382704
Position 1841: 0.0005385509785999506
Position 414: 0.0005036143826759878
Position 310: 0.0004721052560109074
Position 1584: 0.0004596306619742185
Position 1242: 0.00025786181181538495
Position 1874: 0.00021446496067957185
Position 2039: 0.00021436546529825001
Position 1046: 0.00021333720201858022
Position 197: 0.00011761205743313251
Position 1739: 0.00010187986076870129
Position 642: 8.306462875306397e-05
Position 123: 8.095042086030708e-05
Position 1356: 7.108118652482826e-05
Position 1015: 6.001553648363615e-05
Position 96: 5.4732814899837636e-05
Position 661: 3.186072801081959e-05
Position 381: 2.9906368205292077e-05
Position 55: 2.9640223901850806e-05
Position 368: 2.7810615818369873e-05
Position 318: 2.5993024840012734e-05
Position 936: 1.9782061656292086e-05
Position 878: 1.8523750352679075e-05
Position 580: 1.8314333828649763e-05
Position 153: 1.6205266818855586e-05
Position 535: 1.5595164394159027e-05
Position 933: 1.158215306849409e-05
Position 1167: 1.1350867410155953e-05
Position 187: 1.0207534810583878e-05
Position 1163: 4.891513083223082e-07
Position 599: 4.4779771787825755e-07
Position 16: 1.775144005084237e-07
Position 22: 1.3424856429557342e-07
Position 1597: 3.765318435329811e-08
Position 362: 2.3105674280084193e-08
Position 325: 2.2421335060882472e-08
Position 328: 1.6825783171814924e-09
Position 400: 1.116055615296129e-10
Position 432: 9.424393444163421e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1449: 0.7862555665902179
Position 1650: 0.4000694210802754
Position 1897: 0.26149321015418237
Position 2115: 0.06350898166184654
Position 827: 0.03990222863232445
Position 1669: 0.03419383600341586
Position 1002: 0.011907038876881722
Position 1223: 0.010817102894521237
Position 1453: 0.010542366058311362
Position 1194: 0.009302120403927947
Position 939: 0.008879007658097347
Position 1715: 0.007555217267818806
Position 218: 0.0053041419368619344
Position 438: 0.00509710092293549
Position 1698: 0.004819638133521375
Position 183: 0.004252655777519617
Position 2285: 0.004131837939111563
Position 2159: 0.004020906287457729
Position 1763: 0.002577632578346229
Position 255: 0.002509360755499964
Position 1960: 0.0022950388575320776
Position 739: 0.002082979223351459
Position 854: 0.0020721504145594016
Position 2057: 0.001982598919886741
Position 494: 0.0016632180877157157
Position 1483: 0.0016187490256411826
Position 2045: 0.0016021280882370823
Position 2066: 0.0014915416834404395
Position 1588: 0.0013335844950272669
Position 180: 0.001295732798261978
Position 308: 0.0009933699909344792
Position 1112: 0.0009212731307547476
Position 1804: 0.0008927747183416648
Position 192: 0.0008791556806955447
Position 482: 0.0008715871128561956
Position 2038: 0.0007988744659878925
Position 1629: 0.0007782531144314086
Position 542: 0.0005311831127446685
Position 221: 0.0005277857701284311
Position 1297: 0.00044008892325215267
Position 1149: 0.00042178756623139106
Position 413: 0.0004088862245393714
Position 1552: 0.00036670086107024936
Position 770: 0.00034420933955527094
Position 846: 0.0003278345474632445
Position 1428: 0.00032739089812844753
Position 1256: 0.00029361753249442315
Position 875: 0.0002826590696802284
Position 1347: 0.0002798089595938568
Position 1005: 0.00025752881004504437
Position 959: 0.00022250777166291842
Position 1470: 0.00022014809316330436
Position 578: 0.00020612639867848562
Position 2012: 0.00019605699512433464
Position 1620: 0.00018713941251518552
Position 1593: 0.00018085172808961916
Position 742: 0.00016919398395325887
Position 1132: 0.00016169882275445104
Position 458: 0.00015795371196693385
Position 1811: 0.00013561688598943478
Position 1723: 0.0001338873468626932
Position 1163: 0.00012307340168621084
Position 943: 0.00011989256520811074
Position 452: 0.00011038584958850901
Position 1515: 0.00010683709096221237
Position 506: 0.00010306479294151181
Position 752: 8.570935599830628e-05
Position 777: 8.21150590238458e-05
Position 668: 7.744911996649424e-05
Position 1045: 7.382622506353154e-05
Position 642: 6.408331859596245e-05
Position 1461: 5.844020732125022e-05
Position 647: 4.7418762341437955e-05
Position 830: 3.9902118819280734e-05
Position 371: 2.3401284317884203e-05
Position 861: 2.0799683695068308e-05
Position 603: 1.9368987540302088e-05
Position 368: 1.4649341896644734e-05
Position 1411: 1.3316418950738543e-05
Position 1361: 1.0244024252780906e-05
Position 197: 9.848603897942411e-06
Position 1356: 9.405635791026762e-06
Position 1052: 8.882394123799127e-06
Position 448: 7.638322289677773e-06
Position 1510: 7.138220667444803e-06
Position 525: 7.020390348563366e-06
Position 746: 6.9515589728304424e-06
Position 779: 6.828254673292312e-06
Position 2008: 7.791281198142437e-07
Position 585: 4.062631358116936e-07
Position 310: 2.6922916213556716e-07
Position 511: 2.008444751846235e-07
Position 123: 1.76187852381572e-07
Position 1015: 1.680504161469712e-07
Position 655: 1.5376128583533825e-07
Position 496: 1.4985769076793027e-07
Position 515: 6.209059176770423e-08
Position 500: 2.7926127912837083e-08
Position 471: 1.898424356108066e-08
Position 133: 1.017356179037421e-08
Position 318: 4.965011686439372e-10
Position 120: 5.0440473004940256e-11
Position 81: 2.6841990431003876e-11
