Gene = Sprr2f
index = 1020
Annotated 5SS: [42]
Annotated 3SS: [688]
SMsplice 5SS: [42]
SMsplice 3SS: [688]
top_k =  500
Partition function (log Z): -5.414507469698977

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.6032670520569458
Position 97: 0.33999092099450473
Position 443: 0.25163955580699104
Position 799: 0.22412194719582482
Position 294: 0.12421846708436032
Position 589: 0.09177169771158306
Position 366: 0.019844731276154794
Position 774: 0.017156206294079514
Position 210: 0.01663448417546474
Position 757: 0.012465084163260457
Position 85: 0.004148778793548131
Position 93: 0.002204339330659016
Position 761: 0.0019293867523009671
Position 759: 0.0013944277465127019
Position 570: 0.0013682842954899528
Position 936: 0.0011395259549993439
Position 9: 0.0010876241800570538
Position 801: 0.0006492433461240851
Position 828: 0.0004441872947032583
Position 539: 0.0003004130554847157
Position 402: 0.00027253250775793934
Position 1097: 0.00027070715612890453
Position 101: 0.00023209164885880295
Position 263: 0.00022262638352046088
Position 788: 0.00020767606623217373
Position 332: 0.000144936972142819
Position 941: 0.00014294674539809828
Position 110: 0.00013064332454719704
Position 214: 0.00012170636424893856
Position 394: 0.00012100117072469788
Position 176: 0.0001138411806148283
Position 918: 0.0001102281759335074
Position 17: 8.973584768211617e-05
Position 115: 8.390109848856993e-05
Position 136: 7.398427306325884e-05
Position 75: 6.560945979119381e-05
Position 644: 6.335337009430067e-05
Position 594: 5.642866487425639e-05
Position 453: 3.108236826940851e-05
Position 183: 1.3750946182241722e-05
Position 103: 1.2560474785537435e-05
Position 46: 1.200222946311873e-05
Position 297: 6.302879650317811e-06
Position 190: 5.770436982830672e-06
Position 434: 4.634662836882264e-06
Position 488: 4.232811486155152e-06
Position 48: 3.2557308272991883e-06
Position 64: 2.905615336598511e-06
Position 217: 2.379620173384474e-06
Position 138: 1.6184569447262917e-06
Position 66: 1.4598258551074254e-06
Position 711: 1.0663279118767003e-08
Position 842: 4.5692047957262524e-09
Position 815: 3.2062758451768978e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 688: 0.8999767972801023
Position 213: 0.2800140835510437
Position 873: 0.15848796591956946
Position 876: 0.11844752816952887
Position 343: 0.10595251057145662
Position 410: 0.07088866439210958
Position 276: 0.021039059585682463
Position 915: 0.011850549407689254
Position 293: 0.00962492941302246
Position 1001: 0.009542595592216766
Position 1025: 0.008249719536415503
Position 507: 0.005968890901169183
Position 912: 0.005176932348769926
Position 355: 0.0020231898942454146
Position 381: 0.001526525710436528
Position 1244: 0.0013588227915575194
Position 147: 0.00117907043604007
Position 418: 0.0009884382299662185
Position 1208: 0.0009252345176264223
Position 828: 0.0009014108392706322
Position 442: 0.0008574639011352403
Position 290: 0.000651893838946251
Position 1080: 0.00040526248763633754
Position 150: 0.00032228458349298445
Position 1172: 0.00022206509857498788
Position 84: 0.00021655251213203183
Position 721: 0.00019773239769702028
Position 534: 0.0001968010402731935
Position 558: 0.00019555218438689856
Position 726: 0.00017981378191576865
Position 774: 0.00016483239227067903
Position 176: 0.00013475381486753197
Position 918: 0.0001306173306945911
Position 115: 6.0308843742977164e-05
Position 1041: 5.758939754479898e-05
Position 512: 4.9642323787696236e-05
Position 539: 3.9712922431640906e-05
Position 1137: 3.4690614193297385e-05
Position 225: 2.9696118449701312e-05
Position 520: 2.7163246869720166e-05
Position 604: 2.715936322298589e-05
Position 547: 1.8453798007905678e-05
Position 563: 1.7807077189591952e-05
Position 297: 8.618633082469021e-06
Position 703: 8.161058257647797e-06
Position 696: 6.676934515368338e-06
Position 366: 5.208551147738122e-06
Position 729: 4.940758118308256e-06
Position 300: 3.734240472087133e-06
Position 154: 1.8528681813296563e-06
Position 747: 1.1490775980790116e-06
Position 227: 9.508554306782845e-07
Position 190: 1.607065449747796e-07
Position 93: 5.380060340654398e-08
Position 110: 5.692495629460014e-09
Position 97: 5.862466212602211e-10
Position 426: 4.771013750192145e-10
Position 101: 1.9526271444941336e-11
