Gene = C130079G13Rik
index = 194
Annotated 5SS: [ 293 1746 3843 6513 7535]
Annotated 3SS: [ 1537  3619  6442  7362 10912]
SMsplice 5SS: [ 293 3843]
SMsplice 3SS: [3619 7718]
top_k =  500
Partition function (log Z): -5.691831544389136

Sorted 5' Splice Sites (High to Low Probability):
Position 293: 0.9953466471708379
Position 3843: 0.9749702344942931
Position 7535: 0.5236763583002927
Position 6513: 0.35036128330983835
Position 7290: 0.24198902072024203
Position 2424: 0.15751036755676145
Position 7242: 0.1373442800540146
Position 2981: 0.11898027672049619
Position 1746: 0.07841589986022794
Position 3120: 0.07806554744731922
Position 1999: 0.07332876142242474
Position 3314: 0.06301000443021527
Position 3220: 0.052455348499552246
Position 1372: 0.041757802874352754
Position 6613: 0.03674745653454884
Position 6836: 0.02491063100564813
Position 3031: 0.017999877296138743
Position 6321: 0.016111063451547083
Position 6317: 0.016001087023004117
Position 6325: 0.01310604656673045
Position 3060: 0.010315835367264832
Position 3505: 0.009931499813420976
Position 2638: 0.007024825547145429
Position 75: 0.006569988445463814
Position 10135: 0.006339414383639975
Position 3027: 0.006074967758917429
Position 1727: 0.004931116097669643
Position 4034: 0.004278580219896235
Position 1076: 0.004208679434252331
Position 856: 0.003156057810947322
Position 7542: 0.0029997726375113123
Position 7506: 0.002524179206510594
Position 2838: 0.0021994207745045535
Position 5966: 0.0019228200536118567
Position 7881: 0.0016502558889502084
Position 7224: 0.001625159629070296
Position 636: 0.0013224395597967523
Position 2343: 0.0011288251031525733
Position 9: 0.000992560161400677
Position 1801: 0.0009671339652857852
Position 3040: 0.0009044710471849324
Position 6671: 0.0008393422597787494
Position 629: 0.0007981304734853649
Position 3752: 0.0007711117677705706
Position 2454: 0.0007453083113626465
Position 6648: 0.000729283168297279
Position 2323: 0.0006870987221723838
Position 903: 0.0006553370958853275
Position 5287: 0.0005919157325621648
Position 4130: 0.0005417835925688201
Position 181: 0.00044155507475971323
Position 5044: 0.0003844709465823877
Position 5048: 0.000361497743998449
Position 1680: 0.00031805880969374903
Position 5930: 0.00027440256000696325
Position 4475: 0.00026714824109229455
Position 5040: 0.00026073983663674606
Position 3722: 0.00025333154955437356
Position 5874: 0.00023421316363659742
Position 3816: 0.00022310304130569662
Position 3800: 0.00018584012408917524
Position 4: 0.00017221482453116672
Position 251: 0.00010390489001025212
Position 1206: 7.606831540535463e-05
Position 742: 6.954614208830845e-05
Position 2022: 4.971479663209571e-05
Position 905: 4.490198007151092e-05
Position 599: 4.349238273369234e-05
Position 14: 4.2947173871447365e-05
Position 1471: 4.1119413496017324e-05
Position 316: 3.765204466744585e-05
Position 1452: 3.558321077675749e-05
Position 1415: 2.816401977137412e-05
Position 951: 2.309483194340501e-05
Position 1629: 2.2534556154757665e-05
Position 604: 1.8871760891784607e-05
Position 147: 1.5768477239086715e-05
Position 1648: 1.2978015373137012e-05
Position 2025: 1.1342553253727217e-05
Position 1233: 1.0146543864456614e-05
Position 1060: 9.248542621581797e-06
Position 849: 8.15490818273343e-06
Position 959: 4.094119646619994e-06
Position 79: 2.7188780510058695e-06
Position 1675: 2.5907594870731357e-06
Position 68: 2.0255847902908785e-06
Position 1427: 1.8970784369632308e-06
Position 802: 1.7875510947241478e-06
Position 795: 1.7649560255442545e-06
Position 1033: 1.727333868154771e-06
Position 692: 1.67591354585234e-06
Position 1376: 1.636308307537475e-06
Position 1351: 1.5255077713141414e-06
Position 873: 1.457703439269543e-06
Position 1165: 1.373643114290919e-06
Position 1267: 1.367135153745044e-06
Position 89: 1.2403656817975943e-06
Position 913: 1.193481739910808e-06
Position 778: 1.0636779395846965e-06
Position 5036: 8.240743470724871e-07
Position 107: 6.15206888376456e-07
Position 77: 4.3562624440691275e-07
