Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 24473 25899 28294 32422 35386 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 24336 25748 28148 32359 35229 42553 46942]
top_k =  500
Partition function (log Z): 7.040770679591212

Sorted 5' Splice Sites (High to Low Probability):
Position 15505: 0.9890017860503844
Position 35386: 0.98618641649485
Position 10722: 0.9838202089709185
Position 25899: 0.9663173343091939
Position 24473: 0.9454279808409213
Position 28294: 0.9452934023494728
Position 7090: 0.8950185968568526
Position 32422: 0.8743508254031604
Position 330: 0.8595094106981072
Position 5898: 0.8316164738603069
Position 17920: 0.576330018019577
Position 36358: 0.5172662054028225
Position 4016: 0.4937488648118014
Position 14063: 0.41346966581147954
Position 12127: 0.399521325539444
Position 2254: 0.39768558477701765
Position 22598: 0.3899923769574375
Position 9059: 0.36700363463580704
Position 7761: 0.34503245684876604
Position 42682: 0.3035244882243884
Position 13891: 0.29247559971320625
Position 29315: 0.28662068282071956
Position 8465: 0.27582975993498804
Position 33349: 0.16585342996954627
Position 30023: 0.16367628007217527
Position 24708: 0.15253850079976322
Position 1478: 0.1487897776359113
Position 16210: 0.11302943810381279
Position 10533: 0.10911228121357106
Position 37755: 0.10590139309966959
Position 26735: 0.10462585969845385
Position 14067: 0.09692868716711761
Position 27349: 0.09293033904751632
Position 1656: 0.08519597436073556
Position 38017: 0.07905081784477908
Position 641: 0.07209659407247149
Position 34232: 0.0632938586878147
Position 11705: 0.05467877502845792
Position 120: 0.05101604244350943
Position 18815: 0.04643632318921141
Position 13150: 0.041361988823469226
Position 14237: 0.04000988150512581
Position 20230: 0.0397131043224782
Position 3906: 0.03682387121909073
Position 27213: 0.035757213724851404
Position 38310: 0.031730859745091156
Position 27943: 0.03143900135432995
Position 1192: 0.03123838377866421
Position 34860: 0.031017712672363487
