Gene = Mypop
index = 729
Annotated 5SS: [ 110 1376]
Annotated 3SS: [ 586 9245]
SMsplice 5SS: [ 110  970 1376]
SMsplice 3SS: [ 812 1305 8287]
top_k =  500
Partition function (log Z): -5.833243870743624

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.993205979004959
Position 970: 0.708262266287229
Position 1376: 0.6696391957034319
Position 3000: 0.3996378898088171
Position 8424: 0.30922308315964825
Position 1978: 0.2746583376953825
Position 9330: 0.2539319628970438
Position 1015: 0.25146262145918985
Position 4144: 0.22042032849313659
Position 8460: 0.20575153601245105
Position 6580: 0.118153047818802
Position 1974: 0.10199548369644273
Position 2023: 0.05838520797670291
Position 10399: 0.057241407940284685
Position 1335: 0.04151086279312465
Position 7740: 0.03532280052085923
Position 2603: 0.034008473968892915
Position 1491: 0.0273265172921103
Position 5614: 0.01855336890858473
Position 2855: 0.012559144919411526
Position 1429: 0.009471589232762583
Position 1655: 0.008276718877381564
Position 10036: 0.008246635184614897
Position 460: 0.007270654895481761
Position 4295: 0.0072697280286491365
Position 10118: 0.006853136510587733
Position 2941: 0.006033694985196506
Position 5620: 0.005689194453706263
Position 2125: 0.004660068256774224
Position 1452: 0.0040101094913293205
Position 312: 0.0013698609198529296
Position 6540: 0.001237910046357039
Position 6690: 0.0011434960407603857
Position 4553: 0.0011288391767688315
Position 1484: 0.0009063319895612149
Position 2016: 0.000849504080040642
Position 4054: 0.000847599920222513
Position 1982: 0.0008241021879012771
Position 1102: 0.000499671411446646
Position 135: 0.0004891693807286513
Position 1531: 0.0004791159087053147
Position 667: 0.0004708209755098789
Position 501: 0.0003810034421356247
Position 496: 0.0003670771441806097
Position 1244: 0.0003117722703870154
Position 114: 0.00026200229419765073
Position 590: 0.0002578817253939916
Position 640: 0.0002289746960476097
Position 38: 0.0001771253715655635
Position 603: 0.00011790829825551414
Position 190: 0.0001147849731255159
Position 432: 7.987767680981321e-05
Position 517: 7.351405719642015e-05
Position 415: 6.231674041197566e-05
Position 482: 4.9839977357253385e-05
Position 215: 3.889683400250689e-05
Position 148: 2.8061495037869693e-05
Position 669: 1.9069673995815803e-05
Position 170: 1.737974123084551e-05
Position 594: 1.519115916625172e-05
Position 755: 8.698941881987418e-06
Position 847: 2.792021036051971e-06
Position 4024: 2.7714076026296005e-06
Position 298: 2.2380075790486016e-06
Position 537: 3.4964617645821625e-07
Position 794: 6.336253564974132e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 812: 0.8340144051180342
Position 8287: 0.7651112475314827
Position 1305: 0.37733318494822193
Position 2782: 0.37058323805242754
Position 9245: 0.34720244629192454
Position 10481: 0.33094250277626963
Position 1897: 0.32144827288392286
Position 3894: 0.1787846572167688
Position 6455: 0.13861480623348807
Position 10248: 0.12933931924230344
