Gene = Cth
index = 304
Annotated 5SS: [  212  4123  5061  6652 11478 14195 16179 17758 18895 19933 27886]
Annotated 3SS: [ 4040  4964  6541 11345 14136 16100 17604 18772 19879 27746 30249]
SMsplice 5SS: [  212  4123  5061  6652 11478 16179 17758 18895 21358 27886]
SMsplice 3SS: [ 4040  4964  6541 11345 16100 17604 18772 21276 27746 28287]
top_k =  500
Partition function (log Z): 3.967657943921944

Sorted 5' Splice Sites (High to Low Probability):
Position 27886: 0.9968875876015227
Position 18895: 0.9897947530957361
Position 4123: 0.9559050545006549
Position 11478: 0.9507948400009517
Position 21358: 0.9395059011979656
Position 212: 0.9296505267050047
Position 6652: 0.8493839178637518
Position 5061: 0.8097172116056277
Position 16179: 0.6886187794529427
Position 17758: 0.5655754398866792
Position 19933: 0.5602758040501535
Position 3818: 0.4656179115481188
Position 14195: 0.395678814347509
Position 2981: 0.25706190914450733
Position 5626: 0.19862575989673253
Position 4407: 0.13165659750853076
Position 17736: 0.12555740977532606
Position 295: 0.116631054446669
Position 15034: 0.11592422081607201
Position 14238: 0.10602576413468937
Position 8559: 0.09893558342296106
Position 3390: 0.09385544107252343
Position 5331: 0.08963645364151111
Position 3829: 0.08391307248564593
Position 1200: 0.0837306711401086
Position 5615: 0.07967879560865351
Position 4660: 0.07535470703892405
Position 2186: 0.06974979732220665
Position 13087: 0.059271636938302986
Position 17970: 0.05607247346041873
Position 17745: 0.05264511036970754
Position 15232: 0.0524192487333107
Position 18200: 0.05137799320904593
Position 3434: 0.04464264098149397
Position 2370: 0.03542059439917286
Position 20401: 0.03454298043147111
Position 12165: 0.02865325870625908
Position 15282: 0.02637036747284501
Position 14082: 0.025995486829638995
Position 2014: 0.021801652815643648
Position 28330: 0.02014725399470641
Position 20967: 0.01883369520062139
Position 2005: 0.0176245314724967
Position 5083: 0.016132780991906338
Position 18599: 0.016055890129342245
Position 17670: 0.014949679000223594
Position 3645: 0.01287599847849975
Position 2628: 0.012399021686699378
Position 13636: 0.011781656413665145
Position 736: 0.01158414327136848
Position 15291: 0.011215121710166238
Position 11494: 0.010688229978682982
Position 634: 0.010067611948955554
Position 523: 0.00931147542855544
Position 659: 0.008855461022271914
Position 18835: 0.007340205961321232
Position 587: 0.005978538174281993
Position 18699: 0.004615693458346228
Position 1239: 0.003886024784247384
Position 3257: 0.003710955697777676
Position 370: 0.003508209866871163
Position 5245: 0.0030082883260587547
Position 28048: 0.002949584152225031
Position 19389: 0.0025522446237799977
Position 4543: 0.002455729693116553
Position 3822: 0.0024537644398389333
Position 3948: 0.002374130692124468
Position 19333: 0.0019328817430704268
Position 12900: 0.0018821818339171536
Position 19294: 0.0018264156379568426
Position 28040: 0.0017987620930195042
Position 12066: 0.0013183730359941906
Position 2587: 0.0011150603329556856
Position 1534: 0.001049879022191629
Position 11840: 0.0010151656710413728
Position 3835: 0.000950967474046636
Position 3318: 0.0008381331958643907
Position 746: 0.0006414154295852166
Position 705: 0.0006410001304752297
Position 28669: 0.0006133619655403874
Position 677: 0.0004232166247471932
Position 4242: 0.00041950870844429403
Position 4257: 0.00041132099809715485
Position 460: 0.0002694935103898521
Position 4320: 0.0001919121570015623
Position 1317: 0.00018842153403235144
Position 2623: 0.00010795358744527896
Position 116: 0.00010774817722880859
Position 666: 7.692089914282058e-05
Position 8173: 4.7926466805571284e-05
Position 4444: 4.157889852163604e-05
Position 155: 3.217833461445118e-05
Position 9: 2.374188233447947e-05
Position 4961: 1.571914159783607e-05
Position 709: 9.631072140882569e-06
Position 84: 8.413168638534996e-06
Position 575: 6.865424411671628e-06
Position 279: 6.7730732879441095e-06
Position 386: 6.734945925167179e-06
Position 389: 5.0600711020069826e-06
Position 640: 4.9247973363912135e-06
Position 955: 2.5328433341954274e-06
Position 205: 2.3248923099610037e-06
Position 988: 2.317381920897826e-06
Position 169: 2.314996822618467e-06
Position 152: 2.1787859102508367e-06
Position 147: 6.792094107541093e-07
Position 299: 6.079238088693361e-07
Position 337: 4.3818826239453543e-07
Position 399: 2.8464538438018304e-07
Position 241: 2.340588293018798e-07
Position 312: 2.0164345197852687e-07
Position 302: 5.74612282255899e-08
Position 605: 3.2692172233890744e-09
Position 527: 1.3564802022114936e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27746: 0.9970152131097629
Position 4040: 0.9778947082267045
Position 18772: 0.9714730789550763
Position 11345: 0.9571654735138324
Position 6541: 0.7722296237072623
Position 17604: 0.731221301566077
Position 16100: 0.6886187794529429
Position 4964: 0.6806677121476173
Position 21276: 0.6354974951772878
Position 3690: 0.43898844203241694
Position 28287: 0.36693257658832384
Position 21232: 0.30409601843114525
Position 14136: 0.2847071862891149
Position 19879: 0.2713034663630404
Position 13932: 0.2429928790227226
Position 15006: 0.20592895873239384
Position 2836: 0.17423521621766153
Position 5505: 0.1668797044165676
Position 28438: 0.12589908442785586
Position 4349: 0.11231303732782946
Position 17883: 0.10745046666946459
Position 3150: 0.10667027790377061
Position 19815: 0.10311178407553494
Position 19787: 0.10222861182145938
Position 8436: 0.09293540548887916
Position 1069: 0.08494332492854832
