Gene = Cops8
index = 287
Annotated 5SS: [ 647 1465 2532 3689 7220 8057 8607]
Annotated 3SS: [1393 2482 3555 7111 7993 8558 9192]
SMsplice 5SS: [ 647 1465 3689 7220 8057]
SMsplice 3SS: [1393 3555 7111 7993 9192]
top_k =  500
Partition function (log Z): -6.22123676944932

Sorted 5' Splice Sites (High to Low Probability):
Position 3689: 0.8935642272363937
Position 7220: 0.786235893719551
Position 1465: 0.738056379276201
Position 647: 0.7344995693793633
Position 8057: 0.675734683752956
Position 9356: 0.36474706976780447
Position 350: 0.3271027401048393
Position 2224: 0.18810986567500884
Position 8490: 0.17063990470541643
Position 1645: 0.1402498367339067
Position 8184: 0.12191092102626416
Position 2742: 0.06503965030855727
Position 2532: 0.04069117420992419
Position 8607: 0.04037416640330599
Position 4723: 0.028162399968576984
Position 691: 0.02608012624687563
Position 7806: 0.020245951032792173
Position 3416: 0.020119310255431372
Position 139: 0.019253329830893375
Position 3328: 0.01750992425789861
Position 1169: 0.015841754680692703
Position 2927: 0.01571275121831676
Position 1256: 0.014918783108658244
Position 8886: 0.01386846015925192
Position 673: 0.012508285694057682
Position 2937: 0.012346967143418418
Position 3041: 0.01205329266200659
Position 67: 0.011489802411144527
Position 4750: 0.010913766343029402
Position 159: 0.010713191974258665
Position 1534: 0.009220787513746928
Position 466: 0.00874435083208516
Position 581: 0.008230916466299544
Position 848: 0.007685996437561421
Position 1428: 0.0069426271213088725
Position 3651: 0.00684455634110979
Position 660: 0.0065924864244376645
Position 216: 0.005976440317499723
Position 1546: 0.0053019450358735174
Position 8402: 0.004319008231674931
Position 444: 0.004301522650672633
Position 625: 0.0040187262019415184
Position 224: 0.003668021155915524
Position 8061: 0.0033721114344743845
Position 812: 0.0031458112348745912
Position 9087: 0.003039190927033112
Position 2648: 0.003016144044839244
Position 57: 0.0027880990563967966
Position 6916: 0.002732234672769895
Position 7786: 0.0026472977251672924
Position 8819: 0.001615370692864954
Position 105: 0.0015678023487582357
Position 371: 0.001502195934314845
Position 8380: 0.0013630257394651895
Position 10052: 0.0013152796748293835
Position 1617: 0.0012095543596382045
Position 287: 0.0011880922259391872
Position 190: 0.0011315580767042948
Position 542: 0.0010089310050315158
Position 8127: 0.0008933595629940731
Position 1047: 0.0008905594732057825
Position 252: 0.0008757246094110231
Position 265: 0.0008381404765996475
Position 668: 0.0008293171168601793
Position 185: 0.0008200099233417116
Position 8300: 0.0007623902122565604
Position 1517: 0.000597927700373776
Position 63: 0.0005496442681440495
Position 210: 0.000505531159604562
Position 2976: 0.0004925406680083581
Position 603: 0.00048575113859900405
Position 354: 0.00042790334396542064
Position 763: 0.0004009875393606663
Position 1423: 0.00036512601852015477
Position 48: 0.00035903039803606053
Position 2154: 0.00035708860879922195
