Gene = Lce1b
index = 626
Annotated 5SS: [49]
Annotated 3SS: [678]
SMsplice 5SS: [49]
SMsplice 3SS: [678]
top_k =  500
Partition function (log Z): -9.036870837233725

Sorted 5' Splice Sites (High to Low Probability):
Position 49: 0.624657804022597
Position 167: 0.35343721387242977
Position 556: 0.021231762746269832
Position 821: 0.005293985596563298
Position 77: 0.005046279151940353
Position 797: 0.004288048852708001
Position 184: 0.00348919070238971
Position 437: 0.0032143025804514855
Position 758: 0.00271371967822529
Position 425: 0.002259574083517462
Position 746: 0.000769839885397673
Position 844: 0.0007425541822576893
Position 811: 0.0006100893913704888
Position 596: 0.000600489448866171
Position 497: 0.00047456911128059475
Position 518: 0.000370848168274302
Position 53: 0.00016105979131752774
Position 81: 0.00015333618085187252
Position 1036: 7.369069257151099e-05
Position 833: 5.27867311382002e-05
Position 522: 4.377310083016199e-05
Position 831: 3.264106029566695e-05
Position 16: 2.938991109030808e-05
Position 598: 2.839854595372951e-05
Position 226: 2.470691807214074e-05
Position 123: 2.2900002777478867e-05
Position 600: 2.188364018908099e-05
Position 853: 1.8562998189223213e-05
Position 36: 1.6973070324464563e-05
Position 660: 1.6698750242459495e-05
Position 862: 1.4144641610626826e-05
Position 1033: 1.0064863244873313e-05
Position 389: 8.338767789824064e-07
Position 55: 6.850071261570737e-07
Position 305: 3.749120617769315e-07
Position 40: 3.6886319216869325e-07
Position 31: 3.322073227593858e-07
Position 282: 2.9911050499304556e-07
Position 121: 2.0002938437543464e-07
Position 5: 1.3121376568118243e-07
Position 273: 8.357070817075e-08
Position 473: 5.755902448801279e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 678: 0.5969722447697637
Position 913: 0.12822122694472418
Position 521: 0.10773371230180724
Position 847: 0.033382717812219076
Position 895: 0.028359984841241206
Position 949: 0.017966448389515246
Position 335: 0.01705114691958391
Position 982: 0.01682758752691246
Position 958: 0.008404514028745208
Position 389: 0.007821159590137664
Position 616: 0.007120860392981014
Position 716: 0.0064462013474919115
Position 877: 0.006204817513787919
Position 246: 0.005483421429247041
Position 684: 0.004743477873367564
Position 213: 0.004446970847744755
Position 425: 0.004396972005254822
Position 1135: 0.0031106860629724576
Position 997: 0.0023531059040285017
Position 927: 0.002283981091924068
Position 487: 0.002117679969852423
Position 469: 0.0017115615204153951
Position 156: 0.0014533724688483253
Position 746: 0.001322952929759787
Position 821: 0.0012270545322484677
Position 293: 0.0011232184816091836
Position 701: 0.0009757695463144675
Position 631: 0.0009298470360482038
Position 713: 0.000927817351282935
Position 290: 0.000770953573730512
Position 776: 0.0007687199812957435
Position 531: 0.0007549658246967496
Position 346: 0.0005652967685262221
Position 1119: 0.0005423439765273528
Position 581: 0.0005156433575678898
Position 1000: 0.000504345592137677
Position 1060: 0.00035617477132369595
Position 797: 0.00032539312204193753
Position 1087: 0.0002969659594589375
Position 355: 0.0002806019731526508
Position 264: 0.00024190415731021155
Position 758: 0.00023555739718218185
Position 1057: 0.00023296640666794601
Position 126: 0.0002273074692393256
Position 696: 0.00022168764801150715
Position 1030: 0.00019782192676296389
Position 1217: 0.00019462058197073024
Position 1090: 0.00015660512958131108
Position 501: 0.000152063397845581
Position 636: 0.0001413723073299404
Position 722: 0.0001261443980174056
Position 1027: 0.00012098363587563257
Position 1069: 0.00011528012032904539
Position 1258: 9.487235454394929e-05
Position 725: 9.1455925395958e-05
Position 437: 7.623876197021789e-05
Position 651: 7.296172138224208e-05
Position 590: 6.054919776427663e-05
Position 552: 4.964588586959673e-05
Position 166: 4.738648355346148e-05
Position 298: 4.661747659716317e-05
Position 134: 4.215219511525806e-05
Position 940: 3.806074959937185e-05
Position 1140: 3.0269620533100992e-05
Position 441: 2.9169302299473717e-05
Position 216: 2.4995443348321356e-05
Position 158: 2.08703913852039e-05
Position 1009: 1.86480098441611e-05
Position 365: 3.715566032555593e-06
Position 361: 3.523692221085192e-06
Position 449: 2.4174139374049025e-06
Position 367: 1.2499418952702396e-06
Position 359: 7.664514893571675e-07
Position 140: 7.542699617674271e-07
Position 143: 5.754435339122603e-07
Position 371: 5.603883815933114e-07
Position 117: 4.128237680532966e-07
Position 136: 2.063278445654972e-07
Position 87: 1.4984314053400007e-07
Position 223: 5.8781516403898126e-08
Position 194: 2.0112875311902445e-08
Position 226: 1.9132387335803796e-08
Position 187: 1.7073092784329526e-08
Position 175: 1.1534203124623295e-08
Position 376: 4.086628228692269e-09
Position 94: 3.426695021812823e-09
Position 89: 9.555416020048526e-10
Position 70: 3.011422672450911e-11
Position 106: 7.990345618400089e-12
Position 101: 5.780710028161844e-12
Position 72: 3.746742765903758e-12
Position 230: 1.2410024799272549e-12
Position 104: 2.6518214290225837e-14
Position 99: 1.3666698134139741e-14
