Gene = Bend4
index = 179
Annotated 5SS: [  341  1245 10855 22880 28250]
Annotated 3SS: [  517 10287 22790 28008 29859]
SMsplice 5SS: [ 1168  4940  9772 10855 11345 14138 22880 24318 28179]
SMsplice 3SS: [ 4729  9645 10671 11216 13997 22790 24205 28008 29859]
top_k =  500
Partition function (log Z): -5.120845207765315

Sorted 5' Splice Sites (High to Low Probability):
Position 22880: 0.9972379687020858
Position 14138: 0.8624338076126822
Position 24318: 0.8598699782304066
Position 11345: 0.8202859065724509
Position 10855: 0.8112149934573739
Position 28179: 0.700553276024235
Position 4940: 0.5906448916478402
Position 10057: 0.48586826205377703
Position 20755: 0.43163609792781116
Position 25411: 0.423648997629073
Position 9772: 0.41932438537293676
Position 12676: 0.4010355054551419
Position 341: 0.40098173000179504
Position 1168: 0.3912493237232425
Position 9750: 0.37853948107516977
Position 20424: 0.28564650362081734
Position 1245: 0.24875332044316825
Position 3670: 0.24381880379218981
Position 23724: 0.22977801323281383
Position 30976: 0.22393344752842687
Position 29943: 0.21026087949386976
Position 7921: 0.16100428335763492
Position 14698: 0.15953876398858854
Position 33588: 0.15732215138213762
Position 10612: 0.14294260079189508
Position 3639: 0.13249948588022356
Position 9072: 0.12942962043051304
Position 27981: 0.123899164187523
Position 25171: 0.12202273192877583
Position 28250: 0.1198191272941844
Position 9974: 0.07716502212498401
Position 13898: 0.07317356722004874
Position 23089: 0.059383967652256155
Position 3504: 0.05788087981152893
Position 35566: 0.051281011113639495
Position 24354: 0.04127255634147142
Position 9784: 0.040213764323904576
Position 25711: 0.039541791969338255
Position 8748: 0.03763549647641918
Position 20450: 0.036402997548230356
Position 10909: 0.036367485834304075
Position 33704: 0.03588588769434378
Position 5271: 0.03407258293255786
Position 9778: 0.03314287376474743
Position 25678: 0.03173648785188477
Position 30111: 0.031146362145935275
Position 25515: 0.025989925407258186
Position 60: 0.02382292501893749
Position 35435: 0.023668159069666836
Position 174: 0.022497223012017023
Position 26709: 0.021941982551865136
Position 23521: 0.02163481789666101
Position 23497: 0.020700989200475424
Position 12805: 0.020456277073746473
