Gene = Ssx2ip
index = 1034
Annotated 5SS: [  143 13149 13803 14706 18365 21817 23259 23526 26438 27976 28505 32016
 32700]
Annotated 3SS: [12964 13632 14492 18253 21680 23182 23344 26286 27838 28330 31900 32533
 34013]
SMsplice 5SS: [  143 10158 14706 18365 21817 23259 23526 26438 27976 28505 31338 34452]
SMsplice 3SS: [10053 14609 18253 21680 23182 23344 26286 27838 28330 31291 34398 35232]
top_k =  500
Partition function (log Z): -19.536699967256205

Sorted 5' Splice Sites (High to Low Probability):
Position 143: 0.79273319014414
Position 294: 0.4563850311266115
Position 4702: 0.33818593355202836
Position 6856: 0.09537664378420807
Position 2679: 0.09190823431514399
Position 435: 0.07745288720638606
Position 4104: 0.04394708955686583
Position 8863: 0.027768771613059087
Position 92: 0.02589089098538269
Position 6020: 0.021738588699361867
Position 556: 0.016787868479696127
Position 949: 0.013417261600535874
Position 5659: 0.010004944555613574
Position 4903: 0.008579445166789757
Position 2581: 0.008289060312464444
Position 2565: 0.006383994501568457
Position 3606: 0.005914534641600574
Position 5107: 0.005716394032623783
Position 794: 0.005024928170315254
Position 6188: 0.004522240063830056
Position 8272: 0.004485171801670382
Position 118: 0.0034640741457471315
Position 3211: 0.0031221434062577817
Position 4946: 0.0028823193741327052
Position 6030: 0.0027284383848412315
Position 4726: 0.002445119771016609
Position 8716: 0.002333356872803398
Position 5826: 0.0022346974048237417
Position 1938: 0.0020824513469116096
Position 3693: 0.0020453337026992654
Position 2578: 0.0018819164753756154
Position 3648: 0.0015403677998326625
Position 5454: 0.0013607431980918712
Position 2542: 0.0007287436190205164
Position 1578: 0.0006269649896331342
Position 3469: 0.0005901016752087409
Position 2724: 0.000586709077057292
Position 4962: 0.000529317378266591
Position 3705: 0.00046399450125819686
Position 1214: 0.000190038972133682
Position 298: 8.80159746676555e-05
Position 411: 6.940341246091105e-05
Position 416: 6.431426400229169e-05
Position 1448: 5.5675305340057164e-05
Position 287: 4.872919747390744e-05
Position 3097: 4.027375789037552e-05
Position 439: 3.047912482452356e-05
Position 545: 2.3787492001080567e-05
Position 1765: 2.3481537303881052e-05
Position 1132: 2.244586512571839e-05
Position 2710: 2.1736874301820425e-05
Position 137: 2.1668951611892584e-05
Position 158: 2.0306899557574854e-05
Position 4914: 1.8049212067493706e-05
Position 2959: 1.568009973498527e-05
Position 571: 1.3535877371027999e-05
Position 80: 5.989705759809263e-06
Position 250: 3.949031545893207e-06
Position 751: 3.5864932225343135e-06
Position 232: 1.5737483150959376e-06
Position 195: 3.57669156855881e-07
Position 349: 2.7323672843067466e-07
Position 381: 2.2802494336612002e-07
Position 549: 1.9147030862784121e-07
Position 452: 5.6782797825881804e-08
Position 900: 5.1133663972912924e-08
Position 449: 1.8309106755351887e-08
Position 464: 1.4251289404297793e-08
Position 260: 6.09506535103154e-09
Position 241: 2.9814913063492204e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5927: 0.42379979370118187
Position 247: 0.34177222521550416
Position 4638: 0.3341425267719825
Position 6747: 0.26460213509115693
Position 9630: 0.1831316033360003
Position 2524: 0.07720134494619825
Position 13632: 0.0735545860439804
Position 8646: 0.04885575659674561
Position 9601: 0.03158106931314777
Position 2444: 0.02870634419042291
Position 3888: 0.022959396994375138
Position 4801: 0.021280926351699272
Position 3838: 0.01900328040710703
Position 6992: 0.011628107126946854
Position 844: 0.010686738715056838
Position 5472: 0.009541360487156937
Position 7163: 0.009360851800563858
Position 280: 0.00904306970038027
Position 168: 0.008852432538365663
Position 5354: 0.008467046785775227
Position 8192: 0.008327812321081667
Position 1283: 0.007066677822263358
Position 2359: 0.006755328693188005
Position 2768: 0.006274360538886876
Position 596: 0.0061734168110521865
Position 204: 0.005993785630914534
Position 4860: 0.005909450405725981
Position 3468: 0.005676718814960756
Position 11581: 0.0056457671032683525
Position 3605: 0.005565728968849724
Position 6476: 0.004863648741279705
Position 4809: 0.004525613983801583
Position 4319: 0.004251985825254341
Position 2559: 0.004229128994657665
Position 695: 0.004076274593852745
Position 4349: 0.003853794175951718
Position 6510: 0.0038157660016983628
Position 2878: 0.0037271248947818316
Position 2601: 0.0037163968711940963
Position 3963: 0.003559006585281076
Position 6276: 0.0035134345896012816
Position 535: 0.00347594335988329
Position 1747: 0.003369662610268313
Position 469: 0.0033431426013135635
Position 5197: 0.0032111700032924893
Position 3843: 0.0029445000495087826
Position 432: 0.0027805793817604753
Position 3117: 0.00269765862315315
Position 5690: 0.002611685548427495
Position 3083: 0.0025244418564998538
Position 2556: 0.002335151373173862
Position 3496: 0.0021248716617192497
Position 748: 0.0020990988328995434
Position 4902: 0.0015553805284020065
Position 774: 0.001269860016228118
Position 8339: 0.0012296928071054065
Position 660: 0.0010597710527687565
Position 2793: 0.0009828693042449733
Position 4693: 0.0009500562275480945
Position 492: 0.0007772383043354086
Position 400: 0.0006998986283465841
Position 2723: 0.0006511635247125037
Position 2099: 0.0005879510385394552
Position 1047: 0.0005065175249085832
Position 3271: 0.00048827787380225566
Position 948: 0.00046346423911460905
Position 4309: 0.00042816632025298066
Position 4725: 0.00028334593104260115
Position 3377: 0.00022951550709444815
Position 2398: 0.00022847930619379373
Position 2493: 0.0002219588558959579
Position 1484: 0.00014197926987592687
Position 1007: 0.00013092007654418985
Position 2862: 0.00011104710143632923
Position 1668: 0.00010798927767686612
Position 722: 9.683915835931232e-05
Position 1141: 9.633531040170459e-05
Position 176: 9.363564310273233e-05
Position 498: 9.293632599801235e-05
Position 1879: 3.80121001100459e-05
Position 849: 3.4465534893812785e-05
Position 1787: 2.4782467151975402e-05
Position 1764: 2.3787071955997822e-05
Position 734: 2.1743936933607296e-05
Position 438: 1.936209028653932e-05
Position 475: 1.3462440331264804e-05
Position 1066: 1.3393013429303485e-05
Position 256: 1.0790157136194674e-05
Position 2510: 9.28876859899862e-06
Position 781: 9.241464437308284e-06
Position 922: 8.318608884060329e-06
Position 1111: 7.298495795912276e-06
Position 1049: 6.825368361484627e-06
Position 179: 1.588523373917903e-06
Position 1489: 1.1081190743689978e-06
Position 543: 9.483200841852294e-07
Position 381: 5.168674113730744e-07
Position 709: 5.157399250705674e-07
Position 457: 4.3565932543944245e-07
Position 287: 4.1795732690579295e-07
Position 755: 4.114841417702392e-07
Position 575: 3.61099688452927e-07
Position 449: 2.6572836551322593e-07
Position 851: 2.3666570209781601e-07
Position 1447: 2.0047492943140837e-07
Position 1505: 1.7182904861484648e-07
Position 407: 1.715938711089162e-07
Position 700: 1.6340541403246703e-07
Position 1360: 1.5006192883318834e-07
Position 628: 1.3204018924067568e-07
Position 297: 9.089604602849243e-08
Position 390: 7.14526859048762e-08
Position 258: 4.4327265783404804e-08
Position 293: 1.4338200199901554e-08
Position 415: 4.269961461138798e-09
Position 509: 3.423632169959437e-09
Position 1099: 2.1294195436727927e-09
Position 1144: 2.0582175067400843e-09
Position 1094: 1.999730390367957e-09
Position 545: 3.2695205252617886e-10
Position 147: 2.347789341062443e-10
Position 411: 1.1633311742868557e-10
Position 666: 3.4006825945998984e-11
