Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  500
Partition function (log Z): -6.211946751902235

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9623434892440627
Position 573: 0.9586635119138677
Position 3298: 0.9293796607532014
Position 8731: 0.09738275838942914
Position 1462: 0.056483968532572405
Position 11425: 0.04725789748327053
Position 974: 0.04584613811727182
Position 4322: 0.027229883647178994
Position 2584: 0.023855959841726337
Position 11503: 0.023174734655227597
Position 6272: 0.02044349461907695
Position 970: 0.020395523831670165
Position 1639: 0.016509945236084934
Position 6287: 0.012924715389204701
Position 814: 0.011865845140059323
Position 195: 0.009551982994307267
Position 10088: 0.009433054302913394
Position 3641: 0.008566704139477039
Position 10383: 0.006491188884658007
Position 5484: 0.005790339549207784
Position 1780: 0.005672700712600311
Position 2564: 0.005538795535055745
Position 105: 0.004586776978936386
Position 165: 0.0044391778328537615
Position 377: 0.004271639626242155
Position 781: 0.0035996455676969214
Position 7731: 0.0034556975159981515
Position 6661: 0.0034139728891363127
Position 1047: 0.0031336081364490022
Position 1458: 0.0028766369242445265
Position 11415: 0.0024900272661175374
Position 6939: 0.0024772707752762023
Position 9630: 0.0024571161556413107
Position 60: 0.0021071578531727886
Position 1594: 0.0021005467843302717
Position 600: 0.0019694979601284335
Position 1435: 0.0019435680012419181
Position 255: 0.0019294418501368156
Position 1338: 0.0018132121504961316
Position 1830: 0.0017797646482812226
Position 127: 0.0016112589138062585
Position 1085: 0.001407833582031862
Position 521: 0.0013714957868636354
Position 159: 0.0011458260478861518
Position 1793: 0.0011346921928533313
Position 960: 0.0010335085327232442
Position 1747: 0.0009313775340016206
Position 558: 0.0009271691499963084
Position 662: 0.0006971557055673177
Position 1714: 0.0006639912740711431
Position 2643: 0.0004915906693474624
Position 2660: 0.0003998251667489066
Position 1348: 0.0003724988419947713
Position 2855: 0.00035862425722381103
Position 1556: 0.0003521871761591355
Position 634: 0.0003479657473049949
Position 3386: 0.00031210297714275373
Position 2754: 0.00028647356748569286
Position 930: 0.0002576023584202642
Position 5399: 0.0002145512653991115
Position 1209: 0.00018445712171553014
Position 2782: 0.00017587399262485078
Position 3659: 9.311173531347658e-05
Position 265: 7.452712492741437e-05
Position 423: 6.152971673900011e-05
Position 171: 5.4770337481791494e-05
Position 186: 4.649191947922563e-05
Position 281: 2.51281925021068e-05
Position 289: 2.1467772350395306e-05
Position 24: 1.7242276607789674e-05
Position 31: 1.678779785141251e-05
Position 4132: 1.6283863467235832e-05
Position 562: 1.5256798627002667e-05
Position 681: 1.1325677364907927e-05
Position 380: 1.0507725647411728e-05
Position 390: 9.24867363953382e-06
Position 649: 8.684428396316465e-06
Position 153: 6.971270206022271e-06
Position 3310: 6.602357428904823e-06
Position 184: 6.217356926788809e-06
Position 644: 6.184808462551224e-06
Position 811: 6.068734085416646e-06
Position 953: 5.315355820237292e-06
Position 3304: 5.250843683643808e-06
Position 824: 4.773213560222453e-06
Position 216: 4.196546218066771e-06
Position 1038: 4.0653407468178426e-06
Position 582: 4.059403358983907e-06
Position 174: 3.920877553188178e-06
Position 3639: 3.5775534100237627e-06
Position 1095: 2.867261091847663e-06
Position 1330: 2.2958175867162487e-06
Position 980: 1.584296229627653e-06
Position 701: 1.3037184387789835e-06
Position 426: 1.1534319180289486e-06
Position 787: 1.1051503247019439e-06
Position 4800: 1.0952796658696715e-06
Position 707: 6.10499701765514e-07
Position 16: 6.026007574288817e-07
Position 805: 4.782996854680787e-07
Position 646: 3.9199560554346503e-07
Position 860: 1.309845019190523e-07
Position 943: 7.31800749330897e-08
Position 978: 1.503949216950575e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.9409615182341445
Position 3134: 0.9220192621935098
Position 11320: 0.5010226406959171
Position 4077: 0.093739731735667
Position 11281: 0.08353766865747722
Position 11589: 0.07306571176788224
Position 8639: 0.06326103849654452
Position 8591: 0.05696278290080763
Position 1208: 0.05002648931527973
Position 881: 0.04416339429625825
Position 6203: 0.040806869109981596
Position 3557: 0.030978315987405136
Position 2489: 0.030578964287148187
Position 5699: 0.023833742266082418
Position 922: 0.023770064214213484
Position 5281: 0.02102221893930286
Position 7591: 0.020558491281699683
Position 6340: 0.018917003291445154
Position 11649: 0.017988765564269378
Position 9951: 0.01779735195556871
Position 5743: 0.016043262480944075
Position 9005: 0.01545378344315515
Position 10229: 0.013692053835627627
Position 9478: 0.012495414683509249
Position 429: 0.012262747782393021
Position 1346: 0.01140653508827245
Position 5528: 0.011280424583305438
Position 747: 0.010772702733284855
Position 6414: 0.010440334658055578
Position 1497: 0.010218730358784116
Position 1638: 0.009986414321070787
Position 4447: 0.009962264002895729
Position 9082: 0.008398763597917807
Position 7685: 0.007868353193499452
Position 3216: 0.007664955831182287
Position 4214: 0.007305721260887561
Position 11966: 0.006846216444808413
Position 1410: 0.006639937625536847
Position 9806: 0.005548443027163144
Position 11737: 0.0050188300945437645
Position 3187: 0.004732193441005542
Position 6025: 0.0037809294084845215
Position 4505: 0.003680574413165907
Position 6366: 0.003493870212911772
Position 681: 0.003446449564393403
Position 6810: 0.0034070535868979818
Position 6481: 0.003124965693800976
Position 11234: 0.002864590997523398
Position 3527: 0.0028177523111305876
Position 3115: 0.002777700619332953
Position 898: 0.0024459404923356815
Position 1127: 0.002294686676610258
Position 516: 0.0022320582789363322
Position 558: 0.0021485995166892684
Position 4073: 0.002129656397333452
Position 12994: 0.0020924153918968767
Position 6395: 0.0019690884633873774
Position 9594: 0.0019427627659634617
Position 1675: 0.0018920606623932317
Position 7270: 0.0018207460993662254
Position 322: 0.0017644822997549257
Position 9375: 0.0016959801994792876
Position 6174: 0.001664492529896977
Position 11037: 0.001642332965087358
Position 5384: 0.0015969595838077244
Position 1550: 0.001557026830942096
Position 4007: 0.0014730769385103502
Position 10646: 0.001232846659876103
Position 7318: 0.0011165169081573864
Position 1574: 0.0010835775766098667
Position 5164: 0.001023114028875831
Position 4773: 0.0010213476281779863
Position 6589: 0.0009040534883575913
Position 1370: 0.0008519416005717367
Position 1453: 0.0008401550489373543
Position 3152: 0.0008267492502720558
Position 9979: 0.000807108740622534
Position 3575: 0.0007581921084966996
Position 5882: 0.0007519533124395742
Position 3230: 0.0006747134460834722
Position 7897: 0.0006464447059123226
Position 2433: 0.0005966072463777437
Position 9137: 0.0005902156911315762
Position 7849: 0.0005476564096208918
Position 4550: 0.0005308681874309854
Position 4468: 0.0005235518814423933
Position 509: 0.000522615993124386
Position 7250: 0.0004936915889383871
Position 3553: 0.00047625417353595715
Position 4210: 0.0004715242592424308
Position 3570: 0.0004682439458967591
Position 1612: 0.00046144332014741365
Position 8450: 0.0004255845132263098
Position 8537: 0.00041098311667952717
Position 8153: 0.0004081768905341645
Position 3380: 0.00040510680383138163
Position 6984: 0.0003944968865840308
Position 5886: 0.00039398870091648014
Position 4916: 0.00039225273654381877
Position 7153: 0.0003881243151236688
Position 3250: 0.00037507791475325456
Position 6215: 0.0003637280832230814
Position 2515: 0.0003530206220762846
Position 7667: 0.0003334734691439762
Position 3732: 0.00032965873254575337
Position 1423: 0.0003250733787651051
Position 7799: 0.0003155356526085748
Position 358: 0.00028022580873059534
Position 1219: 0.000273563675842539
Position 3620: 0.0002693082390018657
Position 2779: 0.0002509844089271362
Position 5025: 0.0002429732402152267
Position 6227: 0.00024277163265471073
Position 7119: 0.00023794330733748986
Position 6636: 0.00023606007239508666
Position 3747: 0.00021325429723715927
Position 5464: 0.00021157186281241624
Position 153: 0.00021110265759068043
Position 4230: 0.00019661276308077138
Position 5348: 0.0001952713395673931
Position 1705: 0.00018918004397577672
Position 4131: 0.00018832698113438803
Position 4079: 0.0001809198456942812
Position 222: 0.00017968904439924572
Position 4026: 0.00017678058559488763
Position 1461: 0.00016946305590759427
Position 319: 0.00016921557564718558
Position 6534: 0.00015316412357038996
Position 4572: 0.000148442815851058
Position 520: 0.00014440655408291366
Position 364: 0.00014034231534570138
Position 6178: 0.00012807086242070287
Position 5534: 0.0001128853096891247
Position 2494: 0.00010780148659744403
Position 1270: 9.95141963570082e-05
Position 2149: 9.143055065100244e-05
Position 5252: 9.124334975699657e-05
Position 1224: 8.109450603295303e-05
Position 1376: 7.7201419923615e-05
Position 908: 7.459629969415865e-05
Position 3772: 7.35695129751684e-05
Position 1792: 6.433713425985857e-05
Position 3960: 6.161196019253128e-05
Position 4092: 5.338389062563361e-05
Position 3484: 4.7972557758582634e-05
Position 143: 4.5153974115185324e-05
Position 171: 2.9175009121706124e-05
Position 207: 1.3933944684558463e-05
Position 3028: 1.104183373174889e-05
Position 326: 1.0126931743169838e-05
Position 768: 9.97800703741792e-06
Position 232: 9.488019148112164e-06
Position 751: 8.869116598931022e-06
Position 273: 8.834598144424076e-06
Position 757: 6.105531633548432e-06
Position 436: 5.814398159159661e-06
Position 765: 4.793184019841127e-06
Position 371: 2.8922361094726796e-06
Position 824: 2.05449301122477e-06
Position 329: 1.587313320054175e-06
Position 225: 1.5247800254939785e-06
Position 277: 1.2968127605319178e-06
Position 1577: 1.294267707707877e-06
Position 818: 1.0877550187920574e-06
Position 2929: 1.0047605881293096e-06
Position 376: 6.841957396793577e-07
Position 620: 6.188243660315466e-07
Position 286: 5.736382334489445e-07
Position 1252: 3.813364666553911e-07
Position 294: 3.023413821420069e-07
Position 1431: 3.000340371777317e-07
Position 1080: 2.921717142256085e-07
Position 572: 2.1096070897116754e-07
Position 250: 1.6872858473845296e-07
Position 261: 1.6119686687500126e-07
Position 333: 1.5919843718298116e-07
Position 1351: 9.424230288390132e-08
Position 254: 3.020088243291434e-08
Position 237: 1.560260854882581e-08
Position 567: 7.993321093834408e-09
Position 366: 7.601658490832433e-09
Position 785: 6.003839735578278e-09
Position 91: 5.477366887540617e-10
Position 89: 2.8238513625045646e-10
