Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  500
Partition function (log Z): -2.1390235406577056

Sorted 5' Splice Sites (High to Low Probability):
Position 21052: 0.9941569590628075
Position 4558: 0.9907779253724375
Position 2845: 0.9683397852988902
Position 6723: 0.9518270667756118
Position 17585: 0.9281113431896533
Position 8676: 0.8433191470805318
Position 29590: 0.7016684971716347
Position 11582: 0.6771326508892548
Position 391: 0.3590648573581192
Position 653: 0.35476609029784884
Position 10023: 0.3116177702321761
Position 18286: 0.2589974776097125
Position 981: 0.22374274210252465
Position 14271: 0.20299781380248394
Position 18335: 0.19231129714285775
Position 17855: 0.1690691195475013
Position 12769: 0.14081433816498687
Position 91: 0.10252903496159049
Position 3906: 0.09789814907516639
Position 132: 0.09270676087606532
Position 26467: 0.0916207315534323
Position 24891: 0.08514401054123973
Position 8652: 0.06890407340170736
Position 7920: 0.06759059973427442
Position 12969: 0.060681106474948135
Position 898: 0.05058092033999362
Position 11784: 0.047081690545022925
Position 23636: 0.046869613608684434
Position 4763: 0.03907901790678634
Position 21604: 0.02647830677465274
Position 18660: 0.02412773341276369
Position 1864: 0.023567446229603422
Position 251: 0.018675697406828964
Position 4209: 0.017836383327480238
Position 190: 0.017458919290989073
Position 5483: 0.014533093571034897
Position 566: 0.010644317338603075
Position 477: 0.010144269152741995
Position 11870: 0.009164110551317448
Position 5229: 0.00893738915582311
Position 7157: 0.008805327514600244
Position 19: 0.008467431884514678
Position 1660: 0.008352134185126646
Position 626: 0.00817087831234559
Position 11840: 0.00780491448015039
Position 8194: 0.007099567020302399
Position 309: 0.006806340875505643
Position 4138: 0.0063718658649604114
Position 3768: 0.00623613803988252
Position 7597: 0.005936366155989047
Position 4809: 0.005129632753018757
Position 1958: 0.0045541180379030394
Position 2114: 0.003797550837810402
Position 4338: 0.0032649694382910106
Position 3788: 0.003150285211039792
Position 6546: 0.0030552567018699486
Position 4317: 0.0028013008899907756
Position 8041: 0.00273190852149731
Position 735: 0.00261170495933218
Position 3873: 0.0026067488405606054
Position 17567: 0.0024423531801986485
Position 1718: 0.0023482230125995355
Position 12062: 0.002315734145102389
Position 7043: 0.002303057657487325
Position 8080: 0.002220812708195129
Position 10813: 0.0021235531397004416
