Gene = Pnkp
index = 828
Annotated 5SS: [ 396 1051 1591 2644 2787 3026 3273 3753 3901 4081 4256 4403 4600 5123
 5269]
Annotated 3SS: [1003 1293 2563 2728 2917 3200 3703 3829 3987 4158 4340 4489 5034 5206
 5339]
SMsplice 5SS: [ 396 1051 2787 3026 3901 4081 4403 4600 5123 5269]
SMsplice 3SS: [1003 2728 2917 3829 3987 4340 4489 5034 5206 5339]
top_k =  500
Partition function (log Z): 12.210698662978109

Sorted 5' Splice Sites (High to Low Probability):
Position 4403: 0.9723192021694111
Position 3026: 0.9683959228483427
Position 4600: 0.9471137124901186
Position 4081: 0.9140940603309945
Position 5123: 0.9053751474789923
Position 3901: 0.8901616414574777
Position 396: 0.7705346981357064
Position 5269: 0.6404909367236897
Position 2787: 0.572611868011479
Position 1051: 0.46296363000696417
Position 3753: 0.44542528562517064
Position 1591: 0.43057526121054074
Position 3273: 0.37426903745708345
Position 183: 0.3413648776068688
Position 144: 0.23462371239375082
Position 2831: 0.2095118640558224
Position 2644: 0.18402486687077813
Position 4256: 0.1774987411754382
Position 1238: 0.10671438264319295
Position 1099: 0.04500520955115663
Position 1206: 0.04122750542649811
Position 294: 0.034692926247979816
Position 4616: 0.02916226550697089
Position 1751: 0.02914219612937607
Position 1738: 0.025583567840224978
Position 1853: 0.024501263652316866
Position 3240: 0.020209795834460278
Position 2811: 0.01950069827610013
Position 5719: 0.018013296058510684
Position 4228: 0.016959049013771772
Position 1072: 0.014703973902727376
Position 2649: 0.014427460968393863
Position 1125: 0.013816834149900648
Position 4116: 0.009975393533965852
Position 2825: 0.009862397322305176
Position 5252: 0.007559176430096011
Position 2369: 0.007055470309009918
Position 2827: 0.006976169438978771
Position 94: 0.006544535085554538
Position 3634: 0.006303142891522456
Position 3409: 0.006127780697556425
Position 4240: 0.003932408585092103
Position 569: 0.003908582586695358
Position 3368: 0.003797057784207202
Position 2819: 0.0031823614199129615
Position 1198: 0.0031519926360151075
Position 5061: 0.0031460693506078774
Position 2795: 0.002945932624619354
Position 3352: 0.0027946588964993563
Position 5439: 0.0026996107484693506
Position 5531: 0.0024630061239519904
Position 2807: 0.0024239287153709666
Position 88: 0.002280864941458468
Position 2791: 0.0022180630602213177
Position 2815: 0.002195509390272209
Position 2835: 0.002087877688143313
Position 108: 0.0018360517234705413
Position 1745: 0.0016949974110960723
Position 345: 0.0015665528248955138
Position 2817: 0.0015418929552001148
Position 1941: 0.001414263498899549
Position 3728: 0.0013651970649022848
Position 2837: 0.001287155825074207
Position 2615: 0.0010680811967699714
Position 666: 0.0009989730797926562
Position 1848: 0.0009125479701847605
Position 365: 0.0008845908868529853
Position 214: 0.0008169806194710229
Position 4590: 0.0008126970430849943
Position 2987: 0.0007653113379974079
Position 5306: 0.0007624354382411615
Position 4394: 0.0007556150632059694
Position 4638: 0.0007307349566554164
Position 610: 0.0007125727278945751
Position 5257: 0.0006977338459453543
Position 176: 0.0006845978095943225
Position 2506: 0.0005934966319340124
Position 1381: 0.0005224230816863972
Position 47: 0.0005033709122865913
Position 1178: 0.0004992150339102045
Position 2523: 0.0004777941272436973
Position 5277: 0.0004763263327223317
Position 544: 0.0004183940019956862
Position 379: 0.0003418738216273936
Position 3007: 0.0003325751796508074
Position 3097: 0.00033189990501192605
Position 146: 0.0002858459179322617
Position 3446: 0.00028113926314545326
Position 5211: 0.0002464210693022296
Position 599: 0.00023182222565886683
Position 5481: 0.00020557127670884146
Position 3376: 0.000156328064219884
Position 424: 0.00013676033743164037
Position 699: 0.00012793179286857284
Position 4658: 0.00012694396513087091
Position 4231: 0.0001251922932446858
Position 338: 9.465055993810045e-05
Position 816: 6.945628992692847e-05
Position 4517: 5.434384851539884e-05
Position 1147: 4.844248567400819e-05
Position 4559: 4.515529283470252e-05
Position 187: 3.853605913986712e-05
Position 3928: 3.371103014808385e-05
Position 882: 3.115805267941266e-05
Position 319: 1.933204381877567e-05
Position 4583: 9.778591657107547e-06
Position 91: 8.813553713374202e-06
Position 5088: 7.601569331999918e-06
Position 5: 6.723521136150152e-06
Position 5035: 6.613190285377358e-06
Position 913: 6.003493903986561e-06
Position 5297: 5.6200452675779725e-06
Position 672: 4.7144884301003074e-06
Position 274: 4.0641824850489296e-06
Position 705: 3.9990948391599105e-06
Position 820: 3.7932943379690818e-06
Position 827: 3.5943800569308976e-06
Position 5242: 3.2419269411575757e-06
Position 5206: 3.411650376588518e-07
Position 5311: 3.108927944267569e-07
Position 5240: 2.609674921011751e-07
Position 222: 1.9813710056069922e-07
Position 4407: 2.82391293027128e-08
Position 247: 2.7155916239354717e-08
Position 4556: 2.6905244381074022e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5034: 0.9558874450954349
Position 4489: 0.9536234716160229
Position 2917: 0.937948850535622
Position 3987: 0.8948157230418531
Position 5339: 0.8680892671231323
Position 2728: 0.8281213644545851
Position 3829: 0.8137777402171237
Position 4340: 0.7577328304794076
Position 5206: 0.6730674179738521
Position 1003: 0.6289210843389254
Position 3703: 0.5008772996994723
Position 3200: 0.3454257006977618
Position 1293: 0.3193774317806963
Position 235: 0.23155098813529182
Position 2563: 0.17086186299363487
Position 4195: 0.15332411850978256
Position 4158: 0.15328277681832
Position 283: 0.1382382662530504
Position 4309: 0.08333806595656425
Position 1326: 0.053621935649566674
Position 2582: 0.040919545022760614
Position 253: 0.03547359580588656
Position 1700: 0.032563380839767904
Position 2888: 0.02849716328917673
Position 1619: 0.023967680374632008
Position 3135: 0.023162813532641505
Position 3573: 0.022840076449763165
Position 1153: 0.022515811430455942
Position 5802: 0.021432091478599338
Position 930: 0.018691403975453783
Position 4510: 0.01830371252619629
Position 1456: 0.0172206057839645
Position 5409: 0.016571314325870033
Position 5343: 0.014364173814373944
Position 1651: 0.013778235073362913
Position 1417: 0.012200730330395686
Position 3892: 0.012173899073387232
Position 1358: 0.010767933074765217
Position 3158: 0.010635082376769769
Position 5004: 0.01047048290812609
Position 3222: 0.009799052554900423
Position 5371: 0.009530995425425261
Position 4027: 0.009313000290791715
Position 4160: 0.009185698368551024
Position 1440: 0.007911366863655908
Position 1705: 0.007231333237635368
Position 3646: 0.00675862925266956
Position 3533: 0.006594619461962198
Position 4363: 0.005378154835426876
Position 2206: 0.0049454462066037454
Position 2742: 0.004729007851581364
Position 332: 0.0047028499551444
Position 3494: 0.004336321716830421
Position 3165: 0.0038996226831967263
Position 5346: 0.0038571146984436528
Position 5642: 0.0038330094720310033
Position 3266: 0.0026891492890823965
Position 3309: 0.002658922854326621
Position 1068: 0.002446292381604801
Position 1479: 0.0022966440574575526
Position 1564: 0.0022263774394675633
Position 1275: 0.002193351060912154
Position 1424: 0.002064618173784248
Position 1536: 0.001992733843659669
Position 4172: 0.0018632259146896216
Position 4531: 0.0016353843410158526
Position 5804: 0.0016330621218725709
Position 2231: 0.0016248325005404135
Position 3471: 0.0015395437588963357
Position 5155: 0.0014597373826629586
Position 2614: 0.0014249307125643665
Position 1117: 0.0013600427281593094
Position 899: 0.001190855612925205
Position 936: 0.001178372934030743
Position 3835: 0.0011386649383067378
Position 905: 0.0010449907935831378
Position 3138: 0.0010190772164969258
Position 1018: 0.0009772060216183113
Position 1008: 0.0009404148775015625
Position 3150: 0.0009017515448898033
Position 768: 0.0008872673136139029
Position 2073: 0.0008844023559082983
Position 4029: 0.0008755858301772613
Position 2446: 0.0008744217292912848
Position 4041: 0.0008611244846731494
Position 4225: 0.000782915448186832
Position 3731: 0.0007364549474385302
Position 1444: 0.0007335330531466849
Position 1120: 0.0006249052959845503
Position 395: 0.0005840756140692371
Position 1867: 0.000494106757593919
Position 1178: 0.00044308150912084884
Position 2634: 0.00041392818257098544
Position 1483: 0.0004039943942267668
Position 1476: 0.0004017809273199856
Position 4197: 0.0003975503465513469
Position 2368: 0.0003793053928495681
Position 5172: 0.00035456127878663064
Position 1807: 0.00033643309824651224
Position 365: 0.00032829864620323305
Position 493: 0.0002797093322266186
Position 520: 0.00027726483976822864
Position 285: 0.00023196953846350098
Position 5060: 0.00022711625964130815
Position 1584: 0.00022582079911122213
Position 4984: 0.00021345234113281922
Position 4269: 0.00021192013011713326
Position 5054: 0.00020686290512652084
Position 4316: 0.00018181003262706318
Position 5612: 0.00017051386957078258
Position 2354: 0.000154201412272201
Position 555: 0.00015270448482986038
Position 528: 0.00013774714082859905
Position 5652: 0.00013129670687775743
Position 4442: 0.0001281161241781812
Position 1662: 0.00011862252150528205
Position 3449: 0.00011547947408127934
Position 1743: 0.00011467467938771618
Position 5718: 0.00010828573661428198
Position 243: 0.00010400860867909774
Position 939: 0.00010114129743768058
Position 5011: 0.00010003127387551785
Position 4348: 9.735643904453607e-05
Position 4580: 7.659883658508476e-05
Position 3025: 7.629054341278174e-05
Position 4401: 7.04218486973166e-05
Position 470: 7.006844671455109e-05
Position 5215: 6.718905750635352e-05
Position 4964: 6.673630691838125e-05
Position 5099: 5.6899171068909017e-05
Position 942: 5.641087340191949e-05
Position 1050: 5.574174816176421e-05
Position 770: 5.292443772423244e-05
Position 5262: 4.680468820246929e-05
Position 4546: 4.446514871291178e-05
Position 4542: 4.288038827984638e-05
Position 5498: 4.2398569513160206e-05
Position 1158: 3.566647051305725e-05
Position 379: 3.120806341256736e-05
Position 5017: 2.685202721804827e-05
Position 823: 2.612308718404321e-05
Position 525: 2.597203506739122e-05
Position 422: 2.5802586331519992e-05
Position 4069: 2.5154173872354963e-05
Position 1036: 2.014345017082164e-05
Position 949: 1.962790273065373e-05
Position 688: 1.9521569934835334e-05
Position 1737: 1.791881799652051e-05
Position 5121: 1.7885230435774848e-05
Position 630: 1.7556813892996255e-05
Position 497: 1.4881504034084332e-05
Position 1102: 1.4551394270842364e-05
Position 1028: 1.4020654122799218e-05
Position 4844: 1.2634091728115314e-05
Position 466: 1.2130450645323406e-05
Position 206: 1.1825650177622034e-05
