Gene = Tchh
index = 1063
Annotated 5SS: [138]
Annotated 3SS: [1062]
SMsplice 5SS: [138]
SMsplice 3SS: [1062]
top_k =  500
Partition function (log Z): -7.484836182875243

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9874526060202695
Position 987: 0.35059553609721106
Position 1343: 0.2233946233813086
Position 1481: 0.020289953199988272
Position 689: 0.00774820476285343
Position 1513: 0.006749957222917716
Position 5665: 0.006265316418182705
Position 6079: 0.006048487414004309
Position 3371: 0.005668624378691013
Position 5639: 0.0045812694346577644
Position 364: 0.004525717474921601
Position 5179: 0.004128388342172558
Position 492: 0.0036857406666904896
Position 3431: 0.0030867514579910795
Position 3551: 0.002242531697269342
Position 3671: 0.002193722285408194
Position 3491: 0.002097273299536063
Position 172: 0.0018720137660907913
Position 4163: 0.0013171583800361372
Position 2457: 0.0010989393117368056
Position 3299: 0.0010287801135259202
Position 5789: 0.0009774016183463027
Position 1129: 0.0007801682939139934
Position 404: 0.0005316377173411507
Position 5347: 0.0004928826816318596
Position 594: 0.00042393115924437507
Position 781: 0.0003345069295060631
Position 467: 0.0002561933094400512
Position 569: 0.00019719365617191132
Position 905: 0.000146525806956355
Position 848: 9.037662714189297e-05
Position 708: 4.692940846350971e-05
Position 942: 4.0165680300437436e-05
Position 287: 3.176644525726508e-05
Position 64: 2.9756524246407432e-05
Position 347: 2.722484575725418e-05
Position 646: 2.2501174403778268e-05
Position 292: 1.833969299215298e-05
Position 301: 1.7585409444018283e-05
Position 504: 1.3226260656364804e-05
Position 274: 1.1964839395960685e-05
Position 1152: 1.1530905525183696e-05
Position 967: 7.966206364257276e-06
Position 1010: 5.73384335775856e-06
Position 705: 5.41059442103671e-06
Position 863: 3.693000736517376e-06
Position 312: 2.922228979556018e-06
Position 999: 2.0686857802356648e-06
Position 991: 1.937092636708725e-06
Position 129: 1.7980399007523138e-06
Position 351: 1.6649825840207052e-06
Position 860: 1.2448244006480358e-06
Position 333: 9.84469637023978e-07
Position 900: 7.922319576191168e-07
Position 24: 5.03275222034067e-07
Position 174: 4.3416127146515494e-07
Position 67: 3.9323778829245164e-07
Position 693: 3.839523838517084e-07
Position 368: 3.794118617304284e-07
Position 845: 2.539621802272605e-07
Position 39: 2.653748461946718e-08
Position 233: 1.267801600804594e-08
Position 362: 5.2097389908873e-09
Position 649: 2.627589629603366e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.6333263022687451
Position 5918: 0.36840978250127804
Position 805: 0.21356528479064887
Position 1164: 0.061695276107723615
Position 759: 0.060486997367719175
Position 839: 0.03503227709081874
Position 6196: 0.03193111708838318
Position 450: 0.028181595454667772
Position 5517: 0.02107944693656856
Position 2211: 0.017605729871523146
Position 5861: 0.016862785800201292
Position 883: 0.014329983249850492
Position 1262: 0.010826416746387063
Position 3222: 0.009244042505253434
Position 1197: 0.00894531450255821
Position 1204: 0.006294453341979021
Position 5953: 0.006249429003953204
Position 5490: 0.005620900837999896
Position 1239: 0.0055981670703976845
Position 659: 0.005111512279202905
Position 6219: 0.004986104712747299
Position 5178: 0.004977974047153812
Position 827: 0.004844148184543565
Position 5070: 0.004802229591809429
Position 5250: 0.004585372774322402
Position 249: 0.0039992388809072955
Position 934: 0.003920895770865564
Position 1087: 0.0032282981936059053
Position 2864: 0.003146216924755096
Position 636: 0.0027767146240231435
Position 1255: 0.002320388137597404
Position 3415: 0.0022582016075656155
Position 6473: 0.0021295587957400196
Position 1099: 0.001973105530579053
Position 3219: 0.001895826921923126
Position 6520: 0.0018729874164547739
Position 1241: 0.0018537071084081531
Position 4089: 0.0018293899470518376
Position 354: 0.0017821000703525268
Position 717: 0.0014990066025405754
Position 1064: 0.0014006387310411368
Position 2306: 0.0013160537304621155
