Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  500
Partition function (log Z): 2.436584950012377

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9971480896487461
Position 5647: 0.9117529076242112
Position 7618: 0.8527117334850732
Position 9946: 0.7132895964193422
Position 4930: 0.5392753053774824
Position 8454: 0.3520362949388989
Position 3370: 0.20758954012644523
Position 4997: 0.15474067665514515
Position 6745: 0.11434864838798345
Position 7658: 0.08592458930556551
Position 9018: 0.04657085369878261
Position 8529: 0.04135458389078192
Position 5748: 0.036965487141363426
Position 5651: 0.03219453139305419
Position 8523: 0.028522552092414964
Position 8503: 0.027348200029857946
Position 5846: 0.02614138936378316
Position 6157: 0.02569048664766072
Position 8118: 0.024513162199390346
Position 6107: 0.023885545317715237
Position 5160: 0.020684340296503335
Position 11482: 0.02062862276159013
Position 8324: 0.018681720600215113
Position 2316: 0.01657519893794247
Position 1995: 0.014662642493216155
Position 5134: 0.012635780956463512
Position 8097: 0.01254591542226001
Position 4255: 0.012088241804515244
Position 8923: 0.009552963361748778
Position 5829: 0.008201310872030408
Position 4813: 0.008147829675158043
Position 11200: 0.007963355384813674
Position 2153: 0.007597969645478626
Position 5975: 0.007572735045366061
Position 3615: 0.007270067525620336
Position 3912: 0.0071674863644169634
Position 605: 0.006361208632137013
Position 9507: 0.006066420729638445
Position 2279: 0.005745973553757639
Position 2354: 0.005257307678454523
Position 3676: 0.005206939569161431
Position 9698: 0.005027821166503126
Position 8025: 0.004886779977476213
Position 3691: 0.004589633054783046
Position 7317: 0.004011676443067376
Position 7879: 0.003987939768678405
Position 5294: 0.0025926515328348215
Position 210: 0.002426436222830756
Position 7924: 0.0021548606079246266
Position 3473: 0.0020574580117593264
Position 9839: 0.0019549227131236244
Position 8092: 0.0017181243203596248
Position 7884: 0.0016287228707574934
Position 3133: 0.0015667732794895116
Position 7866: 0.0014192880611573686
Position 8068: 0.0013350998249774346
Position 3463: 0.0011536645697403985
Position 7903: 0.0010897331361836781
Position 7886: 0.0009564498152466093
Position 3432: 0.0009246104095303375
Position 6091: 0.000920599277650757
Position 4418: 0.0007920769791222914
Position 4858: 0.0007235655487256192
Position 8087: 0.0006400607177272527
Position 516: 0.000569362954408681
Position 5465: 0.0005541483366599419
Position 8312: 0.0005424171115263966
Position 3195: 0.00046980648926053033
Position 2864: 0.0004590588307712885
Position 6342: 0.0004180862680498803
Position 392: 0.00035454103628860395
Position 3660: 0.00034805285311368035
Position 243: 0.0003474208175809482
Position 2264: 0.0003285114012085079
Position 7497: 0.0003281387089805917
Position 573: 0.000310532997827972
Position 2500: 0.00029544425603505623
Position 478: 0.0002937889809433906
Position 5186: 0.00029220452867830514
Position 3488: 0.00029052029969293416
Position 418: 0.00028394210122439055
Position 4809: 0.00021669119200764964
Position 2516: 0.0001722447637464032
Position 7508: 0.0001655872337869766
Position 3189: 0.00014996272158417342
Position 2512: 0.00014402354970468768
Position 413: 0.0001360205406708115
Position 1014: 0.00012432133595466057
Position 8124: 0.00011833968821803132
Position 52: 0.00011611153120438839
Position 2830: 0.00011568517891079242
Position 5059: 0.00011410838323129109
Position 8114: 0.00010570686768333449
Position 818: 8.994356912072803e-05
Position 7784: 8.884544808047532e-05
Position 3218: 8.772370677594135e-05
Position 3583: 8.104629596722552e-05
Position 2320: 7.945099799246298e-05
Position 565: 7.522683669595135e-05
Position 124: 6.913348882229014e-05
Position 2399: 4.560390400200125e-05
Position 8338: 4.433547768964839e-05
Position 3009: 4.1837561358736784e-05
Position 2415: 3.0924907694124796e-05
Position 2360: 2.5220390369465332e-05
Position 655: 2.0282412613017694e-05
Position 232: 5.867350347269132e-06
Position 5638: 1.915213556095376e-06
Position 175: 1.8147930363890119e-06
Position 809: 1.587648564518746e-06
Position 1037: 1.1772822176021457e-06
Position 659: 1.1400562658364441e-06
Position 13: 6.830055024851035e-07
Position 2058: 6.68341486065331e-07
Position 187: 4.722276613546514e-07
Position 155: 3.89316545284925e-07
Position 682: 3.48905629234401e-07
Position 503: 2.3111710508637068e-07
Position 255: 1.1768782073839362e-07
Position 11: 8.539104259032392e-08
Position 262: 2.899355277156332e-08
Position 265: 2.161705061379446e-08
Position 304: 2.118843460193701e-08
Position 235: 1.9123516546463634e-08
Position 663: 8.888183772732794e-09
Position 329: 3.7087082866306396e-09
Position 339: 1.2379412431432701e-09
Position 357: 6.8986867384721215e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5565: 0.9940781184859506
Position 9770: 0.742111445704369
Position 7527: 0.5693153352765318
Position 11373: 0.5557733179421287
Position 4854: 0.5251008505040184
Position 8265: 0.41467137122622794
Position 3333: 0.20007107718799563
Position 7487: 0.1870750582410841
Position 7420: 0.16607151316426755
Position 4717: 0.133969443667303
Position 8424: 0.11583977035179101
Position 10366: 0.11059385667714083
