Gene = Prap1
index = 848
Annotated 5SS: [  74 1704 2808 3386]
Annotated 3SS: [1636 2754 3278 3486]
SMsplice 5SS: [  74 2808 3386]
SMsplice 3SS: [2754 3278 3486]
top_k =  500
Partition function (log Z): -4.658151675097523

Sorted 5' Splice Sites (High to Low Probability):
Position 3386: 0.8573160973354397
Position 74: 0.8162205301070031
Position 2808: 0.6458274340029375
Position 615: 0.5077163275471165
Position 1704: 0.3785642220708035
Position 3145: 0.2083702691552719
Position 1942: 0.12604468104622796
Position 3150: 0.07114898569255287
Position 322: 0.054318084650540506
Position 2010: 0.04239459927343979
Position 2099: 0.029492263814652198
Position 1853: 0.028994019163635674
Position 3053: 0.027970639737956122
Position 2389: 0.02722741601938067
Position 1592: 0.027106560921039368
Position 1985: 0.024843206503859797
Position 143: 0.018701548706840338
Position 2680: 0.017054308840858654
Position 3403: 0.007694255157018652
Position 1840: 0.004380035311057339
Position 3642: 0.0030546420710416715
Position 926: 0.0030165371861298196
Position 1421: 0.002723360302910297
Position 1989: 0.0014703296163541544
Position 1491: 0.001391415281137389
Position 510: 0.0012334056030752596
Position 1831: 0.0009768271571418022
Position 1501: 0.0006015176654105561
Position 82: 0.0005272322365563816
Position 2138: 0.00041853010905050275
Position 1550: 0.00041675508146731937
Position 1020: 0.00040328795331722047
Position 3008: 0.00034602562159073827
Position 1887: 0.0002422357839533941
Position 63: 0.00023507440343142465
Position 3547: 0.00022550425055480934
Position 166: 0.00022320920887886544
Position 1934: 0.00020613616645453106
Position 1406: 0.00020253124149251543
Position 176: 0.00018664057777383479
Position 3632: 0.00013776862056274748
Position 160: 0.00012960171592699764
Position 716: 0.000110944121109267
Position 662: 0.00010297312143069061
Position 256: 6.236232578361982e-05
Position 607: 5.737597922859483e-05
Position 1723: 4.3454243184334826e-05
Position 182: 3.792943549305305e-05
Position 1315: 2.562488272682461e-05
Position 587: 2.4797202963077012e-05
Position 957: 2.4096299506182558e-05
Position 1341: 2.2482629562525226e-05
Position 1323: 2.1071778774266797e-05
Position 548: 1.933075935483875e-05
Position 217: 1.0765013578891896e-05
Position 1454: 9.095438837858942e-06
Position 1456: 6.910187622301393e-06
Position 155: 5.558674516151977e-06
Position 157: 3.4167671782174814e-06
Position 524: 2.6348275590509785e-06
Position 484: 4.784129012885035e-07
Position 826: 3.422164028688766e-07
Position 1253: 2.973204257091985e-07
Position 507: 2.9175049463726666e-07
Position 1268: 2.121269201103017e-07
Position 592: 2.1203513260625913e-07
Position 2838: 1.4096029684234883e-07
Position 458: 3.514088143220267e-08
Position 636: 5.01350595750053e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3486: 0.9528531234842149
Position 3278: 0.7563297589466197
Position 2754: 0.5476007287490272
Position 465: 0.37175375528368265
Position 1636: 0.34485909062612224
Position 2908: 0.1858990519671295
Position 1490: 0.16239556621440043
Position 1805: 0.11219930059661777
Position 2612: 0.09367160054974909
Position 3354: 0.04923358450130168
Position 2963: 0.043397226862249394
Position 3315: 0.03640466597091254
Position 3003: 0.029797237702640617
Position 1966: 0.026901482962698196
Position 2796: 0.025637541346919666
Position 2644: 0.022876265313215988
Position 2936: 0.021703668447416755
Position 3324: 0.021450479593978725
Position 470: 0.019018932052557128
Position 2271: 0.018191239437043667
Position 2009: 0.011256232284785174
Position 2981: 0.007316101061369719
Position 484: 0.007255233451369204
Position 3641: 0.0061012260847764
Position 2546: 0.005581150178495344
Position 3087: 0.0049615868949412405
Position 2051: 0.0043861657374874765
Position 3545: 0.0037188705398536717
Position 3599: 0.0032114991606120974
Position 1356: 0.0031924779336250046
Position 1420: 0.002977333559417531
Position 1759: 0.0026144054208580058
Position 1843: 0.002514130201818305
Position 3535: 0.002465994338395239
Position 1862: 0.002454595782148448
Position 1308: 0.0024235044295285277
Position 3140: 0.0023479782424294295
Position 3293: 0.0022980609652961392
Position 2305: 0.0018373792935605002
Position 2723: 0.0018297569089780002
Position 2315: 0.0015629365314346923
Position 2246: 0.001462784552135819
Position 3734: 0.0014604431620318327
Position 892: 0.0011031499672888038
Position 2019: 0.0010903444381417731
Position 3740: 0.0010388341732119365
Position 187: 0.0009403390878782795
Position 3357: 0.0008696512312053763
Position 249: 0.0007293148125688854
Position 547: 0.0006479575221254573
Position 3568: 0.0006166575550426772
Position 3767: 0.0005887740942229128
Position 1925: 0.0005467940148470851
Position 2341: 0.00043664970399474477
Position 749: 0.00040068443010277414
Position 728: 0.0003909631449946097
Position 1512: 0.00035294886331776874
Position 3131: 0.00031857401859763706
Position 1397: 0.00029987063807870737
Position 505: 0.0002562683628715005
Position 536: 0.0002182713075767983
Position 1510: 0.00019713615726452548
Position 427: 0.00015852993089392705
Position 3650: 0.00014417797423513793
Position 207: 0.00012105619471714482
Position 201: 0.00011921553262158224
Position 1152: 0.00010665139265778147
Position 1766: 0.00010483135208355326
Position 3771: 0.00010435926213773382
Position 1933: 0.00010073239706234542
Position 569: 7.856250079073607e-05
Position 1505: 7.743385731665272e-05
Position 538: 6.985665168988369e-05
Position 1394: 6.417871487150658e-05
Position 572: 5.656572974251703e-05
Position 1728: 5.1445597702932585e-05
Position 182: 5.0787891815753624e-05
Position 601: 5.06098853232084e-05
Position 3573: 4.851749684123037e-05
Position 532: 4.800452176712957e-05
Position 956: 4.176623357674115e-05
Position 1372: 4.135576038470459e-05
Position 1245: 2.8195082469365877e-05
Position 141: 2.635152599479024e-05
Position 1534: 2.5799754145281035e-05
Position 276: 1.8642310747542815e-05
Position 1683: 1.7860612360895175e-05
Position 847: 1.5898346724788995e-05
Position 2088: 1.5188513148794518e-05
Position 1537: 1.4840603253991589e-05
Position 203: 1.4753140582830617e-05
Position 1978: 1.1547084761663769e-05
Position 903: 1.1149261089211663e-05
Position 1763: 1.0893936299489338e-05
Position 714: 8.153924676532908e-06
Position 707: 8.075425703058445e-06
Position 583: 6.475413391429832e-06
Position 1591: 4.867782170528788e-06
Position 421: 3.35610480558306e-06
Position 417: 3.3134343253216656e-06
Position 389: 2.574083802837221e-06
Position 2055: 1.8810174610898492e-06
Position 1274: 1.8657704244742494e-06
Position 262: 1.734024734586995e-06
Position 1876: 1.1828729197661242e-06
Position 252: 8.794640024494614e-07
Position 945: 8.418551254630022e-07
Position 915: 7.8101403732103e-07
Position 205: 7.244424978817566e-07
Position 413: 5.251760596183133e-07
Position 190: 4.937129646294555e-07
Position 267: 4.51898188699407e-07
Position 254: 4.4882434314258195e-07
Position 215: 2.9228072846003e-07
Position 270: 2.3548448533467074e-07
Position 732: 1.7424404325918446e-07
Position 309: 6.050596422972264e-08
Position 217: 5.6665834610325566e-08
Position 280: 5.4208834905194755e-08
Position 296: 3.846672056943227e-08
Position 292: 3.5115009330966894e-08
Position 284: 3.2231201748935336e-08
Position 272: 2.7320140133786836e-08
Position 312: 2.260647854040602e-08
Position 264: 1.7536954546609726e-08
Position 610: 1.473252991198727e-08
Position 286: 1.465413569880949e-08
Position 300: 1.4405268190144032e-08
Position 409: 1.4025230677744916e-08
Position 607: 1.3973658657034932e-08
Position 757: 1.3401957899429177e-08
Position 854: 1.1285375482996686e-08
