Gene = Ccp110
index = 230
Annotated 5SS: [  197  1697  2963  5544 10487 12034 12908 13591 14065 17173 17523 18190
 19208 19902 20421]
Annotated 3SS: [ 1553  2807  5414  8841 11902 12750 13450 13947 17070 17405 18115 19144
 19841 20334 22715]
SMsplice 5SS: [  197  5544 10487 13591 14065 17173 17523 18190]
SMsplice 3SS: [ 5414 10384 13473 13947 17070 17405 18115 22715]
top_k =  500
Partition function (log Z): 8.181403557630748

Sorted 5' Splice Sites (High to Low Probability):
Position 17523: 0.9869053176569976
Position 13591: 0.9815582065234997
Position 18190: 0.9815480645642257
Position 5544: 0.9779375237482912
Position 10487: 0.913403209305103
Position 17173: 0.8857941642576475
Position 14065: 0.7303956966581542
Position 197: 0.5498269232897879
Position 1697: 0.5084304160246474
Position 12034: 0.4503176525179594
Position 1227: 0.3948200137730895
Position 19208: 0.3720364694664272
Position 1274: 0.34738401426115345
Position 12908: 0.20683516211462707
Position 12280: 0.17395553862195995
Position 20188: 0.16427303014556063
Position 244: 0.15933275185000206
Position 18563: 0.15397108785655414
Position 186: 0.11945157545464413
Position 2963: 0.11870618709563152
Position 20210: 0.11599511502383607
Position 11704: 0.10619621251314919
Position 1614: 0.09393096489342823
Position 10762: 0.0917818114091792
Position 13157: 0.09153046178025896
Position 21648: 0.08370842368565538
Position 468: 0.07803116230496844
Position 12067: 0.07323649996742308
Position 15519: 0.066565317207112
Position 11466: 0.06209539842971815
Position 14070: 0.0575414534615287
Position 20421: 0.04378624726325369
Position 5956: 0.04225402921247615
Position 18418: 0.03730464020861818
Position 17220: 0.03661020238187282
Position 19673: 0.03474969734408095
Position 15374: 0.03423741307175228
Position 20116: 0.033435450543727104
Position 17215: 0.03224136713186487
Position 4118: 0.030300259478619834
Position 21740: 0.0302475810381418
Position 15798: 0.028497106972831424
Position 16915: 0.028125840181424493
Position 3963: 0.028095177888282467
Position 22912: 0.02676342894315727
Position 1264: 0.026271784174564054
Position 15618: 0.025896547923377762
Position 15546: 0.024166323669957034
Position 1030: 0.022937776075189358
Position 18020: 0.022543442903239137
Position 5630: 0.021820821568910683
Position 11750: 0.02170761887148119
Position 4919: 0.021635388593909635
Position 754: 0.019943056313547446
Position 2754: 0.018936517392068516
Position 16796: 0.018717248211999354
Position 297: 0.017967702769992856
Position 22949: 0.01761045382349726
Position 20821: 0.016541355565025253
Position 19902: 0.014406716366145324
Position 3403: 0.013903890198165418
Position 18290: 0.013897979337586084
Position 19684: 0.013390688497868685
Position 445: 0.013206268634112003
Position 2931: 0.012860874416841953
Position 1096: 0.01267422077977688
Position 15635: 0.012409291736275132
Position 2465: 0.010662942397028242
Position 2916: 0.010570763675701481
Position 1728: 0.010251831495899427
Position 17240: 0.010225862898375505
Position 4945: 0.009871666722098296
Position 4899: 0.008738236505015864
Position 216: 0.008643446659741984
Position 2197: 0.008228647760387038
Position 1425: 0.007878356972978317
Position 1278: 0.00751863125847413
Position 13613: 0.007321594333644389
Position 312: 0.007265138637382924
Position 3022: 0.007256881774104588
Position 1748: 0.00684737789893053
Position 14385: 0.006563430401352835
Position 17335: 0.0060106606424120395
Position 431: 0.005578883727619346
Position 1872: 0.005557789518020615
Position 365: 0.0050713672307316085
Position 2918: 0.004941348295768399
Position 14850: 0.004939441793795718
Position 17326: 0.00444669771137569
Position 953: 0.004194197278244807
Position 4844: 0.003799541454982369
Position 15358: 0.003642431672503241
Position 4475: 0.003388409835509152
Position 12877: 0.0033152626437911153
Position 66: 0.0033056201776799033
Position 14831: 0.0030472598166016167
Position 15458: 0.002377471521089995
Position 16926: 0.0023717169103645128
Position 3924: 0.002329196869470078
Position 1160: 0.0023277173881134693
Position 17123: 0.0023100716873391187
Position 16512: 0.0022928456818674713
Position 20848: 0.002241242192220453
Position 940: 0.0022045119680934484
Position 17699: 0.002058790341089476
Position 190: 0.0020272809257137715
