Gene = Rec114
index = 892
Annotated 5SS: [  173 29544 75727 81386 83803]
Annotated 3SS: [29453 75642 81187 83715 88452]
SMsplice 5SS: [  173 13813 29544 48257 55530 55739 72192 75805 81386 83803]
SMsplice 3SS: [13726 29453 48102 55413 55616 72070 75642 81214 83715 88452]
top_k =  500
Partition function (log Z): -43.97494865751872

Sorted 5' Splice Sites (High to Low Probability):
Position 173: 0.986964721413064
Position 3503: 0.46730263137089434
Position 1288: 0.12234219720413891
Position 1590: 0.060308620793272726
Position 10208: 0.04392377222009502
Position 2607: 0.028329592807803734
Position 1061: 0.027159281187892546
Position 3558: 0.024591936192777702
Position 5083: 0.01833301687070893
Position 6416: 0.01805611316812814
Position 2640: 0.01771673573355069
Position 3494: 0.013073922988954894
Position 1545: 0.012824877885356245
Position 3055: 0.010445915209916798
Position 321: 0.008261393996903605
Position 1574: 0.00743004635868755
Position 1240: 0.006375884647632753
Position 2591: 0.0061046733904360165
Position 1361: 0.006040637079497597
Position 510: 0.0054508406603007
Position 3833: 0.0036830421389358724
Position 1347: 0.002831568919363398
Position 1091: 0.0019828942009424188
Position 1098: 0.0016127414963234984
Position 2334: 0.001555797140009439
Position 1635: 0.0013797613337108807
Position 364: 0.0011597310012228031
Position 1493: 0.0006963599189067487
Position 1321: 0.0006710990536094151
Position 1479: 0.0006618435343056817
Position 1532: 0.0006458336683473122
Position 1036: 0.000618698340295139
Position 1448: 0.0005377794473510967
Position 969: 0.0005368062409034527
Position 116: 0.00047089927710447163
Position 2310: 0.0004688516963840869
Position 471: 0.00034638081469079586
Position 1296: 0.00033456569527028237
Position 2576: 0.0003005601360168862
Position 2512: 0.0002776567807498012
Position 93: 0.00012729555267100697
Position 308: 6.381928679153909e-05
Position 121: 4.440624539273026e-05
Position 314: 4.131733626760038e-05
Position 468: 3.136764266839494e-05
Position 431: 2.8896106980040697e-05
Position 711: 2.630279720935523e-05
Position 1041: 2.5127577071513545e-05
Position 65: 2.4117045671634416e-05
Position 4407: 1.9890142412230305e-05
Position 461: 7.960544092201986e-06
Position 1065: 6.333262651115438e-06
Position 76: 5.0548694929996305e-06
Position 603: 5.023152780646653e-06
Position 1131: 4.890285181774848e-06
Position 819: 4.813587604214851e-06
Position 426: 2.967320950814088e-06
Position 329: 2.8448943589049642e-06
Position 525: 2.7321971334115906e-06
Position 237: 2.649129718948836e-06
Position 1280: 2.4515242677866846e-06
Position 719: 2.0621701923257356e-06
Position 259: 1.700928913244733e-06
Position 993: 1.1940503082892718e-06
Position 902: 1.0826394104565743e-06
Position 1085: 9.645004406485326e-07
Position 475: 7.693860195558838e-07
Position 490: 6.646164933720003e-07
Position 965: 6.319758756603808e-07
Position 658: 5.663715489596448e-07
