Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416]
SMsplice 3SS: [ 2147 18324 34137]
top_k =  500
Partition function (log Z): -29.120005639438137

Sorted 5' Splice Sites (High to Low Probability):
Position 2265: 0.8362574442725684
Position 106: 0.7116636476038436
Position 49: 0.26778956855891545
Position 10359: 0.19203348302165246
Position 1770: 0.18291327818164455
Position 1586: 0.1608697127377177
Position 2611: 0.13539611331838353
Position 1978: 0.09431987309498112
Position 5163: 0.06212846545895314
Position 1754: 0.020735406192316886
Position 7821: 0.01763607751251265
Position 7378: 0.014579135291875435
Position 7127: 0.013995591367572814
Position 281: 0.009370221345933741
Position 1786: 0.008836270147700616
Position 2230: 0.008728915392780165
Position 6878: 0.005064654346362007
Position 54: 0.004627916223169379
Position 6990: 0.00403316624741427
Position 913: 0.003776069677211151
Position 1964: 0.0036833476026100404
Position 4026: 0.003317787521289945
Position 1779: 0.0024443703370128607
Position 1473: 0.002441907685949528
Position 1199: 0.0024414907124896733
Position 4121: 0.0023864087359580385
Position 700: 0.0020746339286244458
Position 2062: 0.001963396847042375
Position 2404: 0.001875230379661733
Position 531: 0.0017850984030207992
Position 1092: 0.0016991162850902184
Position 1411: 0.0015777714475308728
Position 7257: 0.0015039286467349077
Position 2222: 0.0012915650336864331
Position 832: 0.0011651464653992761
Position 497: 0.0011362667344397214
Position 99: 0.001084389974618635
Position 1952: 0.0009887702329471402
Position 130: 0.0008911151508853291
Position 854: 0.0005459247500728783
Position 1560: 0.000530982328524536
Position 718: 0.0005107944416337031
Position 1791: 0.00046591339076483855
Position 3345: 0.0004362560724056196
Position 218: 0.00043030570793599625
Position 1695: 0.00037587712138169316
Position 110: 0.0003271843387659162
Position 261: 0.00030680233710066504
Position 5988: 0.0002826371819100854
Position 276: 0.00027576726306834603
Position 1858: 0.0002331899081987275
Position 1195: 0.00022097624413862875
Position 1668: 0.00018030783265313055
Position 251: 9.813860136152774e-05
Position 838: 8.323226831063901e-05
Position 1324: 6.29091567056849e-05
Position 1416: 5.790721199684014e-05
Position 1551: 4.3562544454897786e-05
Position 1576: 2.2390975922279252e-05
Position 759: 1.8232707523675424e-05
Position 387: 1.596420467900236e-05
Position 337: 1.1184357786023664e-05
Position 1392: 1.0307686086696717e-05
Position 1527: 8.440087032680972e-06
Position 87: 8.167759102441098e-06
Position 1099: 7.354329122028462e-06
Position 69: 6.051409022967299e-06
Position 340: 3.7482122662577053e-06
Position 730: 2.8429638592376283e-06
Position 400: 2.4835739193125096e-06
Position 1222: 1.5098105266843518e-06
Position 819: 1.221905072894304e-06
Position 2503: 2.2003120927486583e-07
Position 1895: 1.3449596825463137e-07
Position 74: 7.758314512830163e-08
Position 332: 2.321243887269067e-08
Position 556: 1.9039513183235955e-08
Position 142: 9.967953822934815e-09
Position 13: 6.791740302250794e-09
Position 538: 2.8780516538668077e-09
Position 391: 9.127415126225352e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2147: 0.8618570806500805
Position 1499: 0.20738330267738894
Position 1680: 0.17404799932615267
Position 10666: 0.15075100686387038
Position 10172: 0.1354112945998902
Position 12953: 0.10754024926721958
Position 5054: 0.0968167014396778
Position 10275: 0.0925452927387245
Position 1635: 0.07901764167268668
Position 2502: 0.07355545016169382
Position 9104: 0.06627647945719413
Position 7552: 0.06092735657634253
Position 2462: 0.05991709850341977
Position 8380: 0.05301933620368897
Position 12096: 0.046536829392785264
Position 10906: 0.04487611739125284
Position 7027: 0.04364316869767424
Position 4314: 0.04063820595543414
Position 7220: 0.04024752902084488
Position 1926: 0.03333581876617074
Position 1718: 0.029759674064200332
Position 6877: 0.0203768717291258
Position 10463: 0.019335898999710617
Position 7659: 0.018865136888147536
Position 6528: 0.016251346039453104
Position 6389: 0.01586912074944041
Position 5242: 0.015204099127891285
