Gene = Utf1
index = 1173
Annotated 5SS: [641]
Annotated 3SS: [737]
SMsplice 5SS: [641 819]
SMsplice 3SS: [737 982]
top_k =  500
Partition function (log Z): -3.9733935574827735

Sorted 5' Splice Sites (High to Low Probability):
Position 641: 0.9716700770640252
Position 819: 0.800460006663966
Position 40: 0.06634647584263573
Position 1139: 0.06056986653810157
Position 175: 0.02630303145131852
Position 1110: 0.011456691994059059
Position 156: 0.0031436460571376557
Position 983: 0.002627383374501285
Position 811: 0.0011129671281263807
Position 631: 0.0009313428111804513
Position 1127: 0.0009310935877648412
Position 105: 0.0005920624612855034
Position 403: 0.0005611531253046193
Position 1144: 0.0005557641385042543
Position 655: 0.000510659188884976
Position 609: 0.0004105684408925598
Position 241: 0.00038369895909352885
Position 275: 0.00034870944790443175
Position 547: 0.00033631132763717043
Position 324: 0.000295200561799745
Position 480: 0.000284414309189979
Position 243: 0.00025596005135362514
Position 926: 0.00024589820881314075
Position 378: 0.00021887042538375746
Position 126: 0.0002002384055361998
Position 1094: 0.00019990658902173606
Position 5: 0.0001964484052810106
Position 395: 0.00012086244747616784
Position 668: 0.00011625048436762688
Position 169: 9.480025140187401e-05
Position 376: 8.632952291373783e-05
Position 183: 8.246971680647698e-05
Position 795: 6.691719384869808e-05
Position 966: 5.196118411740534e-05
Position 712: 3.407421252945827e-05
Position 441: 2.895781163298252e-05
Position 95: 2.8550583349800546e-05
Position 1075: 1.77198388849198e-05
Position 1158: 1.7560653221649316e-05
Position 423: 8.981623570840869e-06
Position 597: 6.540588140560459e-06
Position 1215: 5.843510131341141e-06
Position 575: 5.6386770458192185e-06
Position 7: 3.844108312692749e-06
Position 1049: 3.382562048553779e-06
Position 9: 2.8955700949179834e-06
Position 58: 2.097632753126609e-06
Position 431: 2.017869400478891e-06
Position 674: 1.9577698030138972e-06
Position 994: 2.053692214707504e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.9745247633540076
Position 982: 0.685047189817146
Position 1049: 0.06570727350247985
Position 1287: 0.05624314583711911
Position 1018: 0.03798082182687689
Position 1228: 0.022827414795690188
Position 501: 0.02201735662510248
Position 582: 0.012700112202593605
Position 739: 0.01057646350581281
Position 961: 0.00990944275992479
Position 261: 0.00915402461188733
Position 133: 0.008241174257508789
Position 1072: 0.005373183630883034
Position 423: 0.004660036642143003
Position 471: 0.004077059007906401
Position 350: 0.0036709579483957078
Position 399: 0.0034279610416237793
Position 994: 0.003119868069488649
Position 1215: 0.002533236926253943
Position 441: 0.0021599541919623917
Position 613: 0.0013885105373626736
Position 1305: 0.0008316917305232014
Position 315: 0.0007709811318290546
Position 789: 0.000678424354679736
Position 1090: 0.0005740744054114271
Position 234: 0.0005718677594185494
Position 745: 0.0005592082485600738
Position 1203: 0.00042541275301846834
Position 354: 0.00035739511052847373
Position 1241: 0.00029721614501734166
Position 477: 0.00022091818971758218
Position 137: 0.00020471579153114923
Position 450: 0.00020148433882052926
Position 104: 0.0001427259095744745
Position 403: 0.00013079077666435483
Position 818: 0.00010731474265324661
Position 1158: 9.267059151987614e-05
Position 545: 8.73707597742791e-05
Position 837: 5.4278183339173004e-05
Position 931: 5.1487883340884946e-05
Position 877: 4.9742187051518845e-05
Position 811: 3.357027522085682e-05
Position 285: 3.227708531774318e-05
Position 1163: 2.8843460934948e-05
Position 150: 1.5343157066792713e-05
Position 855: 1.5261226152894356e-05
Position 795: 1.4793491015561029e-05
Position 463: 1.3913069266194477e-05
Position 283: 1.146834479011849e-05
Position 275: 7.325479498102241e-06
Position 943: 4.930731324303182e-06
Position 1109: 2.8359532650786807e-06
Position 1099: 2.7521625323117845e-06
Position 82: 2.674423901780122e-06
Position 291: 1.218905425808658e-06
Position 694: 7.414567081249941e-07
Position 636: 3.5757366414433113e-07
Position 686: 9.20262489745264e-08
