Gene = Exph5
index = 390
Annotated 5SS: [  182 36323 38829 51533 65543]
Annotated 3SS: [36161 38671 51483 65406 70572]
SMsplice 5SS: [  182 17176 20295 23932 36323 38829 39801 43679 43877 51533 65543]
SMsplice 3SS: [17088 20131 23786 36161 38671 39623 43540 43785 51483 65406 70572]
top_k =  500
Partition function (log Z): -37.429056915155606

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9040975096192652
Position 431: 0.5707451248187324
Position 5030: 0.3519040606345203
Position 6147: 0.12942388474806213
Position 132: 0.09148149983419714
Position 507: 0.06771869661087532
Position 3293: 0.04977142749074433
Position 1275: 0.029560410840843616
Position 768: 0.02491214259538107
Position 2690: 0.023023137942363284
Position 8329: 0.00829096501073884
Position 5063: 0.007253904778097669
Position 553: 0.004913001220357911
Position 6285: 0.003590287383598407
Position 7884: 0.0033591207346099117
Position 270: 0.0031617715778800245
Position 3016: 0.0008160030094397628
Position 5203: 0.0005094036678434453
Position 435: 0.00021894105652249472
Position 223: 7.669949149001587e-05
Position 533: 5.211535706078723e-05
Position 312: 4.986091433539906e-05
Position 708: 3.643816144240046e-05
Position 664: 2.847397574243369e-05
Position 335: 1.935129534802938e-05
Position 764: 1.6796093790681296e-05
Position 83: 8.20407016022591e-06
Position 227: 7.3571324991786415e-06
Position 449: 7.121724733198733e-06
Position 407: 6.901588884258893e-06
Position 34: 6.758775496986354e-06
Position 439: 2.967480488667939e-06
Position 484: 1.331299376499237e-06
Position 72: 1.1956443576987578e-06
Position 932: 9.51210196854998e-07
Position 660: 8.503324748101021e-07
Position 8: 5.485429883734006e-07
Position 282: 2.20244002776219e-07
Position 303: 8.165181345727228e-09
Position 316: 1.5891224054674557e-09
Position 306: 1.2115747850863846e-09
Position 377: 6.718092329838522e-10
Position 1491: 6.562573374889935e-10
Position 495: 4.96470889106967e-10
Position 683: 3.098700761158678e-10
Position 414: 2.2915145485267735e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.3958681962690478
Position 4949: 0.23999414470065164
Position 5981: 0.2251569620708324
Position 269: 0.2071600551080638
Position 8328: 0.20485827302527124
Position 4909: 0.13484254763089526
Position 8914: 0.07205326157524126
Position 12123: 0.07068035038642057
Position 6314: 0.06651044140873139
Position 11328: 0.039572785744275016
Position 9813: 0.03863728794850221
Position 4320: 0.03733423320118807
Position 9529: 0.03238081973032355
Position 10187: 0.030908148105595275
Position 5352: 0.02938423320303086
Position 1149: 0.02842499927049943
Position 2065: 0.028069510359950298
Position 312: 0.02673181878542013
Position 11365: 0.02672983332213385
Position 362: 0.023987804285686695
Position 5656: 0.022226047680662712
Position 8429: 0.016916826740480725
Position 6231: 0.01582283520291812
Position 7791: 0.015583892676138108
Position 6463: 0.01444844994081034
Position 547: 0.014077775939865821
Position 8222: 0.013474117764788645
Position 2653: 0.013273317994602539
Position 11449: 0.012142361853220339
Position 578: 0.012077973402534295
Position 7512: 0.012049801082405607
Position 2518: 0.0119461474648694
Position 3220: 0.010944849344835778
Position 2962: 0.010273681453238561
Position 5564: 0.009072228850379397
Position 3170: 0.008344640121886147
Position 2279: 0.007867767527304838
Position 3148: 0.00710395797837632
Position 9694: 0.00597670072406435
Position 323: 0.00588313712261462
Position 3247: 0.0056359475094032805
Position 3177: 0.0053299393402319074
Position 5511: 0.004591334492179621
Position 3125: 0.004067665428568257
Position 5459: 0.0037916152220695025
Position 1223: 0.0035892276092100964
Position 2550: 0.003570599418422937
Position 8001: 0.003194804107358097
Position 3036: 0.002556582579107976
Position 1036: 0.0022990903674508355
Position 9376: 0.0022058368934256213
Position 3292: 0.0020848589269819896
Position 8974: 0.001979836938551627
Position 767: 0.0019394094023658538
Position 6117: 0.0017827427700377034
Position 1535: 0.0017489953416820426
Position 608: 0.001737334422680627
Position 4471: 0.001446957616893
Position 2316: 0.0014400037014031986
Position 1203: 0.0013275625637300904
Position 6397: 0.0013272018084186992
Position 244: 0.0012570411090921817
Position 1591: 0.0010673880059408902
Position 3640: 0.0010428344850491346
Position 4294: 0.0007676344145042257
Position 289: 0.0007524903860273588
Position 1840: 0.00073427837221382
Position 4054: 0.0006627161325702172
Position 3588: 0.000650537692610556
Position 3067: 0.000622395348301548
Position 6412: 0.0006161957245860892
Position 3484: 0.0006158023225047366
Position 612: 0.0005228616248399641
Position 3464: 0.000507810706200252
Position 594: 0.0004908440467171563
Position 2520: 0.000486103381810393
Position 3415: 0.000475528941374892
Position 2850: 0.00046794757609330167
Position 382: 0.00039689165176188374
Position 5383: 0.0003846899814966283
Position 1080: 0.0003673037034149947
Position 2479: 0.0003453318363345948
Position 4324: 0.00034223950188185393
Position 1089: 0.0003414463555699476
Position 3090: 0.0003221797405377872
Position 2219: 0.00030110623920788797
Position 4378: 0.00029348328909292737
Position 2003: 0.00029205631590796354
Position 1153: 0.00026475162028671904
Position 2183: 0.00026300067949968915
Position 868: 0.0002624029901201961
Position 1257: 0.00025153365609434353
Position 997: 0.00023762710069265454
Position 614: 0.00021336079595280687
Position 3900: 0.00020592119577060908
Position 855: 0.00019807805609375336
Position 235: 0.00019204991824239858
Position 715: 0.00019122853853925715
Position 712: 0.00015919202683836
Position 517: 0.00014453631068554512
Position 300: 0.0001281609376748429
Position 678: 0.0001257824475153458
Position 1974: 0.00011932855909360384
Position 1864: 0.00011200659386319627
Position 1176: 0.00011031606826030014
Position 282: 6.960091896870063e-05
Position 1393: 6.608450835737892e-05
Position 2889: 5.8202052306106e-05
Position 889: 5.6886106746952434e-05
Position 718: 1.0941654817278821e-05
Position 454: 1.091291513429498e-05
Position 525: 8.13490301509205e-06
Position 3006: 7.860132150969437e-06
Position 392: 7.666881542862856e-06
Position 396: 6.3905788719819945e-06
Position 377: 5.077405837507719e-06
Position 638: 4.6967470906866005e-06
Position 399: 3.7221487717175173e-06
Position 1227: 2.0942714759815502e-06
Position 1254: 1.920541258540624e-06
Position 625: 1.676934497293852e-06
Position 403: 1.6150392493954578e-06
Position 291: 1.3809481516230652e-06
Position 489: 1.28665808841524e-06
Position 1182: 1.0687162590130196e-06
Position 474: 5.685570808216415e-07
Position 649: 3.949824313351546e-07
Position 632: 3.799631495806791e-07
Position 532: 2.265218632443872e-07
Position 407: 1.6710642052007082e-07
Position 557: 1.0802102411242668e-07
Position 506: 6.975893020518533e-08
Position 979: 5.5605588866327315e-08
Position 1049: 4.646901685982542e-08
Position 804: 3.097906907609101e-08
Position 94: 9.53403447067207e-10
Position 481: 5.182469883601639e-10
Position 114: 4.877946622218982e-10
Position 111: 1.7770454261254176e-10
Position 131: 1.5471118801601886e-10
Position 1425: 5.2265619183435626e-11
Position 1326: 2.7839975767996754e-11
Position 80: 2.43530252871707e-13
Position 107: 1.411856915436129e-13
Position 118: 6.227896272313859e-14
