Gene = Gfy
index = 433
Annotated 5SS: [  81  787 2046 2478]
Annotated 3SS: [ 641  879 2303 2937]
SMsplice 5SS: [  81  787 2046 2478]
SMsplice 3SS: [ 641 1922 2303 2937]
top_k =  500
Partition function (log Z): -0.17833533310188987

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9960367790619192
Position 787: 0.972199835916533
Position 2478: 0.8667713528721146
Position 2046: 0.8485423232452286
Position 2567: 0.05581804207123873
Position 545: 0.052811897685180284
Position 1603: 0.04082147077359666
Position 1269: 0.015986919761793627
Position 498: 0.01510650387518443
Position 1035: 0.006431679640262168
Position 1967: 0.003919676464141614
Position 691: 0.0038307286917909737
Position 791: 0.003788160640325633
Position 1773: 0.002936053307089801
Position 2096: 0.002311983330433945
Position 2114: 0.0022911051589733977
Position 326: 0.001987868914408594
Position 1461: 0.0018546662774465846
Position 2996: 0.0017730604186506733
Position 882: 0.001507586570165313
Position 2279: 0.0014086285999842423
Position 1874: 0.0011367201362734029
Position 754: 0.0009875539249637765
Position 1233: 0.0009760618526390322
Position 806: 0.0009582519109845206
Position 948: 0.000937000541576782
Position 346: 0.0008535232809003879
Position 223: 0.0007472802774247044
Position 373: 0.00042244823587925614
Position 190: 0.00035561714007329456
Position 2033: 0.0003377905411804333
Position 178: 0.0002904144366757895
Position 2434: 0.00026486663532797805
Position 443: 0.00022703381203309104
Position 2340: 0.00020843411151985625
Position 585: 0.0001628515060870396
Position 515: 0.00015751325060564658
Position 617: 0.00014287340861069504
Position 3000: 0.0001211881854143409
Position 299: 0.00010918407716489976
Position 462: 0.00010552565209487458
Position 314: 9.09013096457638e-05
Position 296: 7.761822737378433e-05
Position 438: 7.463798469471384e-05
Position 188: 6.575191118683647e-05
Position 158: 5.710160588393066e-05
Position 500: 5.534647320634935e-05
Position 823: 5.4984164615704105e-05
Position 732: 5.491960302427415e-05
Position 421: 4.803060886698671e-05
Position 700: 4.6500637814838046e-05
Position 810: 3.908489909920029e-05
Position 555: 3.529904006631534e-05
Position 548: 3.0476847830542233e-05
Position 2482: 1.7245981063556963e-05
Position 989: 9.757620929987528e-06
Position 111: 8.012174702557019e-06
Position 1382: 7.475255462450855e-06
Position 1378: 7.020685890160079e-06
Position 201: 6.943977299570187e-06
Position 1369: 6.882177525923919e-06
Position 145: 6.7111980076889794e-06
Position 57: 4.4048452137017305e-06
Position 36: 3.742727190956371e-06
Position 707: 3.3166311437369616e-06
Position 231: 3.3000403766321734e-06
Position 686: 1.8463366077366848e-06
Position 793: 1.3726966907561614e-06
Position 954: 1.2914166752641958e-06
Position 206: 7.800443230911142e-07
Position 627: 4.7544672097171334e-07
Position 601: 4.644043086196567e-07
Position 738: 1.6885295417656603e-07
Position 2571: 2.546606956005981e-08
Position 60: 1.603900764311432e-08
Position 856: 4.249015421879557e-09
Position 812: 3.855551126359128e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 641: 0.9659325104244212
Position 2937: 0.74645335764866
Position 2303: 0.4940950503510967
Position 2372: 0.4151648815525858
Position 1922: 0.33886735425110337
Position 1966: 0.2866207366803009
Position 1847: 0.11875938191012579
Position 2960: 0.07806118792916554
Position 1984: 0.06072898779871551
Position 3083: 0.04399658305664832
Position 349: 0.03490569158434191
Position 2790: 0.02453365657830836
Position 497: 0.02361869141649329
Position 2427: 0.022821522546952692
Position 3023: 0.020902215585191324
Position 2604: 0.019405523486320513
Position 1506: 0.01892132057301743
Position 1187: 0.01291463006680507
Position 2566: 0.011803728553770421
Position 1934: 0.011270621124250849
Position 879: 0.0108967621719786
Position 1856: 0.010372935477998961
Position 1367: 0.009320943377290235
Position 222: 0.009309467396488684
Position 1926: 0.008949764989298012
Position 1752: 0.008132608298240274
Position 721: 0.00794790760323395
Position 1328: 0.00786586951359649
Position 1520: 0.006754845560409336
Position 2420: 0.0066149433676734514
Position 2433: 0.00532380042676679
Position 3056: 0.005195271597123462
Position 2909: 0.0050766365644664985
Position 433: 0.004489141894524281
Position 1954: 0.00443912637619662
Position 1882: 0.0037417582090734734
Position 1674: 0.0032844951986322323
Position 2319: 0.0032533236877305164
Position 2795: 0.0028741893640475153
Position 1003: 0.002450711438220226
Position 1719: 0.002258670950309508
Position 2261: 0.0020855439738742734
Position 1437: 0.001797338082738278
Position 584: 0.0017228702772938468
Position 616: 0.0016527725063305672
Position 1738: 0.0014311258374872476
Position 2463: 0.0011653484946413382
Position 2330: 0.0011240969233603307
Position 2257: 0.0010973874242310758
Position 1043: 0.0010027008412568377
Position 2571: 0.0009740604234068903
Position 1970: 0.0009477435800440461
Position 675: 0.0009444468426479897
Position 1592: 0.0008182246472269044
Position 1986: 0.0007523411624482106
Position 752: 0.000700638022000963
Position 1466: 0.0006946113782285341
Position 260: 0.0006906525524112017
Position 1189: 0.0005837237981052674
Position 2163: 0.0005298269277951908
Position 1992: 0.0005082634582149414
Position 391: 0.0004768910960657791
Position 2894: 0.0004208160128415787
Position 2546: 0.00040460617466115095
Position 2829: 0.000361359040030599
Position 1811: 0.000333836879698177
Position 2266: 0.0003128794455958882
Position 1898: 0.0003118836503705135
Position 3132: 0.00030838154038982874
Position 2168: 0.00030242825621739494
Position 1073: 0.0002950503391646612
Position 462: 0.00028993727864292426
Position 1056: 0.0002862790047082246
Position 397: 0.00025754316342822874
Position 1773: 0.00024189568645606278
Position 960: 0.0001926590351977248
Position 2141: 0.00018723059509222645
Position 373: 0.00018233847128914298
Position 686: 0.00017638868484477446
Position 1781: 0.00017003234533363354
Position 474: 0.00016576089721758607
Position 3170: 0.0001623426394980991
Position 185: 0.0001620904931618874
Position 977: 0.00016204823566294584
Position 2273: 0.00014499381479744024
Position 2522: 0.0001365829369698115
Position 1725: 0.00013321370326639618
Position 1207: 0.0001324147973781405
Position 2278: 0.0001310462083013158
Position 2751: 0.00012808884387194823
Position 1468: 0.0001265061290866662
Position 2006: 0.00011162614179112573
Position 1536: 0.00010959660643988351
Position 145: 0.00010110070567152075
Position 1688: 0.00010040592913987752
Position 1369: 9.473252458177391e-05
Position 3145: 9.154387043727365e-05
Position 1439: 8.86492042449431e-05
Position 1257: 8.547225023286119e-05
Position 2577: 8.365719166717949e-05
Position 2202: 7.130606395262549e-05
Position 2658: 6.216605779738283e-05
Position 2223: 5.841134774713029e-05
Position 2148: 5.1897665289345974e-05
Position 1121: 4.840920447795546e-05
Position 2194: 4.8041836982484916e-05
Position 2921: 4.6007901960015575e-05
Position 1698: 4.5457530685758753e-05
Position 1015: 4.282193054469388e-05
Position 2150: 4.007868682004628e-05
Position 2283: 3.8126174365008164e-05
Position 2477: 3.674463366339489e-05
Position 1522: 3.643168567275799e-05
Position 2230: 3.390151005172212e-05
Position 421: 2.6062715742781587e-05
Position 304: 2.5108044926197332e-05
Position 2502: 2.3874373990076913e-05
Position 228: 1.897185331176529e-05
