Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  500
Partition function (log Z): -6.146924393000741

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9643932608950238
Position 476: 0.7527352819862622
Position 6028: 0.6061137201033915
Position 68: 0.43333028127736284
Position 7659: 0.1758022974580593
Position 6463: 0.13366000599209638
Position 3140: 0.13336432723798747
Position 6421: 0.11630642186347523
Position 5826: 0.07867813499283698
Position 6505: 0.06949747247113064
Position 2571: 0.060945768297575545
Position 8351: 0.05404264400082187
Position 875: 0.04521690669886704
Position 4883: 0.04254412497366728
Position 1321: 0.04234313513651945
Position 1748: 0.041717590350902896
Position 63: 0.03687505414603079
Position 2486: 0.033157533308505294
Position 120: 0.03259158469353707
Position 5840: 0.028772736843431446
Position 135: 0.026350587781161443
Position 6547: 0.02606605439005877
Position 6407: 0.015488454299869652
Position 5870: 0.013714655402924368
Position 4319: 0.013397707881156972
Position 7189: 0.011330083506079065
Position 8743: 0.010519549835681968
Position 7626: 0.009947370210490993
Position 2635: 0.008674451397540736
Position 6724: 0.008641504977536022
Position 789: 0.008154044312916825
Position 3782: 0.007795445152081275
Position 5680: 0.007749138074370854
Position 2840: 0.007386486989032957
Position 4743: 0.005557385478673971
Position 4704: 0.004210711953232999
Position 304: 0.00395461932665909
Position 1580: 0.0038740436169120243
Position 981: 0.0036348324259279255
Position 110: 0.003566468826612516
Position 5654: 0.002780338368636998
Position 32: 0.0027419492408517127
Position 793: 0.0020926697010288514
Position 7429: 0.002080214152195657
Position 2676: 0.001880955001821876
Position 998: 0.0018750707769907705
Position 2875: 0.0018092293959015018
Position 713: 0.0016960378987373897
Position 1841: 0.0013364487235882961
Position 2425: 0.0012985411519297859
Position 5624: 0.0010377004228325198
Position 1110: 0.0008578590281946661
Position 2334: 0.0005933000433789202
Position 482: 0.0005182456560516108
Position 3729: 0.0004713005016469162
Position 3136: 0.0004381662284202655
Position 3145: 0.00043296219135570706
Position 6661: 0.0004229383788106973
Position 858: 0.00037221502060637876
Position 196: 0.0002043261979678354
Position 4592: 0.0001934327342258751
Position 267: 0.00013145954727493888
Position 142: 0.0001182276646989558
Position 130: 0.00011696439594998725
Position 147: 7.07897905919597e-05
Position 5545: 5.482381272661746e-05
Position 317: 5.328180637951866e-05
Position 215: 3.324695544408043e-05
Position 469: 3.131727941346234e-05
Position 2170: 2.837089081476706e-05
Position 4073: 2.3761668778084874e-05
Position 13: 2.310839585552461e-05
Position 480: 1.975144922900089e-05
Position 4265: 6.419316319834699e-06
Position 250: 6.050113120960473e-06
Position 233: 3.1932281917504594e-06
Position 621: 3.189571496603125e-06
Position 1232: 2.994799604807004e-06
Position 331: 2.029186407491099e-06
Position 271: 1.3025572607437468e-06
Position 325: 1.1941452500370191e-06
Position 613: 1.0371387295618537e-06
Position 678: 5.734361647937047e-07
Position 768: 3.7224383786139137e-07
Position 599: 3.660815796806184e-07
Position 680: 3.2777559231771897e-07
Position 786: 2.3533445126693632e-07
Position 333: 1.9989844575986924e-07
Position 735: 1.447502953436057e-07
Position 639: 1.2196969333665134e-07
Position 349: 9.059854109977347e-08
Position 3786: 5.0342644339125154e-08
Position 1121: 2.966649263358162e-08
Position 627: 5.11577996559611e-09
Position 866: 2.501143546789185e-09
Position 878: 2.3449504423815925e-09
Position 568: 7.472188249079029e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3529: 0.9357988854160177
Position 5749: 0.6505058730227358
Position 7541: 0.47382966281375166
Position 6313: 0.24836999069295948
Position 8643: 0.19660069562141688
Position 242: 0.17862077347697766
Position 6937: 0.13589620075122977
Position 3044: 0.09816826299074086
Position 5708: 0.08441940933588683
Position 8114: 0.07446814072092671
Position 8167: 0.0660163160295471
Position 2423: 0.062774270933479
Position 303: 0.06150425697157479
Position 765: 0.0443249536808335
Position 6294: 0.04153316239617078
Position 5497: 0.039238585314904754
Position 6421: 0.035628894449736756
Position 8871: 0.034798564950421836
