Gene = Nenf
index = 743
Annotated 5SS: [ 276 6735 8276]
Annotated 3SS: [ 6673  8171 11104]
SMsplice 5SS: [ 276 6735 8276]
SMsplice 3SS: [ 6673  8171 11104]
top_k =  500
Partition function (log Z): -4.7511022868346

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9670676443738627
Position 6735: 0.9139541190452986
Position 8276: 0.895447900841042
Position 1649: 0.493361718086717
Position 2860: 0.38342294510003244
Position 4791: 0.33029463687593824
Position 5301: 0.2656705403685957
Position 9757: 0.17525315404601866
Position 2059: 0.17490442988256139
Position 5001: 0.16116724483492842
Position 2685: 0.1258768765902669
Position 5272: 0.12026543393884306
Position 1416: 0.08914251055825256
Position 5444: 0.073507394078694
Position 5257: 0.07112864361519299
Position 10846: 0.06772614602967701
Position 7061: 0.04621984134877858
Position 5469: 0.04320052486686685
Position 6426: 0.025392939341151378
Position 6775: 0.0249085289072754
Position 4705: 0.018799274371356395
Position 452: 0.017269033326576807
Position 2680: 0.016564921543962975
Position 8003: 0.015269719675428861
Position 2729: 0.014577720912962135
Position 8229: 0.012907077512783539
Position 6592: 0.012578243608357135
Position 2023: 0.012287374874804594
Position 10404: 0.012269395821515915
Position 6278: 0.010929590618530887
Position 2656: 0.01008577712060349
Position 2134: 0.00976468442953503
Position 9342: 0.00918303722931583
Position 10360: 0.007408878689844573
Position 228: 0.006383983005349864
Position 2823: 0.005585248057070124
Position 3589: 0.00542060008021589
Position 5008: 0.004900477155441597
Position 3712: 0.004718918852149888
Position 7761: 0.0038258275179245765
Position 2745: 0.0030522477185052003
Position 9668: 0.002246435509472935
Position 9119: 0.0022316428251672156
Position 3472: 0.0019022904934634858
Position 8014: 0.0017917416071338876
Position 1708: 0.0014928947957379608
Position 1438: 0.0014302020738681672
Position 405: 0.001208364626710489
Position 8987: 0.0011684415204266138
Position 2870: 0.0009079891177681212
Position 1526: 0.0008088657643570552
Position 946: 0.0006289350805920197
Position 446: 0.0006257807755820496
Position 622: 0.0005336102451312328
Position 1605: 0.00047727787949264236
Position 4710: 0.0004540332150243759
Position 4089: 0.0004231979593593626
Position 3907: 0.00042075967733813386
Position 791: 0.00040226536332602553
Position 1098: 0.0003723356163084091
Position 1796: 0.0003707651244190022
Position 2632: 0.0003666846168546897
Position 665: 0.00034658479272746607
Position 1601: 0.00034055639358987374
Position 503: 0.000298397107132478
Position 2426: 0.00025953831332061714
Position 1713: 0.00025929783125734976
Position 409: 0.00024974048905491996
Position 150: 0.00018601845927377654
Position 1533: 0.00016509963762997658
Position 415: 0.00015838527050092245
Position 344: 0.00015359811996310877
Position 1680: 0.00012755843197956537
Position 2114: 0.00011794048044243447
