Gene = 4930558C23Rik
index = 55
Annotated 5SS: [136]
Annotated 3SS: [15785]
SMsplice 5SS: [  136 15660]
SMsplice 3SS: [15554 15785]
top_k =  500
Partition function (log Z): -13.11103813226925

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.8691564741720206
Position 276: 0.227578169660421
Position 2650: 0.22459715843846723
Position 2279: 0.15068680859952002
Position 353: 0.056863010731319684
Position 85: 0.019592273185689416
Position 7161: 0.015201662906079659
Position 2234: 0.011143808192395443
Position 2085: 0.009720562206539522
Position 2442: 0.00611661968726568
Position 669: 0.004376184059270482
Position 333: 0.004093324409531268
Position 6388: 0.003889906100402731
Position 2259: 0.003482895272942496
Position 5337: 0.00325221768396468
Position 2906: 0.0031216366525226216
Position 1588: 0.0029719947744249763
Position 2940: 0.0024759426548629304
Position 1862: 0.001819620875178056
Position 1866: 0.00147614222667964
Position 380: 0.0014343074977223407
Position 2228: 0.0013794974256084646
Position 976: 0.0013691807640508816
Position 55: 0.001086816560614136
Position 2526: 0.0010140527841292167
Position 182: 0.0008526563867539937
Position 1376: 0.000666834346890055
Position 1508: 0.00034669662033911294
Position 1394: 0.00033792996765097513
Position 140: 0.00030484956849399715
Position 1013: 0.00022656771519765417
Position 1758: 0.00019697244733754134
Position 435: 0.00014446637979835037
Position 117: 0.00011028289181437399
Position 115: 0.00010723587480558938
Position 2501: 8.606180532054715e-05
Position 1530: 8.39980073889603e-05
Position 2052: 8.174194754714002e-05
Position 2224: 6.604132395690094e-05
Position 1514: 5.776251186598676e-05
Position 504: 5.384471540862587e-05
Position 1985: 4.422092046085298e-05
Position 2733: 2.3212107086192704e-05
Position 19: 2.261323326645386e-05
Position 2654: 1.7034647277967865e-05
Position 40: 1.6855449572004302e-05
Position 102: 1.4931132674689502e-05
Position 3: 9.521356236422482e-06
Position 58: 8.169523375525884e-06
Position 31: 7.136964523148346e-06
Position 158: 3.7053536218434868e-06
Position 2146: 3.6323691885438233e-06
Position 161: 3.551867312178353e-06
Position 154: 2.7604544068780996e-06
Position 165: 2.0035435897096853e-06
Position 10: 1.7504273812109327e-06
Position 194: 6.939419589861853e-07
Position 375: 5.748960240003691e-07
Position 186: 3.331359774868717e-07
Position 169: 3.3309905856678734e-07
Position 188: 2.6840217207705965e-07
Position 357: 1.3462576410190314e-07
Position 499: 1.2280490123659886e-07
Position 411: 1.0268060279247934e-07
Position 252: 7.31676911059008e-08
Position 446: 2.041558778045361e-08
Position 1146: 1.8359282555956024e-08
Position 423: 1.4216612732900796e-08
Position 231: 3.4007439852279083e-13
Position 263: 8.702064380762217e-14
Position 280: 1.965456880736368e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2172: 0.2093078309735616
Position 261: 0.19190423997311107
Position 2598: 0.13594449439380266
Position 15785: 0.10400051284813445
Position 11921: 0.09707287764659317
Position 10736: 0.08734820305769389
Position 9490: 0.08231009800911122
Position 2353: 0.07628872259101961
Position 16348: 0.06598563921355449
Position 2819: 0.061706318763280886
Position 5538: 0.06039712411900364
Position 11918: 0.045368590136708006
Position 2557: 0.0381998848869017
Position 7034: 0.03582797304998007
Position 6279: 0.033108583674531074
Position 2391: 0.03255579746077636
Position 5235: 0.019294494454703024
Position 1313: 0.018756540977177157
Position 8212: 0.016564820604163248
Position 4293: 0.016549044036033994
Position 213: 0.015782693100633214
Position 11151: 0.01370163959528272
Position 180: 0.011671530732878948
Position 8603: 0.010321845087938717
Position 4825: 0.009618127484240431
Position 1984: 0.008938135918743024
Position 6467: 0.008008260719451085
Position 1529: 0.007785470977109867
Position 5021: 0.006820385971448695
Position 1798: 0.006504996281825844
Position 176: 0.006220782185017292
Position 6956: 0.006114541321617613
Position 1968: 0.005929493887374631
Position 2754: 0.005237384261867579
Position 6721: 0.004842067031165935
Position 691: 0.004595312905405849
Position 1072: 0.004557707789551123
Position 864: 0.0040535966397544
Position 8820: 0.003898401262175432
Position 4842: 0.003637865862921414
Position 4325: 0.0033291893512805374
Position 3919: 0.003184216920240669
Position 2394: 0.0031430488642049067
Position 1310: 0.0027516613017902754
Position 3135: 0.0026162369170964345
Position 7615: 0.0026136091091145783
Position 2495: 0.0025395204950413777
Position 1332: 0.002183881095367559
Position 590: 0.002030756313967739
Position 524: 0.002015390990614618
Position 4263: 0.0019134642354656577
Position 4241: 0.0016433702224178217
Position 4116: 0.0015757308558357402
Position 1503: 0.0015043787209075422
Position 5056: 0.0014852985007492957
Position 2120: 0.0014833765619492944
Position 566: 0.0014204244308585435
Position 2477: 0.0013116517237614614
Position 7181: 0.0012972820753135177
Position 5888: 0.0012781908938335016
Position 2724: 0.0012450298624225526
Position 6505: 0.0011695499062999756
Position 6896: 0.0011356592420568524
Position 1447: 0.0010019247636456603
Position 616: 0.00092476532000324
Position 5925: 0.0008991427207302164
Position 218: 0.0008600741725893993
Position 3367: 0.0006561090599152047
Position 1500: 0.0006366699675732593
Position 490: 0.0005452717253402103
Position 4786: 0.000535058670273379
Position 4763: 0.0005283285195751653
Position 4479: 0.00045680852844644536
Position 1709: 0.0004435095505758487
Position 4043: 0.00037348203878738087
Position 1692: 0.00036536045220808897
Position 3612: 0.0003450658538305468
Position 267: 0.0003290236775463793
Position 2939: 0.00027185226642659536
Position 2706: 0.00024471144423704797
Position 2085: 0.0002357467903171674
Position 2023: 0.00014456154662352571
Position 1003: 0.00010923471681333638
Position 571: 9.264998547318689e-05
Position 537: 7.778927538225356e-05
Position 520: 5.53999759348433e-05
Position 229: 3.197843079927183e-05
Position 2362: 1.5345918684335866e-05
Position 552: 7.67270130813706e-06
Position 543: 5.637957004905597e-06
Position 946: 4.301854487718775e-06
Position 275: 1.932770991051305e-06
Position 449: 8.681076585640624e-07
Position 231: 8.245641872347521e-07
Position 455: 8.219320871863269e-07
Position 872: 4.0011903756985085e-07
Position 1778: 3.516875461972856e-07
Position 741: 3.509637244621751e-07
Position 796: 3.231563533781918e-07
Position 813: 2.727975626495221e-07
Position 643: 2.1296192571951387e-07
Position 715: 1.921259080549743e-07
Position 775: 1.7219890097261794e-07
Position 322: 1.7165104335599726e-07
Position 237: 1.596175886864633e-07
Position 963: 1.529827282024936e-07
Position 663: 1.4390077177381182e-07
Position 1507: 7.902919782424458e-08
Position 316: 4.9923402711138964e-08
Position 1230: 4.888716520312411e-08
Position 1536: 1.2463499908115296e-08
Position 974: 1.1152954595907322e-08
Position 289: 7.983339158484922e-09
Position 102: 3.9171351597992486e-09
Position 592: 2.3374507390849426e-09
Position 430: 1.7182757618050778e-09
Position 303: 1.115016574679682e-09
Position 461: 7.36172860670186e-10
Position 140: 5.342141326099695e-10
Position 329: 4.362920339776424e-10
Position 293: 3.701302657881607e-10
Position 338: 2.430269068566629e-10
Position 296: 1.3903918495120113e-10
Position 128: 1.3390848560356105e-10
Position 364: 5.360333049446258e-11
Position 368: 5.074187314420725e-11
Position 336: 2.100064267375763e-12
Position 280: 1.482541521728228e-12
Position 342: 7.173626238299327e-13
