Gene = Treh
index = 1139
Annotated 5SS: [  108  7928  8193  8361  9500  9729  9933 10143 10389 10727 11493 11814
 12149 12448]
Annotated 3SS: [ 7826  8047  8272  9398  9635  9815 10019 10338 10531 11274 11701 12035
 12393 12642]
SMsplice 5SS: [  108  1656  7928  8193  8361  9500 10389 10727 11814 12149 12448]
SMsplice 3SS: [ 1566  7826  8047  8272  9398 10338 10531 11701 12067 12393 12642]
top_k =  500
Partition function (log Z): 10.64755685001177

Sorted 5' Splice Sites (High to Low Probability):
Position 7928: 0.9938949289501399
Position 8193: 0.9592215301576349
Position 11814: 0.9268709064367142
Position 8361: 0.9251195071491238
Position 10727: 0.8564568392788667
Position 12149: 0.8422624029867568
Position 108: 0.834385105647582
Position 12448: 0.7391163964997446
Position 10389: 0.709053302994727
Position 9500: 0.6682216994664724
Position 4589: 0.416381410799395
Position 688: 0.3849830429190633
Position 10143: 0.35860887695938176
Position 2010: 0.27106611083491083
Position 8676: 0.25165784253646983
Position 2311: 0.2290910903604889
Position 8697: 0.22039838104461218
Position 12507: 0.21560665452747868
Position 9933: 0.18439818972370536
Position 4549: 0.13661307540465553
Position 4618: 0.08624974809822257
Position 12163: 0.08323616202448021
Position 11605: 0.07982105137416426
Position 4585: 0.07122729721479405
Position 10657: 0.060969456863581725
Position 4311: 0.060851242628499065
Position 9729: 0.058781971861851065
Position 9937: 0.05681563670877611
Position 101: 0.04596100547035316
Position 10794: 0.041275751506087345
Position 6350: 0.04072663967918414
Position 6526: 0.04027806511489411
Position 4804: 0.03717875725503034
Position 1660: 0.03583251204746302
Position 649: 0.03185363926509578
Position 12695: 0.027855583383004
Position 2014: 0.017864173420962214
Position 4228: 0.017612320502718316
Position 11090: 0.016892807298880638
Position 11493: 0.016208874306923634
Position 9229: 0.01565825477386612
Position 9999: 0.015027745771518889
Position 9695: 0.015007450377271083
Position 1880: 0.01153791355638394
Position 10230: 0.011445731836662736
Position 9020: 0.009636771551584362
Position 5349: 0.00951729655494468
Position 1820: 0.009123159134063733
Position 116: 0.008432306587827447
Position 10441: 0.008347589917842879
Position 3339: 0.00677309342715651
Position 3437: 0.0061712281141811575
Position 699: 0.006045782738111127
Position 1744: 0.005979617720844302
Position 4593: 0.005861121872046897
Position 9548: 0.005731179118825226
Position 9901: 0.004561173621335575
Position 1649: 0.003666513316449428
Position 427: 0.0034066634494237607
Position 2765: 0.003048290927472777
Position 1716: 0.002746559835986958
Position 12720: 0.0024868546509262436
Position 10706: 0.0024764077880044116
Position 8414: 0.002394571683113293
Position 12462: 0.002170318856641294
Position 9919: 0.0018551039942896425
Position 3305: 0.0015803734779131673
Position 275: 0.0015242062231803158
Position 229: 0.0014758180613005881
Position 223: 0.0013613250247659237
Position 8069: 0.0012913457585042015
Position 2490: 0.0010548964017544178
Position 12422: 0.001054088489168866
Position 1636: 0.0008436496823841171
Position 12243: 0.0006991864315268685
Position 9789: 0.0006734018967604364
Position 75: 0.0006277105926333434
Position 782: 0.000570046406887847
Position 1431: 0.0005267874869489577
Position 400: 0.0004740416958651125
Position 1598: 0.00047018485272881297
Position 2019: 0.0004485564730370003
Position 9721: 0.00041396323927065954
Position 670: 0.0004103014552119115
Position 8388: 0.0004017363212559026
Position 1706: 0.0003767327941686037
Position 1663: 0.0003552695922715909
Position 869: 0.00026396532635663286
Position 12486: 0.0002526336764844988
Position 8973: 0.00020752419124120294
Position 808: 0.00020309976885005785
Position 1002: 0.00018954565794225526
Position 127: 0.00018655545006488426
Position 1619: 0.00012038285807094493
Position 8125: 0.00010408100578416691
Position 8525: 9.549501236913086e-05
Position 388: 7.072457250127127e-05
Position 129: 6.934289824788589e-05
Position 1621: 6.417631856711673e-05
Position 8146: 4.315473060329892e-05
Position 1300: 3.964516348759445e-05
Position 1156: 3.897342825934892e-05
Position 335: 3.06885823239176e-05
Position 10208: 2.370597933576551e-05
Position 324: 1.9420563767550585e-05
Position 506: 1.8966514395769437e-05
Position 562: 1.8825644399216903e-05
Position 298: 1.7841442473582565e-05
Position 442: 1.723336951194462e-05
Position 937: 1.650407546839169e-05
Position 1054: 1.4053966157522736e-05
Position 7: 1.1873264271284858e-05
Position 149: 1.1543150475036709e-05
Position 4551: 1.1176606533880574e-05
Position 4581: 1.0657464347041815e-05
Position 579: 1.0046266855662918e-05
Position 12435: 9.736444013851424e-06
Position 314: 7.742539243175206e-06
Position 262: 7.562015328478283e-06
Position 133: 7.517194033432114e-06
Position 19: 7.443037989559094e-06
Position 1365: 6.176387524564905e-06
Position 1397: 5.0148023509034e-06
Position 1389: 4.108779901570126e-06
Position 264: 3.994477238889458e-06
Position 12547: 3.960597198347841e-06
Position 131: 3.7795506631940583e-06
Position 12442: 2.6195978947344602e-06
Position 1292: 2.3026992145444604e-06
Position 436: 2.2786848823116542e-06
Position 12511: 1.8485932216120125e-06
Position 12528: 1.6503063440380915e-06
Position 1588: 3.446724942177372e-07
Position 12285: 1.4029832427400596e-07
Position 12130: 1.3875364268781929e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7826: 0.9658715429032123
Position 8047: 0.9533500160933679
Position 12642: 0.9085449276502778
Position 12393: 0.904446178940024
Position 8272: 0.9011845158252624
Position 10531: 0.7674557478381416
Position 11701: 0.7648279389920394
Position 9398: 0.7066165063685644
Position 4444: 0.6840197507332499
Position 10338: 0.6796133562515649
Position 12067: 0.5780365266589176
Position 9815: 0.31621592379815766
Position 500: 0.27906463860319847
Position 10019: 0.2567197462944072
Position 8595: 0.25072879798177633
Position 12035: 0.23882455354691023
Position 2182: 0.19461377745749256
Position 10637: 0.1556214097895332
Position 11662: 0.14950092071140333
Position 1869: 0.1281763070708534
Position 8577: 0.11549564650779562
Position 1766: 0.11504093478677596
Position 1566: 0.10709383719934903
Position 11454: 0.07343748327798211
Position 4141: 0.06459268215580112
Position 8441: 0.04817713386927186
Position 9785: 0.04669508491298319
Position 6243: 0.04224910165744594
Position 12767: 0.03526866643325053
Position 12082: 0.03273140881176292
Position 4724: 0.03263049159287879
Position 9635: 0.03254573751550982
Position 11889: 0.031994906461419025
Position 6341: 0.02950383726780004
Position 7786: 0.028942704720320577
Position 10634: 0.025829637940130996
Position 12903: 0.025801644074367948
Position 12336: 0.025684089681712558
Position 11990: 0.021488814691979028
Position 8529: 0.02043216396307091
Position 8279: 0.020036961231923812
Position 12646: 0.019995171899824218
Position 2214: 0.016777090917626095
Position 634: 0.016234635781722323
Position 11918: 0.016092912076061255
Position 8620: 0.014670568121074149
Position 10070: 0.014525968692821932
Position 3163: 0.01335358711946827
Position 406: 0.01274574426188117
Position 10289: 0.011899573173962615
Position 12870: 0.01152976866955334
Position 12212: 0.01106906543298158
Position 12780: 0.011050045143599497
Position 4464: 0.010968422648036942
Position 2053: 0.010932052804740423
Position 11756: 0.010746457616394551
Position 4455: 0.01058829928044834
Position 12282: 0.009942524090923704
Position 10960: 0.009867432591428933
Position 530: 0.008306870013523952
Position 10247: 0.008028628414886479
Position 10142: 0.007523089752429947
Position 9150: 0.007074565429472583
Position 11461: 0.007069139914218346
Position 11013: 0.00666334138480435
Position 4157: 0.006645514817896726
Position 8288: 0.006310196849256396
Position 6316: 0.005894645958795627
Position 10612: 0.005869139791897452
Position 5267: 0.0058621164284954
Position 12319: 0.005805220471746381
Position 4218: 0.005440624457493573
Position 4467: 0.005208979789737119
Position 10618: 0.005083781824866887
Position 10084: 0.0048778463938114565
Position 12070: 0.004842708286512454
Position 8902: 0.004835416495445956
Position 9175: 0.004727807248613082
Position 11559: 0.004677253037994727
Position 9368: 0.004362905763034006
Position 4458: 0.0041529017254621735
Position 11150: 0.003969049545698941
Position 2134: 0.003927211726978325
Position 5032: 0.003655180126449275
Position 8792: 0.003625404841205049
Position 9111: 0.0035637205297217884
Position 1875: 0.0035082850387939037
Position 6190: 0.003357119910036669
Position 1714: 0.0033548250434369056
Position 309: 0.003302498394557119
Position 12340: 0.0032633981722220502
Position 11357: 0.0031116777184987997
Position 2636: 0.0030482909274727778
Position 8096: 0.0030425822139543914
Position 12248: 0.0030331555006069704
Position 8456: 0.0027445617866415604
Position 12952: 0.002728663595084564
Position 8532: 0.002728155635483117
Position 8601: 0.0026946722755272923
Position 8112: 0.002666902101288368
Position 8499: 0.002549272059246366
