Gene = Prlh
index = 854
Annotated 5SS: [97]
Annotated 3SS: [740]
SMsplice 5SS: [97]
SMsplice 3SS: [740]
top_k =  500
Partition function (log Z): -9.361058563302873

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.48415147265359687
Position 186: 0.26688348500544407
Position 303: 0.238948839819404
Position 653: 0.023332374241619054
Position 402: 0.009335125041396566
Position 164: 0.006196332415014312
Position 446: 0.003740097815404039
Position 259: 0.001401110291768174
Position 644: 0.0010116455555045348
Position 467: 0.0005756426184407281
Position 283: 0.0005215703339196256
Position 128: 0.0003619470838668027
Position 487: 0.00033475957888961556
Position 532: 0.00020961450858385068
Position 492: 0.00019022827979736076
Position 101: 0.00017678240391953598
Position 462: 0.00015242523860423783
Position 300: 0.00012057089394355096
Position 657: 0.00011212980472627319
Position 209: 9.710900279780796e-05
Position 558: 7.731964974624016e-05
Position 253: 7.068040953036481e-05
Position 206: 6.519169154350877e-05
Position 333: 6.237250567012332e-05
Position 307: 6.04466925603929e-05
Position 673: 5.7143012919798164e-05
Position 318: 5.540890238277526e-05
Position 499: 4.082694359063047e-05
Position 592: 3.2740509255763686e-05
Position 291: 2.245425868511246e-05
Position 681: 2.016416701040829e-05
Position 527: 1.7499216969350733e-05
Position 450: 1.6204973670613668e-05
Position 45: 1.61175168667586e-05
Position 763: 1.5580301151004927e-05
Position 23: 1.5227553669972415e-05
Position 256: 6.755330260459738e-06
Position 355: 4.286839189837669e-06
Position 642: 2.6481125769835865e-06
Position 788: 1.6522390950423102e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 740: 0.8707145789424504
Position 300: 0.03994298382068667
Position 386: 0.028774522221454917
Position 230: 0.022587390444138895
Position 401: 0.015803286101358283
Position 541: 0.014496469803366512
Position 351: 0.011708619752496307
Position 244: 0.006442559189913545
Position 269: 0.006204294112782201
Position 680: 0.004369284933026086
Position 810: 0.004018104519096442
Position 446: 0.00228007200637962
Position 807: 0.001680049211626835
Position 482: 0.0014575511662870278
Position 612: 0.0013856616617540637
Position 783: 0.0013635029731237436
Position 691: 0.0008854152191699329
Position 897: 0.0007520724838127161
Position 206: 0.0004918324822016374
Position 185: 0.00034914446537654293
Position 628: 0.0003432630406653417
Position 558: 0.00032878177474090223
Position 273: 0.00032767376940106614
Position 804: 0.0002536045378148362
Position 858: 0.00025010325442752863
Position 190: 0.0002184129562581643
Position 815: 0.00014550015330210106
Position 430: 0.00014390353341119395
Position 171: 0.00010407411401544836
Position 472: 0.00010089710252997063
Position 307: 9.86692925741511e-05
Position 202: 8.686627219886388e-05
Position 696: 8.165039104413755e-05
Position 651: 5.966083964271045e-05
Position 879: 5.671726877088526e-05
Position 424: 5.664391421846083e-05
Position 450: 3.076992493515623e-05
Position 562: 2.091438453705923e-05
Position 407: 2.0080817584759792e-05
Position 906: 1.895219827546119e-05
Position 642: 1.5316337769738066e-05
Position 550: 1.4671698822232488e-05
Position 910: 1.0549940659486178e-05
Position 638: 1.0048508952546394e-05
Position 164: 4.479822543055073e-06
Position 822: 2.486850116903175e-06
Position 886: 1.8927878051544709e-06
Position 97: 2.1616852072656045e-09
Position 117: 1.2216788420434928e-10
Position 122: 1.081222611840125e-10
Position 89: 1.5691493067197224e-11
Position 101: 7.799423732412832e-12
