Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  500
Partition function (log Z): 1.963058618500927

Sorted 5' Splice Sites (High to Low Probability):
Position 6174: 0.9808098363469985
Position 4801: 0.9647164935547868
Position 1929: 0.9290708829725612
Position 4200: 0.8261196266664329
Position 3789: 0.5632329355260473
Position 541: 0.49051625751724337
Position 141: 0.41947549119109584
Position 10165: 0.27963005336010033
Position 154: 0.19513675866937574
Position 12493: 0.17388959017710715
Position 74: 0.17275973472468995
Position 4261: 0.15887296978008172
Position 14097: 0.15515381292294828
Position 15151: 0.15301113411611938
Position 3945: 0.1494135371001304
Position 557: 0.12351608009917327
Position 3610: 0.11416228721265512
Position 3830: 0.098120938934634
Position 1484: 0.08233234013298947
Position 9268: 0.07871906607420599
Position 1415: 0.0637768901203408
Position 100: 0.04205974729941019
Position 5243: 0.039963373643290896
Position 1467: 0.0351150706988862
Position 3669: 0.031036192900168257
Position 998: 0.029437790326708502
Position 3419: 0.02866399664476964
Position 11826: 0.026512023568014114
Position 7865: 0.02537932430247785
Position 1583: 0.021601853416499367
Position 9351: 0.021423624489274082
Position 5416: 0.019729361828767698
Position 6937: 0.016903058325670142
Position 1751: 0.015323083765030148
Position 1449: 0.013870324572485652
Position 5948: 0.013114824945030228
Position 5250: 0.010689885485496696
Position 11704: 0.010474093115651435
Position 12950: 0.009635137042803624
Position 3673: 0.00881831620372214
Position 5578: 0.008097067721737586
Position 16455: 0.007834945767767866
Position 3398: 0.007445046368603875
Position 1855: 0.007012702347143358
Position 3232: 0.0069721578957193005
Position 3775: 0.005897161211829749
Position 4756: 0.005837887798621647
Position 903: 0.0041679740120133596
Position 1549: 0.003924378639245439
Position 2497: 0.0036093443942444353
Position 3388: 0.003581308125311766
Position 106: 0.0035425002279346855
Position 1038: 0.0034110916601371717
Position 1557: 0.0032368238591431366
Position 7744: 0.003208029654186556
Position 5283: 0.002837124584712796
Position 6439: 0.0027729608761619118
Position 269: 0.0025364830560827005
Position 3755: 0.0025136467701820865
Position 19: 0.002512733131984897
Position 4313: 0.002506727532056882
Position 3493: 0.0023123504052280533
Position 1994: 0.002239509220975351
Position 7973: 0.0020805062586244497
Position 5240: 0.00196986354274097
Position 3627: 0.0019435815852053722
Position 5533: 0.0019418754913944501
Position 3822: 0.0018926477836363996
Position 3636: 0.0018067000512485905
Position 7142: 0.0017711062713115192
Position 1443: 0.0015935522638343632
Position 5006: 0.0015889938307562838
Position 2277: 0.0015449204990524831
Position 1705: 0.0014985412087698538
Position 1515: 0.0014686515569461516
Position 4515: 0.0014232724855215882
Position 6932: 0.0014130399501720086
Position 4322: 0.0013954327722366202
Position 993: 0.001349316281092348
Position 5562: 0.0013424230617413361
Position 1395: 0.0012808571292871936
Position 7114: 0.0011515001849135226
Position 6160: 0.0011424783502628376
Position 4843: 0.001132913749746015
Position 3634: 0.0011150523895636032
Position 2476: 0.001074442025737605
Position 3683: 0.0010565934848101076
Position 3688: 0.0010193186054214176
Position 3217: 0.000992124480862314
Position 1488: 0.0009581604873826761
Position 1958: 0.0009456177948158803
Position 1562: 0.0009326956168097129
Position 3949: 0.0009202284289384847
Position 1933: 0.0008891049468175013
Position 3662: 0.0007728744938186034
Position 6144: 0.0006690004939855279
Position 5347: 0.0005726578628045363
Position 61: 0.0005602040757655815
Position 6443: 0.0005597745960609597
Position 1274: 0.0005387936077338106
Position 2332: 0.0005310305498331064
Position 4447: 0.00039021058436309713
Position 8946: 0.0003833914560596804
