Gene = Fank1
index = 400
Annotated 5SS: [   110  76483  85367  91339  92492  93227 100053 103162 103489 103628]
Annotated 3SS: [ 76304  85241  91256  92416  93160  99886 103017 103410 103582 103736]
SMsplice 5SS: [   110  15433  21988  24879  33686  64072  76483  85367  85603  91339
  92735  93227 100053 103628]
SMsplice 3SS: [ 15306  21853  24784  33568  63954  76304  85241  85453  91256  92546
  93160  99886 103410 103736]
top_k =  500
Partition function (log Z): -53.11232962293047

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.8590853913466877
Position 6078: 0.5869587499180943
Position 15433: 0.24323361032836857
Position 15552: 0.2027089769662581
Position 6058: 0.15930779191008804
Position 14650: 0.10883426939595844
Position 707: 0.10694885880736167
Position 165: 0.05887247632441279
Position 12697: 0.05075997372383049
Position 11068: 0.048510469824319585
Position 6855: 0.036677088646730416
Position 3931: 0.025490333823797964
Position 11571: 0.022304048915680323
Position 1384: 0.02092632717003724
Position 2209: 0.015683366389333434
Position 3484: 0.014781776075782354
Position 244: 0.007041557221756895
Position 487: 0.005799025888895417
Position 6041: 0.005586608082777559
Position 342: 0.0045324089375230825
Position 6099: 0.0027635341829019854
Position 134: 0.0010882529328476844
Position 499: 0.0005872154393452251
Position 476: 0.00026556388546675603
Position 335: 0.00023323987110024033
Position 6339: 0.0001981489455267583
Position 870: 4.772827947448893e-05
Position 468: 4.2492795019825776e-05
Position 357: 3.4453621533668266e-05
Position 251: 3.220053906341251e-05
Position 41: 2.219944788146616e-05
Position 268: 1.5237165589372562e-05
Position 538: 9.35321221686128e-06
Position 390: 7.98349810335999e-06
Position 939: 7.359870916467593e-06
Position 746: 6.984667354929472e-06
Position 719: 6.892282807692945e-06
Position 262: 6.702253188780204e-06
Position 339: 6.5962712412096805e-06
Position 711: 6.3231625990464075e-06
Position 260: 4.1904531265835425e-06
Position 470: 4.188336714180364e-06
Position 302: 3.965145666351796e-06
Position 403: 3.93351384426331e-06
Position 442: 3.415440702888941e-06
Position 512: 2.3587387000488282e-06
Position 501: 1.959809996725957e-06
Position 454: 1.933456259562945e-06
Position 514: 1.525079304709975e-06
Position 456: 1.4262474196778847e-06
Position 304: 9.447278492257006e-07
Position 563: 8.592290661416971e-07
Position 460: 4.970263814432109e-07
Position 421: 4.2299594502066053e-07
Position 540: 1.426985740627732e-07
Position 428: 1.3070620112064822e-07
Position 407: 1.2302318988537726e-07
Position 595: 1.1525211869204157e-07
Position 593: 6.677702170111266e-08
Position 478: 3.457365207193368e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15306: 0.604799034890287
Position 17701: 0.3142279362816657
Position 5963: 0.27210288835677027
Position 16026: 0.2438847936921736
Position 5966: 0.20726762025901843
Position 5885: 0.16271735651403102
Position 14536: 0.13447455748667672
Position 5931: 0.10144182863495516
Position 14756: 0.08108906003058455
Position 11425: 0.05462103471870584
Position 12479: 0.05287042098616162
Position 10949: 0.048510469824319925
Position 6806: 0.040783044561050426
Position 600: 0.039552453767599485
Position 12081: 0.027578100154533533
Position 12107: 0.0188005488746763
Position 1265: 0.01560640036765217
Position 14759: 0.012172213650723258
Position 6001: 0.011617635654570104
Position 3783: 0.011547046270793821
Position 2064: 0.011004818233124495
Position 12012: 0.008648351516448206
Position 3218: 0.007755840711645342
Position 10065: 0.007191754055395813
Position 657: 0.006432294888807703
Position 6425: 0.005493986345905015
Position 6223: 0.00515161519837335
Position 3343: 0.004908159953161758
Position 2080: 0.004742101374982028
Position 11341: 0.004713311795963636
Position 10069: 0.004626651635326986
Position 3800: 0.004069760539119394
Position 3862: 0.004028698707563585
Position 3711: 0.003952489254699677
Position 5739: 0.003747476706651426
Position 4920: 0.0034258756233301905
Position 1197: 0.002762894775164121
Position 5519: 0.002727892052320761
Position 6664: 0.002622278013275782
Position 6714: 0.002449671272335587
Position 10729: 0.0019229197147081697
Position 5871: 0.0018048778424846216
Position 6689: 0.0016663880978514088
Position 1289: 0.0015754245068497937
Position 4678: 0.0014981216225599396
Position 1062: 0.0014916818565912007
Position 5819: 0.001462012319532566
Position 11977: 0.0013687409983154512
Position 5191: 0.001304531298159487
Position 3853: 0.0013020145639057903
Position 2767: 0.0012013651935776665
Position 3328: 0.0011785353946760706
Position 3408: 0.0011544941745159631
Position 475: 0.0010155125255063239
Position 5210: 0.0007985275780623445
Position 4958: 0.0007800210464963081
Position 3918: 0.0007600047870430416
Position 3437: 0.0007329908387790986
Position 1432: 0.0007253070492423791
