Gene = 1700025G04Rik
index = 14
Annotated 5SS: [   194  83581 109700 169079 174644]
Annotated 3SS: [ 83357 109604 169001 174582 196692]
SMsplice 5SS: [   194  60036  83581  86164  93467  96382 109700 115774 139271 168199
 169079 174644 190078 196602 196804]
SMsplice 3SS: [ 59919  83357  86025  93365  96276 109604 115636 139144 168013 169001
 174582 189996 196545 196692 202772]
top_k =  500
Partition function (log Z): -96.22150485905759

Sorted 5' Splice Sites (High to Low Probability):
Position 194: 0.982257521171245
Position 3474: 0.3471103270272813
Position 1555: 0.19823542224536425
Position 3305: 0.1645159099634855
Position 3447: 0.1410817646710391
Position 1605: 0.09504606332942961
Position 6124: 0.07835490693981192
Position 2773: 0.07087704898722091
Position 4464: 0.06584399141425436
Position 7297: 0.06413902090678769
Position 6104: 0.044286709640179174
Position 10091: 0.03562717699593011
Position 1194: 0.030743281205747718
Position 8697: 0.020692338137207056
Position 1532: 0.02037510494966627
Position 1621: 0.017648012917779725
Position 6471: 0.017380124869304656
Position 1711: 0.014494613331628606
Position 1574: 0.011932492297592773
Position 6594: 0.010423571929531923
Position 4265: 0.009473217576431449
Position 10788: 0.008218574616376692
Position 232: 0.007343454372050285
Position 2476: 0.007065436439212477
Position 3309: 0.004980284943291983
Position 1799: 0.0028970425126090523
Position 4203: 0.0020874642977926194
Position 4975: 0.0010791558330872225
Position 1446: 0.000720743057533848
Position 2876: 0.0006930106562972316
Position 423: 0.0005234688066258944
Position 942: 0.0004818492242525178
Position 290: 0.0004644964785968469
Position 81: 0.00025837056100969785
Position 3716: 0.00024047677320641273
Position 469: 0.0002213982924312581
Position 1043: 0.000159987274506515
Position 2846: 0.00012395220348113405
Position 655: 9.49697841344686e-05
Position 471: 9.135872884125505e-05
Position 404: 7.095470346827106e-05
Position 412: 3.523437112868444e-05
Position 1025: 3.309225517156321e-05
Position 1142: 3.222631643694556e-05
Position 875: 2.7823598114356506e-05
Position 1324: 2.3993954974953616e-05
Position 617: 2.3169091834484734e-05
Position 944: 2.0387470280789764e-05
Position 1106: 1.7255031591587375e-05
Position 1282: 1.713533617303671e-05
Position 1311: 1.6420808296935056e-05
Position 691: 1.627558453894272e-05
Position 840: 1.3156992960462042e-05
Position 1519: 1.3047581499181559e-05
Position 543: 1.3032868798665392e-05
Position 722: 1.2995212244564248e-05
Position 1514: 1.2929531001745766e-05
Position 708: 1.2289297081484472e-05
