Gene = Retreg2
index = 897
Annotated 5SS: [ 343  690 1168 1654 1921 2318 2568 3030]
Annotated 3SS: [ 582 1136 1517 1835 2173 2472 2893 3643]
SMsplice 5SS: [ 343  690 1654 1921 2318 3030 3934]
SMsplice 3SS: [ 582 1517 1835 2173 2893 3643 4044]
top_k =  500
Partition function (log Z): 3.1022219621922793

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9406024454259966
Position 2318: 0.9234406771949041
Position 3030: 0.9107345984858546
Position 690: 0.9015239888987804
Position 1921: 0.831049089667021
Position 343: 0.751900753999937
Position 3934: 0.4821229822768217
Position 2568: 0.44740977303363916
Position 96: 0.26351666730050005
Position 1168: 0.13914758557058293
Position 1357: 0.05424560037629529
Position 4228: 0.04522722056666452
Position 1419: 0.040790062597621746
Position 1300: 0.033537988598085815
Position 3321: 0.0283814535943616
Position 3668: 0.02507390243413849
Position 159: 0.02161313710682236
Position 74: 0.021193007627940696
Position 459: 0.017580835263465648
Position 491: 0.014896193937912505
Position 3746: 0.01400730713838261
Position 3344: 0.013036879427202991
Position 2573: 0.010635791342902967
Position 2619: 0.009884947726795388
Position 3328: 0.006804490899993449
Position 1433: 0.0048467762283855124
Position 792: 0.00483436905757242
Position 4258: 0.004826874953229036
Position 885: 0.0038517641809854715
Position 2052: 0.0027581699914492413
Position 716: 0.002370928965910584
Position 444: 0.002288941079720004
Position 2380: 0.001625805405840409
Position 1272: 0.00162191376014004
Position 4442: 0.0013871358518122475
Position 2637: 0.0012669449736726695
Position 2008: 0.0012059362202180971
Position 311: 0.0011139353680422823
Position 3941: 0.0009826561948426714
Position 2180: 0.0009058589694824813
Position 959: 0.0007592182961934222
Position 406: 0.000747698104192309
Position 284: 0.0007244582644329688
Position 90: 0.000657182033619049
Position 257: 0.0006215462107496271
Position 2368: 0.0005243127527077582
Position 963: 0.00048506352422492864
Position 2098: 0.00039681344857811236
Position 2987: 0.00038187793129975344
Position 3844: 0.00037065813458538087
Position 2530: 0.000364907800254997
Position 111: 0.00036479753823561275
Position 2134: 0.00032944503323989997
Position 2614: 0.0002883861811519224
Position 1208: 0.00028532287312419574
Position 1324: 0.0002741365166601277
Position 4808: 0.00024683228873281316
Position 1962: 0.00024404298793757605
Position 3384: 0.00023999446042411503
Position 3315: 0.00022998683321343285
Position 1899: 0.00020783491173348133
Position 2627: 0.00020071355191336564
Position 1369: 0.00018726540133348624
Position 1364: 0.00013475482029749449
Position 1720: 0.00013075595796434026
Position 475: 0.00011681392328478647
Position 3566: 0.00010269234745839277
Position 2565: 8.55650955753509e-05
Position 1977: 8.282036071493103e-05
Position 583: 8.092334596227392e-05
Position 3325: 7.828352379377857e-05
Position 2979: 7.683823865105684e-05
Position 428: 7.508889186855275e-05
Position 483: 7.250588097420416e-05
Position 2546: 7.125718264066432e-05
Position 1925: 6.749474346543655e-05
Position 1957: 6.4440724910572e-05
Position 1917: 5.8266741854638234e-05
Position 1629: 5.01985033932526e-05
Position 1999: 4.6129007640359535e-05
Position 2170: 3.723993780700755e-05
Position 1711: 3.717885912121985e-05
Position 1699: 3.498544555200914e-05
Position 1717: 3.456532289184726e-05
Position 2153: 2.812564171832463e-05
