Gene = Nmd3
index = 753
Annotated 5SS: [  138   482  2407  4473  7434  8549  9671 13140 14105 18053 19670 21644
 23301 24851 26384]
Annotated 3SS: [  423  2271  4375  7352  8419  9579 13060 14007 17934 19523 21530 23227
 24743 26312 26786]
SMsplice 5SS: [  138  4473  7434  8549  9671 14105 18053 19670 23301 24851 26384 26898]
SMsplice 3SS: [ 4375  7352  8419  9579 14007 17934 19588 23227 24743 26312 26786 28861]
top_k =  500
Partition function (log Z): 0.5431940084188929

Sorted 5' Splice Sites (High to Low Probability):
Position 19670: 0.981296606229674
Position 18053: 0.9643220014362124
Position 7434: 0.9617825717635256
Position 8549: 0.9608722177207032
Position 26384: 0.9204893138222233
Position 24851: 0.8469531700659608
Position 14105: 0.8371393856631446
Position 9671: 0.7931751559724113
Position 26898: 0.7015613325957987
Position 4473: 0.6429263870920519
Position 23301: 0.5869320239275356
Position 138: 0.5008508027499771
Position 13140: 0.47071603873668855
Position 13429: 0.41826612864472845
Position 23869: 0.3551268601804684
Position 2407: 0.34810138544199554
Position 1970: 0.30116484344778666
Position 7014: 0.17316573576492947
Position 578: 0.17136293164708766
Position 24041: 0.16613171734419174
Position 547: 0.1599362076838579
Position 67: 0.14230534253582394
Position 482: 0.11336604824795088
Position 20822: 0.107840472619399
Position 26722: 0.0907143175645707
Position 49: 0.08977355306348278
Position 8118: 0.08091344956616282
Position 23443: 0.07951100053277431
Position 74: 0.07071355646094393
Position 12075: 0.0701936700864103
Position 21644: 0.06805708778114933
Position 735: 0.06700431399121376
Position 13810: 0.05600906457221555
Position 8904: 0.054364348123619906
Position 11506: 0.05353551461268193
Position 566: 0.04255882855840857
Position 45: 0.040704531285385454
Position 3877: 0.03744171325928312
Position 4748: 0.03372652919511022
Position 12119: 0.0335168602493042
Position 26431: 0.03323541286143348
Position 8900: 0.030419729551603644
Position 20850: 0.02874561008159826
Position 26889: 0.0227180569729996
Position 4477: 0.0188520113157627
Position 27810: 0.018545456673951178
Position 8908: 0.018398605489971954
Position 20496: 0.016268087878067945
Position 21958: 0.014809499336409463
Position 13434: 0.011609756361421551
Position 21309: 0.01123068691142446
Position 77: 0.011189962845834229
Position 8007: 0.009577051379773995
Position 26152: 0.009031711744599226
Position 244: 0.008389476016631616
Position 21686: 0.007683067574813717
Position 591: 0.007440300516346223
Position 28710: 0.007021133303981141
Position 26419: 0.005991141876965937
Position 24879: 0.005808042809006662
Position 1534: 0.005733141323978233
Position 26710: 0.004926410719341601
Position 1540: 0.004784495184453076
Position 1041: 0.00431439900685527
Position 13136: 0.004279211897380743
Position 7975: 0.00410665358614678
Position 20920: 0.003999816056362132
Position 248: 0.0034153035985168704
Position 21636: 0.003353366484663602
Position 23990: 0.0032461665562352245
Position 1976: 0.0032375511394920876
Position 28648: 0.003047581484425059
Position 20200: 0.0029235454591697045
Position 2182: 0.0026546312515938622
Position 26460: 0.0023688356451472756
Position 23682: 0.0018837657675553586
Position 24915: 0.001819300941579431
Position 4468: 0.0013998749002708092
Position 26619: 0.0013766588388282365
Position 1999: 0.0013112621502503815
Position 1865: 0.0012785666445617266
Position 53: 0.0010247171838419342
Position 26719: 0.0009373546664814944
Position 105: 0.000870544691440007
Position 5351: 0.0007671755826774555
Position 26651: 0.0006263230691499732
Position 528: 0.000606101799752298
Position 694: 0.0005333528408256644
Position 2947: 0.0005254253259387734
Position 206: 0.0005190193796855827
Position 28691: 0.00040139092156720596
Position 8537: 0.0003946790936885927
Position 142: 0.00037383037312320667
Position 18297: 0.0003662791846153333
Position 149: 0.00035905886796473973
Position 81: 0.0003445791561952584
Position 21290: 0.0003047583465046776
Position 8569: 0.0002877503164103736
Position 11194: 0.0002834973345150323
Position 338: 0.00026962099421711574
Position 1227: 0.00021828717638598753
Position 5220: 0.00018583459081748053
Position 18058: 0.00013370663114541597
Position 19835: 0.00012577173098671576
Position 20759: 0.00010574957833110828
Position 26390: 9.539205512155023e-05
Position 111: 9.27068978336611e-05
Position 95: 6.895681065065081e-05
Position 23: 6.758392045241692e-05
Position 340: 5.515424002108089e-05
Position 424: 4.919530461097331e-05
Position 26407: 4.156807674253075e-05
Position 26404: 4.0523272765425384e-05
Position 2600: 3.7216277788670936e-05
Position 306: 3.25655620656923e-05
Position 403: 3.080005238188971e-05
Position 109: 2.9852582598891135e-05
Position 250: 2.8131172189175328e-05
Position 357: 2.7672530186133747e-05
Position 26388: 1.847475912990536e-05
Position 394: 8.890013677619431e-06
Position 10930: 8.388147072949732e-06
Position 18110: 7.116181407607315e-06
Position 51: 6.743884902244488e-06
Position 10517: 5.454130836036042e-06
Position 443: 5.338188531044675e-06
Position 10948: 5.114494668580114e-06
Position 10925: 1.8762750330640695e-06
Position 455: 6.0571934184323e-07
Position 123: 5.431886541399387e-07
Position 9940: 6.664600186482272e-08
Position 614: 2.6395137088233893e-08
Position 596: 2.011155166855611e-08
Position 9298: 1.3430686843392671e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 26312: 0.9671237975871904
Position 17934: 0.9644628242487655
Position 7352: 0.9249951611918011
