Gene = Taf1d
index = 1056
Annotated 5SS: [  36 1574 2668 3787 4162 5448 6589 8884 9193]
Annotated 3SS: [  624  2276  3610  4109  5278  6525  7741  9134 10640]
SMsplice 5SS: [  36  743 1574 3787 4162 5448]
SMsplice 3SS: [  624  1479  3610  4050  5278 10640]
top_k =  500
Partition function (log Z): -0.01742274833367219

Sorted 5' Splice Sites (High to Low Probability):
Position 3787: 0.946044491410826
Position 1574: 0.9318509588694366
Position 4162: 0.8988210143813027
Position 5448: 0.7966562461650608
Position 36: 0.7915708752785441
Position 743: 0.6127774070653845
Position 390: 0.4849756038755602
Position 9089: 0.2959002729808986
Position 2668: 0.281491955802544
Position 7910: 0.26134502578961805
Position 8017: 0.09052029358438358
Position 2992: 0.08665666312981835
Position 8884: 0.06553689575653433
Position 4770: 0.05728718122354843
Position 248: 0.044643075309695926
Position 9229: 0.03890322549728604
Position 7434: 0.037863192081638616
Position 1579: 0.03784524605197697
Position 6589: 0.026935831020099135
Position 6490: 0.02682335132877049
Position 9193: 0.02626702793727212
Position 65: 0.025356857038389916
Position 5975: 0.024303904727735717
Position 214: 0.022239053686486127
Position 7335: 0.02159071613820101
Position 2559: 0.019831318279195445
Position 379: 0.018692803865315258
Position 9389: 0.017203569155597044
Position 2704: 0.01555878970002805
Position 7412: 0.015275039839276583
Position 192: 0.013863038459141528
Position 9252: 0.013806168619856323
Position 7657: 0.01296717023799218
Position 1139: 0.011552821363244765
Position 4075: 0.009262804360618734
Position 9016: 0.008153179557373576
Position 4956: 0.007515019960458647
Position 4155: 0.007402866961728499
Position 475: 0.006814756716695954
Position 384: 0.006398603910673248
Position 5941: 0.005925139452850942
Position 2399: 0.005485475066128757
Position 8071: 0.005204935318504883
Position 3818: 0.004426297245229312
Position 374: 0.003968371091965637
Position 4793: 0.0036211084331530118
Position 4351: 0.0035929434499234387
Position 4560: 0.00311862096699223
Position 1672: 0.002698901965620694
Position 7785: 0.0026805779887464284
Position 3107: 0.0022856113635209498
Position 1149: 0.002226641524119479
Position 1592: 0.002104668894855206
Position 3655: 0.002005222870138638
Position 4411: 0.0019901445428785907
Position 9365: 0.001836414232679317
Position 3537: 0.0017931480843043717
Position 2997: 0.0016909692768235006
Position 344: 0.0014537410234495042
Position 3999: 0.001429798176715542
Position 2022: 0.0013857762461964842
Position 4597: 0.0011846998642238674
Position 3169: 0.0011360911462474648
Position 112: 0.0011185293383240197
Position 2131: 0.0011091676059053306
Position 1322: 0.0011013826364044425
Position 1180: 0.000993872431124714
Position 396: 0.0009299873258957471
Position 363: 0.0008432959105823202
Position 5571: 0.0008194661488325124
Position 526: 0.0006096876484203032
Position 4857: 0.0005851054130119934
Position 997: 0.0005355334208910172
Position 5199: 0.0005203096503236006
Position 6722: 0.0005168458962578273
Position 4669: 0.0004729483313070802
Position 6829: 0.0004621592056080399
Position 135: 0.0004327590842239955
Position 5754: 0.0004049598837867259
Position 6171: 0.00035493446531294437
Position 3759: 0.00032924986993361916
Position 1373: 0.000282614206680008
Position 6350: 0.00025824987493586134
Position 43: 0.0002548400827838247
Position 4652: 0.0002541280475824969
Position 3910: 0.0002150235986088881
Position 5469: 0.00016996437390724746
Position 756: 0.00014816942703223056
Position 284: 0.00012890683049826624
Position 216: 0.00011852675663693733
Position 360: 0.00010063604451503931
Position 198: 8.643857577806654e-05
Position 255: 8.070837701710327e-05
Position 5705: 7.100506973559378e-05
Position 97: 6.912331094761248e-05
Position 479: 6.528001980159679e-05
Position 502: 6.211805938165578e-05
Position 452: 6.057070244414542e-05
Position 4166: 6.027621439046762e-05
Position 5478: 5.3154266083313524e-05
Position 234: 4.5489452044506554e-05
Position 4159: 3.584490097040634e-05
Position 559: 3.032872870515114e-05
Position 326: 2.7701868828579358e-05
Position 260: 2.3220377867216115e-05
Position 4145: 2.2106457394639404e-05
Position 4204: 2.1501558197247386e-05
Position 241: 2.1367171940745035e-05
Position 53: 1.978389053910733e-05
Position 4198: 1.9504106947042217e-05
Position 529: 1.1844572137267923e-05
Position 469: 5.180729327405998e-06
Position 4494: 5.08649621559462e-06
Position 46: 2.4109765804401806e-06
Position 2043: 1.386508987336917e-06
Position 2069: 6.457055893388829e-07
Position 300: 4.978302189347694e-09
Position 289: 5.366049548811536e-10
Position 246: 9.149024020005832e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1479: 0.9115257942186968
Position 3610: 0.8942490625759804
Position 4050: 0.8150648379993791
Position 5278: 0.7926277207427872
Position 10640: 0.6894022834418573
