Gene = Sdccag8
index = 956
Annotated 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  39243  53705
  60039  63447 105027 131576 133730 141264 197356]
Annotated 3SS: [ 10091  11538  14209  16396  25624  30163  30520  39103  53551  59903
  63329 104883 131447 133620 141131 197228 205454]
SMsplice 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  34535  39243
  47950  53705  56008  60039  63447  72940 105027 111800 113100 116408
 117294 131576 133730 141264 150425 156432 158513 197356 198054 205287]
SMsplice 3SS: [ 10091  11538  14209  16396  25624  30163  30520  34402  39103  47751
  53551  55891  59903  63329  72850 104883 111700 112957 116300 117166
 131447 133620 141131 150307 156343 158434 197228 197925 205172 205454]
top_k =  500
Partition function (log Z): -68.68636559708902

Sorted 5' Splice Sites (High to Low Probability):
Position 25766: 0.9999990704986695
Position 14324: 0.9976347107601677
Position 16523: 0.9970658752806317
Position 11625: 0.9798899166717666
Position 30710: 0.9727234398752906
Position 396: 0.9448937026722051
Position 10245: 0.768252933641954
Position 30229: 0.7478497430128342
Position 19936: 0.696745461054089
Position 6832: 0.45486857475183246
Position 21077: 0.4400078532409488
Position 34535: 0.41415159665148105
Position 20136: 0.3411014180782626
Position 23729: 0.34083483065746756
Position 15175: 0.25472869781254204
Position 13929: 0.23668580087572721
Position 18076: 0.1975766690592543
Position 5351: 0.19174797637758897
Position 30927: 0.19040489993194937
Position 16062: 0.18106736060590406
Position 23964: 0.17868242417819774
Position 20661: 0.17464625894017355
Position 617: 0.16588189765279135
Position 36304: 0.1606466333189549
Position 19697: 0.15180448149807368
Position 28630: 0.11840393490735064
Position 26579: 0.11134888720388139
Position 30279: 0.1063329258994756
Position 21025: 0.10346533050878584
Position 15720: 0.10029731477013112
Position 32033: 0.094424565477091
Position 3529: 0.09047885784611255
Position 27093: 0.08598950653244694
Position 30395: 0.08064091171611291
Position 27669: 0.07418761063345594
Position 31614: 0.049402314866789455
Position 36939: 0.0464576837927506
Position 29909: 0.043189877650558886
Position 19017: 0.0411886546595238
Position 27985: 0.034584165337873445
Position 23769: 0.033794597354147526
Position 174: 0.031216885439334246
Position 38064: 0.03040838796907687
Position 15587: 0.029940986306143846
Position 4121: 0.02977327173696821
Position 32053: 0.023983731436206787
Position 16336: 0.023296040930875454
Position 15259: 0.021374449957991218
Position 434: 0.021269340429050945
Position 30410: 0.01855556733673419
Position 27819: 0.017263716214653387
Position 27678: 0.017053163443887735
Position 30265: 0.016337038365329265
Position 21196: 0.015933840034183723
Position 16066: 0.015261759697079075
Position 39192: 0.014535393673716708
Position 26042: 0.013669289605860637
Position 29213: 0.01300543346158493
Position 15976: 0.01054463529056022
Position 15134: 0.009981357073372886
