Gene = Prune1
index = 864
Annotated 5SS: [  492 13846 16659 18485 19866 22837 24050]
Annotated 3SS: [13752 16455 18299 19706 22741 23890 26648]
SMsplice 5SS: [  492 13559 13846 16659 18485 19866 22837 24050]
SMsplice 3SS: [13462 13752 16545 18388 19706 22741 23890 26648]
top_k =  500
Partition function (log Z): 7.508328501968537

Sorted 5' Splice Sites (High to Low Probability):
Position 492: 0.9999999999999973
Position 19866: 0.9930474095295211
Position 22837: 0.9868152750423731
Position 16659: 0.973496400266809
Position 13559: 0.9684637772245442
Position 13846: 0.9659595709579005
Position 24050: 0.8923877741061471
Position 18485: 0.8501771783964287
Position 26838: 0.346985111701486
Position 14279: 0.30215402820569054
Position 14349: 0.1662685424162494
Position 18024: 0.12853121162254144
Position 26848: 0.12152850936568536
Position 17926: 0.0759140918706492
Position 18019: 0.06300770112813367
Position 18497: 0.05080590850181894
Position 23199: 0.0458377058495764
Position 19095: 0.045057131150629814
Position 24002: 0.04225667962456607
Position 14641: 0.036760350630096736
Position 21167: 0.030468622832104084
Position 19091: 0.028487093252876988
Position 21120: 0.026093550930986035
Position 17680: 0.023997989353839084
Position 18045: 0.02374418995641943
Position 26454: 0.022262569442895116
Position 14563: 0.019228543448942016
Position 25292: 0.017582906106807863
Position 24910: 0.01701035682783921
Position 23642: 0.014272577051017494
Position 17365: 0.01420907841913012
Position 26262: 0.013089995802594791
Position 26751: 0.011019342917204902
Position 14236: 0.010562572565249348
Position 27869: 0.010003486130874652
Position 23761: 0.008961239964467262
Position 27281: 0.008853619105178488
Position 17706: 0.00838514559504919
Position 23757: 0.008158518698118303
Position 18165: 0.007423593185316276
Position 23651: 0.007389083045474878
Position 23364: 0.0072346528160227835
Position 15457: 0.007112976354670699
Position 24343: 0.007004248449847567
Position 19119: 0.0057939432236644405
Position 18073: 0.005354166100890988
Position 21264: 0.0052510971330852405
Position 17544: 0.004375600828707766
Position 18170: 0.003973553525665177
Position 26844: 0.0038975460297217255
Position 24989: 0.0037562845617962687
Position 23551: 0.0036975050101297957
Position 20542: 0.0035953421201030543
Position 19932: 0.003226761036729925
Position 18069: 0.0032003901801211793
Position 23538: 0.003178899227791376
Position 25225: 0.002917804050411106
Position 14904: 0.0025400219527187775
Position 24815: 0.0024798789311599187
Position 18771: 0.002429283114282999
Position 20333: 0.0023453601146160926
Position 22978: 0.002341641167250306
Position 14360: 0.0021447681200951843
Position 21399: 0.0017921249251944512
Position 23436: 0.0017847189584131622
Position 24077: 0.0017597472528764998
Position 19895: 0.0017431359566530554
Position 18825: 0.001650731397291022
Position 21301: 0.0015156776726944494
Position 24139: 0.0013939642340665536
Position 23222: 0.0013416245148396126
Position 18975: 0.0012282364178256497
Position 18160: 0.001150427123813196
Position 27114: 0.0010736635315825298
Position 18397: 0.0009825460951264544
Position 25882: 0.0009391773205793214
Position 23429: 0.0008784167960132734
Position 26348: 0.0007589414478351274
Position 18538: 0.0007142071241290644
Position 26890: 0.0005835613494696661
