Gene = Iqcf3
index = 589
Annotated 5SS: [   69   288 17731]
Annotated 3SS: [  239 17667 19147]
SMsplice 5SS: [ 288 2519]
SMsplice 3SS: [2437 7222]
top_k =  500
Partition function (log Z): -11.723191013830967

Sorted 5' Splice Sites (High to Low Probability):
Position 2519: 0.5928316374189428
Position 288: 0.5758467998637148
Position 915: 0.5234788861847617
Position 457: 0.4351154807043852
Position 4511: 0.3924877137003221
Position 9328: 0.362958457781762
Position 3108: 0.29681463678548714
Position 4700: 0.21981009177204194
Position 7564: 0.18977383898146508
Position 69: 0.18612000310195162
Position 993: 0.17461949632917234
Position 3070: 0.13017218190082347
Position 10111: 0.12979932797953103
Position 7375: 0.07946102131617261
Position 10680: 0.0766758829747582
Position 718: 0.06830778617030873
Position 6431: 0.05568572185406288
Position 3192: 0.05300090948552161
Position 7322: 0.04783885370350978
Position 1595: 0.03745165335478188
Position 1305: 0.03730856047085151
Position 4605: 0.03468618578740608
Position 1685: 0.026585633685527056
Position 755: 0.018131151496375685
Position 391: 0.018032097846851357
Position 2125: 0.012346804497770484
Position 292: 0.012280709253333648
Position 62: 0.011181053401045806
Position 7918: 0.009604622971225434
Position 7334: 0.006965958202884995
Position 7980: 0.005769320871917005
Position 478: 0.0048145582886853265
Position 140: 0.004491672191963877
Position 6574: 0.003276612900923909
Position 3210: 0.002276167657638993
Position 498: 0.0021744320421552455
Position 1713: 0.0016477074144994489
Position 2118: 0.00160561404109319
Position 66: 0.001503665972025178
Position 360: 0.0011295935514388851
Position 954: 0.0005616020108705131
Position 700: 0.00041139992778283765
Position 344: 0.00029041156816193354
Position 185: 0.0002327846055878151
Position 622: 8.6570514734413e-05
Position 1188: 6.5836053917257e-05
Position 1068: 6.507889542138564e-05
Position 1050: 2.5127276457053144e-05
Position 787: 2.1739892732741707e-05
Position 1315: 1.4487292369892279e-05
Position 1511: 1.0133371149355769e-05
Position 1309: 6.480758566820611e-06
Position 948: 5.739739467514884e-06
Position 1568: 2.561335212927451e-06
Position 342: 1.993727909516451e-06
