Gene = Pbxip1
index = 797
Annotated 5SS: [   75  2896  6543  6811  7050  8974  9110  9468  9706 11560]
Annotated 3SS: [ 2810  6415  6745  6889  8745  9085  9384  9573 10339 11966]
SMsplice 5SS: [  75 2896 3113 6543 6811 7050 8974 9182 9468 9706]
SMsplice 3SS: [ 2810  2972  6415  6745  6889  8745  9085  9384  9573 11966]
top_k =  500
Partition function (log Z): 9.128067428247302

Sorted 5' Splice Sites (High to Low Probability):
Position 9706: 0.9889681840887378
Position 75: 0.9739119959588665
Position 6543: 0.9616446512615163
Position 6811: 0.917662653812542
Position 9468: 0.9092514479864644
Position 8974: 0.903863082336146
Position 9182: 0.8630794075282288
Position 3113: 0.6019701690451044
Position 2896: 0.5672131963041357
Position 7050: 0.4911121355800613
Position 11560: 0.40990619671883727
Position 7745: 0.4042252902475508
Position 2074: 0.2951768339068051
Position 1680: 0.21240829094489597
Position 1754: 0.157285678452672
Position 2294: 0.1567566118229562
Position 7008: 0.1337935796647709
Position 1803: 0.10694808170457913
Position 7755: 0.07744032122827112
Position 1957: 0.06588076988186803
Position 8887: 0.06392256907208924
Position 8260: 0.06335651822025731
Position 12965: 0.059533057167177245
Position 9489: 0.056622498110956786
Position 9110: 0.04698892911955421
Position 2129: 0.03332451034430681
Position 9150: 0.028591601255915547
Position 7891: 0.024704044540591844
Position 1700: 0.02407646538639763
Position 6833: 0.021761929585040928
Position 11087: 0.01646487158060808
Position 285: 0.01636649531606655
Position 534: 0.015603852249710795
Position 6816: 0.013993613630053012
Position 8415: 0.012913105522926413
Position 11630: 0.012409996538200256
Position 8601: 0.011146957805345746
Position 8850: 0.010769976024038978
Position 1961: 0.008169389696500093
Position 12227: 0.007358411322450869
Position 8893: 0.005890090144813835
Position 2272: 0.005340028418480743
Position 14093: 0.00531866454386537
Position 1602: 0.005114255423303212
Position 2043: 0.005029229152518213
Position 1989: 0.004205413188612357
Position 2325: 0.004093511643072071
Position 7931: 0.004010535622781219
Position 8411: 0.003981525876623431
Position 8495: 0.003227103102960683
Position 1126: 0.0029021767702775134
Position 9295: 0.0028111706869216892
Position 1720: 0.0027528457873803617
Position 10523: 0.002662579635535986
Position 1691: 0.002607512309984398
Position 433: 0.00234507921737995
Position 11226: 0.002287895239742919
Position 9284: 0.002125055762591821
Position 6713: 0.0014917563103640599
Position 9444: 0.0014577610395201824
Position 269: 0.001366117755092811
Position 752: 0.0012748750072848808
Position 70: 0.0011104089014144065
Position 642: 0.0010481330122841426
Position 9323: 0.00095823643778519
Position 10911: 0.0009199556329482202
Position 8856: 0.0009113036310397144
Position 9472: 0.000898267627795714
Position 7778: 0.0008351881645850979
Position 923: 0.0006487533424632184
Position 1858: 0.0005828283846444648
Position 8803: 0.0004765121955253252
Position 953: 0.0004654940750133978
Position 1496: 0.00038548046664903
Position 722: 0.0003716468604813257
Position 12122: 0.0003680779170756974
Position 12339: 0.0003389544635918726
Position 10687: 0.00033404098347073895
Position 10503: 0.00030184974849429343
Position 7961: 0.0002721617116101859
Position 40: 0.0002714194158619517
Position 1668: 0.0002642885713471447
Position 900: 0.00025521679738719957
Position 582: 0.00020875998599186578
Position 1489: 0.0001456201154508341
Position 429: 0.00014236642741261187
Position 1206: 0.0001287089178486706
Position 302: 0.00010876381125299405
Position 452: 7.524186701885804e-05
Position 2017: 5.5897857035864535e-05
Position 1930: 5.5392477428002786e-05
Position 30: 4.6352040807039e-05
Position 729: 4.4368860937275186e-05
Position 426: 4.325760781039529e-05
Position 1355: 4.1635762440381884e-05
Position 8862: 2.942780125342298e-05
Position 83: 2.5485261200480814e-05
Position 408: 2.419510319679669e-05
Position 697: 2.355258593023868e-05
Position 591: 1.683586113224875e-05
Position 937: 1.644772476852942e-05
Position 930: 1.643552603077345e-05
Position 149: 1.4343522064393807e-05
Position 253: 1.3790125774450804e-05
Position 612: 1.1702062288973767e-05
Position 821: 9.55274414890687e-06
Position 1210: 8.62502944248987e-06
Position 1479: 8.0837915192151e-06
Position 997: 4.979674577678772e-06
Position 9753: 4.931541538228243e-06
Position 963: 4.586994140454626e-06
Position 1191: 3.3443043261572556e-06
Position 10003: 2.768877317534634e-06
Position 713: 1.753270209470814e-06
Position 9187: 1.57934248619958e-06
Position 10272: 9.466258570221987e-07
Position 9155: 3.593709125609648e-07
Position 102: 2.322810613174403e-07
Position 175: 1.180693202038091e-07
Position 160: 9.932401883856975e-08
Position 12: 2.7960373957772668e-08
Position 9888: 2.7246388081506645e-08
Position 542: 3.053923425376961e-09
Position 437: 1.8079218020368978e-09
Position 262: 1.1056068044034214e-09
Position 259: 9.927073456766898e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8745: 0.9780630174579773
Position 9573: 0.9332714917633043
Position 9085: 0.9093146602615548
Position 6415: 0.9083749737609845
Position 11966: 0.8365128927969687
Position 2810: 0.605115555141871
Position 2972: 0.5541852237477218
Position 6889: 0.5493600186321909
Position 6745: 0.5294270141703075
Position 1579: 0.48239712583306305
Position 9384: 0.39557364045580523
Position 9358: 0.3597772243953833
Position 6633: 0.3249844735952594
Position 11427: 0.215526418420246
Position 7624: 0.21026965653169413
Position 2169: 0.15877218377136237
Position 7674: 0.1569543922410498
Position 9267: 0.12545830912057834
Position 7659: 0.12223514911801388
Position 1948: 0.11107173554569319
Position 1988: 0.09054051596069612
Position 1896: 0.08443574684293065
Position 12834: 0.08319534867606837
Position 11393: 0.0642668332272688
Position 6922: 0.0632530590962996
Position 1843: 0.06095627862437545
Position 8089: 0.05456968578188114
Position 6663: 0.053119535038298374
Position 6394: 0.05245919187437037
Position 11429: 0.05142293629870848
Position 1639: 0.0417382645865164
Position 9366: 0.039975317403852795
Position 11449: 0.03938656933616555
Position 10339: 0.03906707311672645
Position 13107: 0.025435551722091325
