Gene = Cmc1
index = 273
Annotated 5SS: [  161 34838 75056]
Annotated 3SS: [34747 74964 84828]
SMsplice 5SS: [  110 16940 27031 34838 43603 64512 75056]
SMsplice 3SS: [16873 26891 34747 43474 64408 74964 84828]
top_k =  500
Partition function (log Z): -44.1368284661268

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.6358446935482353
Position 161: 0.3029895952848912
Position 721: 0.19946537842980677
Position 1602: 0.19207313246209154
Position 4813: 0.17796366959108006
Position 1587: 0.16657776070674254
Position 4280: 0.15868522228815057
Position 5000: 0.14200663517963802
Position 1517: 0.06428788777692311
Position 4786: 0.06410235629822233
Position 951: 0.041107223768583466
Position 957: 0.023349326104440453
Position 2541: 0.019512014364592278
Position 1484: 0.013986532330898421
Position 4817: 0.013340333653610145
Position 224: 0.012241882536850818
Position 4239: 0.010688846868804693
Position 4830: 0.00737580561731441
Position 219: 0.005243118288517064
Position 328: 0.004807161033464622
Position 4163: 0.0046737859737063505
Position 5907: 0.0028676321452919796
Position 4336: 0.0020894257368562694
Position 2618: 0.0019925626529027573
Position 1035: 0.0018358733365982632
Position 6718: 0.001703283816591774
Position 4863: 0.0016522935709299502
Position 631: 0.0013291371603363405
Position 1916: 0.0008088232165687274
Position 961: 0.0007800166610600799
Position 169: 0.0004076825368503971
Position 1314: 0.00020119541453093149
Position 986: 0.00019550205152326464
Position 1370: 0.00017535882859307414
Position 321: 0.0001611162066315959
Position 446: 0.00014732248612029617
Position 533: 0.00014049827268957933
Position 181: 7.143303778164907e-05
Position 199: 3.734543138137844e-05
Position 409: 2.947211980878558e-05
Position 16: 2.830996734998553e-05
Position 178: 2.20038606107956e-05
Position 439: 1.7220345784568684e-05
Position 541: 1.5535065183057448e-05
Position 379: 1.478470252687997e-05
Position 1335: 1.448012922490223e-05
Position 342: 1.4262908700752973e-05
Position 294: 1.1668313280577745e-05
Position 602: 1.0116665947873512e-05
Position 523: 8.842551410793004e-06
Position 114: 5.8271700747921075e-06
Position 543: 5.056750570819722e-06
Position 643: 4.746632943950751e-06
Position 574: 4.508462481288989e-06
Position 271: 4.450154395646409e-06
Position 565: 4.274606871617096e-06
Position 683: 3.805452805072989e-06
Position 175: 2.3174919842862404e-06
Position 337: 2.312945216828584e-06
Position 734: 2.196591641239819e-06
Position 724: 1.972377486793099e-06
Position 620: 1.2507579326158074e-06
Position 351: 1.2275355747345126e-06
Position 395: 2.566057559122331e-09
Position 413: 2.369151590284533e-09
Position 349: 7.470720568491217e-10
Position 389: 1.314720938960606e-11
Position 457: 1.3989381178748215e-12
Position 402: 4.28808065087533e-13
Position 473: 2.2272949885091606e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4736: 0.4928357599178794
Position 1435: 0.40558182500327716
Position 7137: 0.2231526060535952
Position 4158: 0.19005059716187875
Position 4600: 0.17522833103663912
Position 630: 0.12760636348852145
Position 5359: 0.09626233481641068
Position 8631: 0.09591524496806925
Position 5336: 0.06594729981015567
Position 791: 0.04173647281870616
Position 5392: 0.03446781203368647
Position 6270: 0.029529996751604476
Position 523: 0.025618399184583866
Position 2398: 0.023821466136728742
Position 5205: 0.021116370046892506
Position 5197: 0.01970646353837182
Position 834: 0.018115690282810754
Position 4522: 0.0169313907634555
Position 5629: 0.016309281443816243
Position 7259: 0.012776074598649352
Position 1289: 0.011747983834328873
Position 536: 0.01142470642395988
Position 5561: 0.009745884654605179
Position 5495: 0.009480346006622562
Position 2496: 0.00917404469270896
Position 1246: 0.005987365793886893
Position 6040: 0.0056486907919711775
Position 1320: 0.005529043515419098
Position 4041: 0.005117601625986162
Position 7842: 0.005050512751793454
Position 1441: 0.004927854403411915
Position 439: 0.004438829149892607
Position 1363: 0.0043572187024370785
Position 1398: 0.004307356933524081
Position 2326: 0.004232559548531772
Position 806: 0.003963348149340615
Position 2056: 0.003196847074205177
Position 5769: 0.0031410645392648787
Position 6601: 0.0030529508853298663
Position 1947: 0.002910083770806937
Position 1202: 0.0023243906273734145
Position 480: 0.002184908039904226
Position 3876: 0.0020734623491560633
Position 2703: 0.0015612362204119417
Position 638: 0.0013928600730406238
Position 1858: 0.0013519079913131094
Position 2846: 0.0013211256310859767
Position 1753: 0.0013094093918811492
Position 2202: 0.001266093647112766
Position 882: 0.0012460909025265108
Position 424: 0.0011634247434044453
Position 1471: 0.0011227718184627566
Position 4666: 0.001113983118216758
Position 1414: 0.001098339627761404
Position 444: 0.0010408313107815078
Position 290: 0.0009453228798616863
Position 839: 0.0009251452336864824
Position 856: 0.0008685542963150976
Position 2802: 0.0006767300895565321
Position 541: 0.0005214198156170355
Position 223: 0.000506016387448045
Position 787: 0.00020281861299536793
Position 1142: 0.00016670539467387625
Position 4227: 0.0001550871524700232
Position 1798: 0.00011815407527073403
Position 668: 7.176339759550274e-05
Position 389: 7.119505957020597e-05
Position 643: 4.70477958742664e-05
Position 558: 3.739988173811642e-05
Position 466: 3.333603361039196e-05
Position 896: 2.8948742712425173e-05
Position 683: 2.4670171873988785e-05
Position 656: 7.311955275696777e-06
Position 939: 7.1869232082522245e-06
Position 921: 7.019826161504127e-06
Position 1405: 5.299699776131687e-06
Position 565: 1.1796404435253556e-06
Position 1547: 8.150220130297572e-07
Position 551: 8.074882124428424e-07
Position 1721: 6.768425010467412e-07
Position 1562: 5.150799600426237e-07
Position 246: 5.040043849381055e-07
Position 572: 4.415461308990468e-07
Position 648: 3.5040059217727647e-07
Position 258: 3.4898687488427486e-07
Position 451: 3.4635653490706886e-07
