gene,5ss,3ss,PSI
AT5G06290,528,927,2.719777777777778
AT5G06290,1003,1119,1.926111111111111
AT5G06290,1202,1290,1.196629213483146
AT5G06290,1371,1544,6.210444444444445
AT5G06290,1671,1789,2.542666666666667
AT5G06290,1904,2014,5.098777777777778
AT1G03410,1732,2247,37.115443037974686
AT1G03410,2570,2649,3.198955223880597
AT1G47290,225,353,1.171954022988506
AT1G47290,614,689,0.1469047619047619
AT1G47290,780,871,0.2872413793103448
AT1G47290,1006,1105,2.206235294117647
AT1G47290,1277,1605,5.972045454545454
AT1G47290,1732,2220,0.4613793103448276
AT1G47290,2301,2404,0.012413793103448277
AT1G47290,2604,2704,0.44813953488372094
AT1G47290,2772,3070,0.3127906976744186
AT2G26260,417,492,0.4658888888888889
AT2G26260,4339,4488,1.2261627906976744
AT2G26260,4556,4662,2.795930232558139
AT2G26260,583,673,0.7548888888888888
AT2G26260,808,941,0.1946511627906977
AT2G26260,1113,1934,4.782555555555556
AT2G26260,2061,2545,5.245393258426966
AT2G26260,2626,3127,1.3262222222222222
AT2G26260,3327,3414,6.580666666666665
AT2G26260,3521,3793,4.812111111111111
AT2G26260,3969,4181,2.0615116279069765
AT2G43420,493,642,1.8384444444444443
AT2G43420,3279,3358,0.45688888888888884
AT2G43420,3426,3537,0.5454444444444444
AT2G43420,733,809,0.04252873563218391
AT2G43420,944,1029,1.6359302325581395
AT2G43420,1201,1342,1.5473333333333332
AT2G43420,1460,1554,0.28788888888888886
AT2G43420,1635,2039,1.7734444444444444
AT2G43420,2233,2320,0.5901123595505618
AT2G43420,2424,2791,1.8517045454545453
AT2G43420,2967,3121,3.356067415730337
AT1G51680,1329,1673,0.5326506024096385
AT1G51680,2087,2417,3.778452380952381
AT1G51680,2521,2616,2.4461176470588235
AT3G21240,1125,2060,5.654025974025974
AT3G21240,2474,2580,4.287951807228915
AT3G21240,2684,2787,0.9817499999999999
AT1G65060,1004,1079,4.215373134328358
AT1G65060,1319,2719,0.9762962962962963
AT1G65060,2919,3484,0.31151898734177214
AT1G65060,3631,3797,4.474594594594595
AT1G65060,3866,3956,4.3180000000000005
AT1G65060,4060,4145,0.6538157894736841
AT3G21230,1239,2979,11.386144578313251
AT3G21230,3176,3268,17.021547619047617
AT3G21230,3483,3561,14.004705882352942
AT3G21230,3665,3755,10.220487804878047
AT1G62940,106,219,7.870000000000001
AT1G62940,550,757,19.091111111111115
AT1G62940,1337,1424,8.948888888888888
AT1G62940,1770,1853,5.918333333333333
AT1G62940,1922,1992,0.9764705882352942
AT1G20480,1341,1434,9.767439024390244
AT1G20480,1581,1683,1.6144594594594595
AT1G20480,1752,1857,1.146233766233766
AT1G20480,1961,2055,3.564320987654321
AT1G20500,1290,1666,25.355555555555554
AT1G20500,1813,1896,0.5423529411764706
AT1G20500,1965,2079,27.15051282051282
AT1G20500,2183,2299,9.795277777777777
AT1G20510,1469,1556,1.726067415730337
AT1G20510,1703,2110,9.068636363636363
AT1G20510,2179,2253,5.122045454545454
AT4G19010,1171,1397,4.1477272727272725
AT4G19010,1588,1870,0.8472413793103449
AT4G19010,2017,2093,0.9027586206896551
AT4G19010,2162,2292,1.307752808988764
AT4G19010,2396,2483,0.9697727272727273
AT4G05160,1151,1290,0.7116666666666667
AT4G05160,1481,1553,1.0734444444444442
AT4G05160,1700,1794,2.819888888888889
AT4G05160,1863,1934,2.144
AT4G05160,2038,2119,2.9047191011235953
AT5G38120,1411,1803,7.263928571428571
AT5G38120,1941,2043,1.5986363636363636
AT5G38120,2112,2235,29.63607142857143
AT5G38120,2339,2430,24.566666666666666
AT5G63380,1257,1395,0.7952380952380954
AT5G63380,1586,1951,1.0527058823529412
AT5G63380,2098,2170,0.5590588235294118
AT5G63380,2239,2311,1.8825
