seed,top_k,species,label,score
0,1000,h,incorrect,0.6342947607432113
0,1000,h,incorrect,0.5236145172390727
0,1000,h,correct,0.9632137043992508
0,1000,h,incorrect,0.7527930734031809
0,1000,h,correct,0.9634361924444365
0,1000,h,correct,0.9441610625974692
0,1000,h,correct,0.6774175949221038
0,1000,h,correct,0.9903862602859238
0,1000,h,incorrect,0.14804420947314223
0,1000,h,correct,0.5180337459499527
0,1000,h,incorrect,0.3915461305358899
0,1000,h,correct,0.6912888875332215
0,1000,h,incorrect,0.539679353898988
0,1000,h,incorrect,0.719128951592132
0,1000,h,incorrect,0.9316975655157881
0,1000,h,correct,0.8427386031888193
0,1000,h,incorrect,0.5627400150950543
0,1000,h,incorrect,0.5991943133667843
0,1000,h,correct,0.7029029675681475
0,1000,h,incorrect,0.5033126208383463
0,1000,h,correct,0.9231851697233727
0,1000,h,correct,0.7440419560851299
0,1000,h,correct,0.545724196050442
0,1000,h,correct,0.7529752330826048
0,1000,h,correct,0.6594193985034219
0,1000,h,correct,0.5766796520497215
0,1000,h,correct,0.9933590035031132
0,1000,h,incorrect,0.1940433559365157
0,1000,h,correct,0.4688897783102398
0,1000,h,correct,0.8273257683697992
0,1000,h,incorrect,0.6542040199759441
0,1000,h,correct,0.8348800372317189
0,1000,h,correct,0.9425445645784493
0,1000,h,correct,0.5184414493516852
0,1000,h,incorrect,0.5380796882060963
0,1000,h,incorrect,0.587680902973201
0,1000,h,incorrect,0.706842783260773
0,1000,h,incorrect,0.5889226564597947
0,1000,h,incorrect,0.6618549167372254
0,1000,h,correct,0.8591165473079087
0,1000,h,incorrect,0.10623285332732797
0,1000,h,incorrect,0.8781489245138705
0,1000,h,incorrect,0.7701287970702643
0,1000,h,incorrect,0.6370906423998023
0,1000,h,correct,0.982084007723963
0,1000,h,incorrect,0.7655604093218401
0,1000,h,incorrect,0.30123836620535477
0,1000,h,correct,0.4435739931676756
0,1000,h,incorrect,0.6572503546901669
0,1000,h,correct,0.9828161878966047
0,1000,h,incorrect,0.438689322047584
0,1000,h,correct,0.810466820444024
0,1000,h,correct,0.5858961753551479
0,1000,h,correct,0.9999830288033469
0,1000,h,correct,0.18282789556316623
0,1000,h,correct,0.9833795986665469
0,1000,h,incorrect,0.8810903164070653
0,1000,h,incorrect,0.18282789556316623
0,1000,h,incorrect,0.6125782287353972
0,1000,h,incorrect,0.8667359267237289
0,1000,h,correct,0.8111206419742127
0,1000,h,incorrect,0.4676641517288803
0,1000,h,incorrect,0.36605156737891054
0,1000,h,correct,0.7212460367764385
0,1000,h,incorrect,0.5522581393191571
0,1000,h,incorrect,0.5132349938930396
0,1000,h,correct,0.9383137009528015
0,1000,h,incorrect,0.36887135743270993
0,1000,h,correct,0.9014183165941749
0,1000,h,incorrect,0.8201159534721109
0,1000,h,correct,0.45697997548736485
0,1000,h,correct,0.9187891983205553
0,1000,h,correct,0.9879990166758797
0,1000,h,correct,0.8176703673932576
0,1000,h,correct,0.46061437747862743
0,1000,h,incorrect,0.59169085668805
0,1000,h,correct,0.9806436163495249
0,1000,h,correct,0.7416042400182541
0,1000,h,correct,0.7251319756397445
0,1000,h,correct,0.35817813407683896
0,1000,h,correct,0.9591065247951798
0,1000,h,incorrect,0.38930470283663127
0,1000,h,correct,0.9352381793136436
0,1000,h,incorrect,0.39753688265219145
0,1000,h,correct,0.9587236402263083
0,1000,h,correct,0.8066267057638014
0,1000,h,incorrect,0.8545855185347405
0,1000,h,correct,0.9680336782132539
0,1000,h,incorrect,0.4737045457858603
0,1000,h,correct,0.9450520507871295
0,1000,h,incorrect,0.6374277144965005
0,1000,h,correct,0.7842950702172417
0,1000,h,correct,0.9792536070257143
0,1000,h,correct,0.9935887206999793
0,1000,h,correct,0.9860729781695102
0,1000,h,correct,0.7358515700459409
0,1000,h,correct,0.9404760191192743
0,1000,h,incorrect,0.6598187409540011
0,1000,h,correct,0.6037456075025429
0,1000,h,correct,0.9086700800369575
0,1000,h,correct,0.9757176053400013
0,1000,h,incorrect,0.4571106701811175
0,1000,h,incorrect,0.4697411368537402
0,1000,h,correct,0.9077191695426481
0,1000,h,correct,0.493300613721713
0,1000,h,correct,0.7107576674837427
0,1000,h,incorrect,0.4465638856826511
0,1000,h,correct,0.39737584941798915
0,1000,h,correct,0.8319557671863469
0,1000,h,correct,0.6239138313794117
0,1000,h,incorrect,0.4696323525231864
0,1000,h,correct,0.9112262836248729
0,1000,h,correct,0.8710589795813473
0,1000,h,incorrect,0.228623477378016
0,1000,h,correct,0.9993233596891904
0,1000,h,correct,0.6914568224768539
0,1000,h,correct,0.9765724512161718
0,1000,h,incorrect,0.7492972200795631
0,1000,h,correct,0.8148708752487284
0,1000,h,correct,0.9227314452036245
0,1000,h,correct,0.757961204755175
0,1000,h,correct,0.9525205466640191
0,1000,h,correct,0.4222002817587735
0,1000,h,correct,0.702244044946248
0,1000,h,correct,0.8392226804278036
0,1000,h,correct,0.7054389681385352
0,1000,h,correct,0.9972076449453755
0,1000,h,incorrect,0.4219609585469497
