Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  500
Partition function (log Z): 23.255927639431896

Sorted 5' Splice Sites (High to Low Probability):
Position 18805: 0.9995395458225781
Position 12140: 0.9977032893629263
Position 20400: 0.9922816472606821
Position 24793: 0.9913664340095223
Position 27047: 0.9865446900905418
Position 477: 0.9855132811843237
Position 20041: 0.9851656255435642
Position 13100: 0.9821176983007703
Position 13392: 0.9531861574720896
Position 13779: 0.9375473624442304
Position 27223: 0.8954532929591907
Position 11018: 0.7825311977636672
Position 22196: 0.6236841255474591
Position 26598: 0.31071720247163664
Position 21418: 0.28763889894567624
Position 256: 0.2805910594476339
Position 19271: 0.15655778703893103
Position 22391: 0.11110998397508401
Position 15643: 0.08453892749883249
Position 21740: 0.08029435569670486
Position 17242: 0.05995054398542158
Position 11927: 0.057329665888042274
Position 27196: 0.035309345000960286
Position 18450: 0.028164587279532333
Position 311: 0.023271638657827075
Position 11963: 0.022766770807109277
Position 25503: 0.022625241273184438
Position 14671: 0.02190962331984981
Position 19454: 0.019870294934771753
Position 17093: 0.019465542948926714
Position 15307: 0.017804544610975553
Position 22745: 0.014868570892782578
Position 14531: 0.014720675514302504
Position 25033: 0.014102398449359396
Position 12287: 0.013575596967702525
Position 15104: 0.013021003895972643
Position 17418: 0.012276269850886343
Position 27239: 0.012274754197819152
Position 15353: 0.012067787572422963
Position 14496: 0.011185127459027515
Position 19038: 0.010595269675515018
Position 10472: 0.009870371861539844
Position 27387: 0.00912508406444789
Position 988: 0.008895480504338265
Position 12332: 0.00884274709801914
Position 27873: 0.00824351286141528
Position 14550: 0.007301318930565521
Position 12305: 0.006598868929988286
Position 17844: 0.006389531739891887
Position 21400: 0.006132815191622221
Position 12938: 0.005861132925674281
Position 28286: 0.005743446804369031
Position 23064: 0.005709067271985498
Position 10383: 0.005417650695973585
Position 12420: 0.005098307240886391
Position 11243: 0.00496150951215961
Position 20164: 0.0041103228237785346
Position 14579: 0.003910974002427882
Position 13329: 0.0036198659254927366
Position 17048: 0.0033845116312894268
Position 27470: 0.003369658190488477
Position 15303: 0.0030842769531682474
Position 13375: 0.003026021164805488
Position 12345: 0.003009913961855458
Position 20876: 0.00282115811374542
Position 9849: 0.0028206035137875616
Position 12392: 0.0027504571550385206
Position 28068: 0.0025810913991200254
Position 4933: 0.002321999537162873
Position 19127: 0.002254341600114617
Position 27445: 0.002143949509422121
Position 20155: 0.002124081929439232
Position 25647: 0.002068058512059419
Position 24764: 0.0018299626256854766
Position 27421: 0.0018179281039505338
Position 14534: 0.0018017519344029646
Position 24797: 0.0017422564838269125
Position 28184: 0.0017283790499388976
Position 16518: 0.0016795770733958998
Position 12832: 0.0016298492241136077
Position 848: 0.0015629316862239013
Position 1634: 0.0015471041461531396
Position 13420: 0.0014210508205581972
Position 13104: 0.0012849205238547499
Position 21879: 0.0012710332094477798
Position 13827: 0.001205409678162903
Position 149: 0.0011653513835601845
Position 7539: 0.0010132962590916658
Position 1033: 0.001006186899540592
Position 19052: 0.0009974946552822354
Position 27628: 0.0009248174960296166
Position 27591: 0.0007938151101141678
Position 19439: 0.0006556811915807369
Position 19087: 0.0006282443394526242
Position 26936: 0.0006280374653085812
Position 23: 0.0006117597154753615
Position 12426: 0.0005904095044220195
Position 19459: 0.0005856089171306916
Position 25405: 0.0005459325271095657
Position 6414: 0.0005382973584673379
Position 27439: 0.0005331815897831919
Position 5033: 0.0004756351055244183
Position 19471: 0.00046715612239810547
Position 12577: 0.00046482758345231523
Position 155: 0.00045970757123005144
Position 258: 0.0004181706928347373
Position 771: 0.0003803933302964875
Position 7479: 0.0003761513856776332
Position 12847: 0.0003557122032590038
Position 13152: 0.00035343854913082195
Position 15468: 0.0003340015465215138
Position 25422: 0.00032121112871409067
