Gene = Uvrag
index = 1590
Annotated 5SS: [ 537 1465 1851 2314]
Annotated 3SS: [ 596 1527 1902 2398]
SMsplice 5SS: [ 537 1465 1851 2314]
SMsplice 3SS: [ 596 1527 1902 2398]
top_k =  500
Partition function (log Z): 3.1547598554223812

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.972019644075103
Position 1465: 0.9710421497158745
Position 1851: 0.9128488760507709
Position 2314: 0.7333104017540013
Position 2270: 0.24190754470376524
Position 42: 0.06881038590729774
Position 1705: 0.0680710749338269
Position 2274: 0.006978079005298269
Position 1836: 0.0069091621294397575
Position 2268: 0.0036670502288815503
Position 508: 0.0032485236563810365
Position 1033: 0.0030259340133957585
Position 1881: 0.0013662112736568676
Position 813: 0.0012907063924296471
Position 460: 0.0012804070798737035
Position 871: 0.0006495286025138731
Position 1788: 0.0003119008867092497
Position 444: 0.0002766554039597918
Position 1830: 0.00022254665878243153
Position 2302: 0.00019910271203371928
Position 2008: 0.00018107209270585106
Position 905: 0.0001738599302358374
Position 36: 0.0001511540873801991
Position 448: 0.00013257404079519206
Position 2605: 0.00012460658128350267
Position 2667: 0.0001228958591209803
Position 393: 0.00010263750082118938
Position 1690: 9.438180066310238e-05
Position 1746: 7.818383129696804e-05
Position 2621: 7.577222959984629e-05
Position 2642: 7.441047342862164e-05
Position 407: 7.243608947469294e-05
Position 1948: 7.21825340319666e-05
Position 189: 6.270762740331876e-05
Position 724: 5.7522077794551274e-05
Position 4: 5.6762728493844116e-05
Position 1588: 5.6083285967432106e-05
Position 2649: 5.345451388375143e-05
Position 1658: 4.9213042508144667e-05
Position 2152: 4.7496772065568e-05
Position 90: 4.369763513123459e-05
Position 2090: 4.280312106327258e-05
Position 1709: 4.146418738489405e-05
Position 64: 4.000819939153782e-05
Position 658: 3.531617437774857e-05
Position 1067: 3.416075089580046e-05
Position 1738: 3.097358636284205e-05
Position 2654: 2.7449171038193233e-05
Position 1721: 2.4504299689859762e-05
Position 1781: 2.255314011993809e-05
Position 1019: 2.0831992362508724e-05
Position 645: 1.981430377363158e-05
Position 1595: 1.633164616253189e-05
Position 1497: 1.4562308564120485e-05
Position 2530: 1.4065591567479032e-05
Position 1060: 1.3533823070603087e-05
Position 57: 1.2690780479140725e-05
Position 2597: 1.2671461270023325e-05
Position 705: 1.1989423728523423e-05
Position 529: 1.164185206028992e-05
Position 1813: 1.119171067697985e-05
Position 930: 1.0291688558844775e-05
Position 1165: 1.0153282712042423e-05
Position 2222: 6.807729697772341e-06
Position 1607: 6.647902747332532e-06
Position 2616: 5.486100268294832e-06
Position 276: 4.809742148357564e-06
Position 878: 4.325865917366404e-06
Position 2189: 4.222179553009477e-06
Position 2127: 4.144005176715293e-06
Position 1394: 4.100620077070583e-06
Position 2114: 3.4023135892497045e-06
Position 1912: 3.3741639608726963e-06
Position 304: 3.2549546720697545e-06
Position 2713: 3.219526421944069e-06
Position 2532: 2.5734706388609323e-06
Position 881: 1.9230249576215433e-06
Position 2231: 1.5213338705370392e-06
Position 93: 1.5110809457911436e-06
Position 981: 1.4227452112775523e-06
Position 129: 1.3912153691475452e-06
Position 2695: 1.3469715572919534e-06
Position 2204: 1.2225268524151274e-06
Position 2412: 1.110678015479893e-06
Position 70: 1.0258060011223095e-06
Position 2660: 9.879160200225643e-07
Position 1976: 8.472961764579888e-07
Position 2574: 8.47224210132655e-07
Position 1987: 7.319699520466637e-07
Position 446: 7.138404094337393e-07
Position 155: 4.230995553470248e-07
Position 1891: 2.3296371385208927e-07
Position 101: 1.668418484638981e-07
Position 377: 1.530597770246876e-07
Position 989: 7.665680978863863e-08
Position 1137: 7.483151835009751e-08
Position 1167: 6.812267387528888e-08
Position 258: 4.5025316911986513e-08
Position 348: 4.394083505012457e-08
Position 99: 7.076889670508302e-09
Position 452: 1.4878025633889319e-09
Position 462: 1.3596436807303371e-09
Position 454: 3.9091036805672247e-10
Position 2441: 1.1921726870080233e-10
Position 2417: 7.228366835023411e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2398: 0.9937742348234153
Position 1527: 0.9751189230581402
Position 1902: 0.8880508134007067
Position 596: 0.7073129980369778
Position 599: 0.2636145872562876
Position 1939: 0.07712605962799085
Position 93: 0.03366561046642384
Position 99: 0.0287039805798126
Position 1972: 0.01258392224887012
Position 139: 0.005965009287323717
Position 1775: 0.0012156216950057219
Position 564: 0.0011539728892791385
Position 1984: 0.0009953414906485286
Position 1323: 0.0006722794457955848
Position 2082: 0.0006063336365311756
Position 620: 0.0005709769022853546
Position 1137: 0.0005623376350076554
Position 924: 0.0005449673304678179
Position 2427: 0.000530885484338165
Position 1743: 0.0004809465041927764
Position 2114: 0.00046691172754251856
Position 875: 0.000457307192495205
Position 1221: 0.00041834314869152405
Position 1750: 0.00037766532450072903
Position 2338: 0.00031322397975340233
Position 1076: 0.00027893256487192595
Position 650: 0.00025396406974707175
Position 2695: 0.00024493248794246546
Position 813: 0.0002401264906326292
Position 1011: 0.00023190548391722795
Position 1808: 0.00021589554171802546
Position 1270: 0.0002088375885005174
Position 1948: 0.00020721376513145004
Position 2544: 0.00018080562385003248
Position 617: 0.00017278857244678846
Position 1638: 0.0001641580984047684
Position 2748: 0.00016206053411233344
Position 705: 0.00014653288028619943
Position 1095: 0.00013702537161152149
Position 881: 0.00012713379779465781
Position 606: 0.00012124364220026125
Position 1705: 0.00011023580065370451
Position 1218: 0.0001010960681514951
Position 1584: 9.835124368177006e-05
Position 236: 8.940245748468771e-05
Position 1326: 8.92112394861505e-05
Position 1367: 6.715671448342503e-05
Position 152: 6.64556403620837e-05
Position 786: 6.626572437052713e-05
Position 2704: 6.477077799884004e-05
Position 459: 6.422646022442781e-05
Position 1804: 6.361079901183789e-05
Position 1182: 5.252325040049442e-05
Position 2089: 4.204810738407952e-05
Position 64: 4.0449406429028404e-05
Position 770: 3.643120567553807e-05
Position 2760: 3.633919633629634e-05
Position 1008: 3.12699116620752e-05
Position 387: 3.0287050324253956e-05
Position 2565: 2.8921765249403755e-05
Position 2052: 2.696391439563538e-05
Position 336: 2.605347148067276e-05
Position 1048: 2.4958833224098124e-05
Position 2530: 2.2771673720310507e-05
