Gene = Mfap1
index = 1278
Annotated 5SS: [ 187 1170]
Annotated 3SS: [ 247 1231]
SMsplice 5SS: [ 187 1170]
SMsplice 3SS: [ 247 1231]
top_k =  500
Partition function (log Z): 1.7457119825135887

Sorted 5' Splice Sites (High to Low Probability):
Position 1170: 0.9865966260841984
Position 187: 0.9477634974656152
Position 1473: 0.013881289604834554
Position 1163: 0.010315370540842405
Position 1676: 0.009342322067816225
Position 1482: 0.003036922057725266
Position 455: 0.0011246406003202764
Position 545: 0.0010258056206113623
Position 1174: 0.0009176597895013744
Position 828: 0.00042216955207537713
Position 772: 0.00039515607556005525
Position 293: 0.0003773978332351795
Position 1317: 0.00034114502498767084
Position 1669: 0.00029500851625663855
Position 1680: 0.00028499459851250253
Position 1364: 0.0002264655077471958
Position 1346: 0.00021660035834787484
Position 1718: 0.00016838039129761834
Position 1102: 0.00011667871157128964
Position 484: 9.242572091992059e-05
Position 268: 8.366599766166803e-05
Position 1664: 6.159352811993504e-05
Position 1514: 6.033817132431504e-05
Position 274: 4.4892650714224586e-05
Position 1562: 4.450113000578377e-05
Position 1378: 4.124863217751968e-05
Position 248: 2.9254053842120396e-05
Position 1375: 2.7054447831591037e-05
Position 1352: 1.6490175637420894e-05
Position 1689: 1.3837018596431195e-05
Position 1625: 1.3238114169690558e-05
Position 1711: 1.0892604852099963e-05
Position 1127: 9.475691927565135e-06
Position 1407: 7.854626157105183e-06
Position 523: 6.089607155385801e-06
Position 798: 5.514765939178219e-06
Position 220: 5.388529817298712e-06
Position 1738: 3.387550986513858e-06
Position 807: 2.573379400353411e-06
Position 596: 2.3629850391149027e-06
Position 1727: 2.1489920724685245e-06
Position 1547: 2.146588678028326e-06
Position 1075: 2.0242482742918384e-06
Position 1667: 1.344285514797678e-06
Position 1018: 1.163982499507764e-06
Position 1006: 9.498594386520026e-07
Position 10: 7.744504870471893e-07
Position 1589: 3.494225655000556e-07
Position 96: 2.128284446385175e-08
Position 1320: 7.1983858909488706e-09
Position 85: 3.559497317420967e-09
Position 326: 1.8439198776341225e-09
Position 314: 1.4108682363624852e-09
Position 1077: 3.114199854362086e-10
Position 886: 1.1774867337260812e-10
Position 416: 5.681249056891918e-11
Position 112: 3.6998925567217134e-11
Position 255: 7.964929482597538e-12
Position 1527: 2.7169180553284017e-13
Position 1233: 2.4259038460786023e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.9998874868926014
Position 247: 0.7877710599736942
Position 267: 0.14543076257635057
Position 1527: 0.015485234346032899
Position 1738: 0.009635569037527502
Position 326: 0.005340087827345496
Position 876: 0.0031856562285653427
Position 915: 0.0019357679273907537
Position 365: 0.0012167174233750535
Position 1535: 0.0012039269252344096
Position 297: 0.0007387136730701515
Position 1796: 0.0006806499009578298
Position 894: 0.0005373410854331256
Position 506: 0.0005155458714969611
Position 279: 0.0005013666600583668
Position 273: 0.00045183694338128905
Position 1699: 0.0003897292561043318
Position 753: 0.0003730034592922774
Position 526: 0.0003499056640046296
Position 1430: 0.00018057865992648147
Position 1579: 0.00016369907521044741
Position 1547: 0.00016284726630635084
Position 817: 0.00014259366194120562
Position 421: 0.00012267439693112035
Position 821: 0.0001225614181374436
Position 1472: 0.00010532838271174837
Position 602: 0.0001004586161267675
Position 759: 9.461023319033274e-05
Position 756: 9.247286446881952e-05
Position 594: 7.068495403425154e-05
Position 1364: 5.076194837865911e-05
Position 696: 5.035390365245707e-05
Position 1038: 4.956553260379197e-05
Position 921: 4.0618349793297697e-05
Position 660: 2.6166858333126254e-05
Position 1481: 2.4690750930455356e-05
Position 918: 2.284644562340708e-05
Position 333: 1.8703248343216834e-05
Position 828: 1.4537595759229625e-05
Position 516: 1.2606775324176362e-05
Position 924: 1.1132251415078083e-05
Position 709: 9.963845574585592e-06
Position 387: 8.785919869404445e-06
Position 369: 8.087849227060822e-06
Position 798: 7.833630926744558e-06
Position 732: 7.3481746629325104e-06
Position 607: 6.9763631867812014e-06
Position 1415: 6.924566434002667e-06
Position 945: 6.39987060246263e-06
Position 1400: 5.927588595438132e-06
Position 1247: 5.2710022506870525e-06
Position 645: 5.2276155055812064e-06
Position 428: 4.57488849763081e-06
Position 942: 4.384330574906666e-06
Position 948: 4.381861161255664e-06
Position 1361: 4.121253208395128e-06
Position 737: 3.7131617267565857e-06
Position 701: 3.286041639817731e-06
Position 936: 3.1111039619049823e-06
Position 986: 3.0909669553210723e-06
Position 1044: 2.960037876159109e-06
Position 633: 2.5388544163698766e-06
Position 780: 2.115664839097105e-06
Position 837: 2.080669269463104e-06
Position 834: 1.7141629491663825e-06
Position 1397: 1.3941277482579666e-06
Position 939: 1.2449187448607343e-06
Position 402: 1.2389202351018868e-06
Position 711: 1.092178517561419e-06
Position 1589: 8.18034759028331e-07
Position 468: 7.242765682801337e-07
Position 1244: 7.156419024713941e-07
Position 534: 5.973397514414367e-07
Position 465: 4.195951783292074e-07
Position 717: 3.7174759795905395e-07
Position 96: 3.716515958377532e-07
Position 69: 1.9340292302487753e-07
Position 117: 1.5533811673128103e-07
Position 1514: 3.385992940660117e-08
Position 55: 3.3772307885872374e-08
Position 149: 2.504968464232723e-08
Position 112: 1.9179985441175392e-08
Position 1457: 1.6290720403737017e-08
Position 1281: 6.732859726252523e-09
Position 151: 6.67018770163339e-10
Position 156: 1.92513063091918e-10
Position 1442: 1.2102329808536537e-10
Position 442: 3.329935036176113e-11
Position 435: 2.7189166688543935e-11
Position 471: 1.595310162503471e-11
Position 1195: 1.1805657584487664e-11
Position 408: 1.1124912217103696e-11
Position 483: 9.352185482580796e-12
Position 459: 3.880135859438955e-12
Position 378: 1.858687411683741e-12
Position 182: 4.70993078867609e-13
Position 214: 1.1133699363232308e-13
Position 336: 9.28600798207567e-14
Position 186: 2.990950058733576e-14
Position 228: 9.4423439408702e-15
Position 194: 6.79174135779618e-15
Position 199: 5.361378822057699e-17
