Gene = gogo
index = 1718
Annotated 5SS: [  373 15446 17481 17950 22147 23618 23848 24197 24686]
Annotated 3SS: [14985 16262 17818 21915 23328 23682 23910 24246 24767]
SMsplice 5SS: [  373 15446 17950 18509 22147 23618 23848 24197 24686]
SMsplice 3SS: [14985 17818 18411 21915 22365 23682 23910 24246 24767]
top_k =  500
Partition function (log Z): 9.026000304709655

Sorted 5' Splice Sites (High to Low Probability):
Position 23618: 0.9990856001581981
Position 24686: 0.9664088213393404
Position 23848: 0.9628703917487111
Position 24197: 0.9611791268947585
Position 22147: 0.9404641172492257
Position 17950: 0.893787925939443
Position 1844: 0.6485734650003881
Position 373: 0.6411781282263161
Position 15446: 0.5883243026590984
Position 1103: 0.565346557642137
Position 4030: 0.5478621314623155
Position 18509: 0.4933222136252228
Position 18957: 0.3227506775107325
Position 1448: 0.2922906737127464
Position 5086: 0.2812363223234387
Position 3789: 0.27497528999327536
Position 22581: 0.24983695166682424
Position 669: 0.24411712326431545
Position 3798: 0.2223119427741232
Position 22496: 0.168011482023296
Position 522: 0.12957163824415974
Position 17954: 0.0770889905094557
Position 3871: 0.0659932055614469
Position 24391: 0.0492821735218864
Position 856: 0.04150997580981187
Position 22021: 0.04052282407902856
Position 23336: 0.03418127820122876
Position 1944: 0.02771443709995678
Position 24698: 0.027672979962936266
Position 22591: 0.027501894022280204
Position 5671: 0.025319051447271406
Position 5628: 0.02294015443210066
Position 182: 0.02050018718513099
Position 9956: 0.02048305907583085
Position 25118: 0.0180075479536313
Position 865: 0.013859906114819803
Position 1482: 0.013751564137417722
Position 23294: 0.013409281077346565
Position 22549: 0.012126561978556735
Position 1018: 0.010560265727368241
Position 4021: 0.010103866967690412
Position 1351: 0.008176783201264554
Position 2346: 0.006820644084567213
Position 273: 0.00605358817859858
Position 2366: 0.005698110921218609
Position 26132: 0.004872643759669499
Position 22636: 0.004705948076637459
Position 286: 0.004690158685771175
Position 1092: 0.004222181977254741
Position 340: 0.003786672856114221
Position 23: 0.003741013663960685
Position 24535: 0.003429805915511629
Position 1097: 0.002880214620822563
Position 105: 0.0026877302304002385
Position 1107: 0.0024359610235381974
Position 584: 0.0023588572072690142
Position 3023: 0.0022237497388387342
Position 1514: 0.0019997033910055468
Position 582: 0.001833623300004505
Position 426: 0.0018075933235431046
Position 25094: 0.0017154366631451515
Position 5535: 0.0013331390130867033
Position 834: 0.001307264655903778
Position 4407: 0.0011842191801604944
Position 24019: 0.0011514538151710073
Position 25775: 0.00107425557648469
Position 24336: 0.0010173446041229653
Position 196: 0.0010041565537899555
Position 2328: 0.0009809556627818202
Position 73: 0.0009582631964888706
Position 24063: 0.0009502069671796978
Position 24568: 0.0009484564816476965
Position 25731: 0.000920571678094001
Position 821: 0.0008541827858011555
Position 23867: 0.0008518612932635357
Position 19: 0.0008447720965900701
Position 1750: 0.0007978310180137161
Position 23836: 0.0007548069420615535
Position 1154: 0.0007066613281311759
Position 431: 0.0006884297436789488
Position 24075: 0.0006805778339424463
Position 23790: 0.0006680662717215707
Position 3976: 0.0006610563170968731
Position 2057: 0.0006001892280980524
Position 25685: 0.0005600443973464453
Position 27: 0.0005419313686261563
Position 144: 0.0005276263783972697
Position 226: 0.0005176726892568349
Position 114: 0.0004950590542439949
Position 794: 0.0004637269324539047
Position 25704: 0.0004003517585530443
Position 121: 0.0003918816931718588
Position 2298: 0.0003628118653338601
Position 278: 0.00032458663388066294
Position 845: 0.0003157191330766101
Position 1528: 0.0003142080553275211
Position 24690: 0.0003137465741347741
Position 291: 0.0003046521624621956
Position 1023: 0.00030142656889333444
Position 377: 0.00027489333934137055
Position 24380: 0.0002725270607973483
Position 24660: 0.00026733975268583647
Position 33: 0.0002668926281273787
Position 25393: 0.00025313442534973245
Position 24557: 0.00023762306725662351
Position 25144: 0.00022359117514623484
Position 25216: 0.0002176466489834883
Position 382: 0.0002089540916436988
Position 967: 0.00019557574727933322
Position 25431: 0.00018982359793812316
Position 1065: 0.00015993887525851013
Position 243: 0.00012978435231104316
Position 338: 0.00012965729182650131
Position 1456: 0.00012640985219502902
Position 1334: 0.00010421349956158483
Position 813: 0.00010316114181544399
Position 24665: 0.00010144967915304549
Position 722: 8.293678773729128e-05
Position 1637: 6.216786589147726e-05
Position 815: 4.74710726740511e-05
Position 24167: 4.744123071701003e-05
Position 493: 4.330694126533675e-05
Position 396: 3.636956352586267e-05
Position 2129: 3.500305717039748e-05
Position 869: 3.450831553206825e-05
Position 421: 3.429811922196189e-05
Position 462: 3.30414664871898e-05
Position 50: 3.2370016212785505e-05
Position 24158: 3.144467598034428e-05
Position 673: 3.033236560204999e-05
Position 465: 2.287918104450826e-05
Position 436: 2.161015716676594e-05
Position 13: 1.762939812981759e-05
Position 160: 1.3998055171726983e-05
Position 312: 1.2419670434317606e-05
Position 186: 1.2042038816654271e-05
Position 128: 1.0023868425939579e-05
Position 265: 6.831928900846405e-06
Position 343: 5.8120516482927335e-06
Position 218: 4.528582209529107e-06
Position 24939: 2.1918498220866307e-06
Position 3: 1.9136022942559135e-06
Position 17: 1.5324951373559495e-06
Position 305: 1.3355246967348684e-06
Position 24623: 1.1430366922043105e-06
Position 1901: 8.735244429835303e-07
Position 24823: 8.254368201638619e-07
Position 624: 4.964458808768349e-07
Position 24645: 2.869937134832222e-07
Position 139: 2.751846407630806e-07
Position 24284: 1.493406712319778e-07
Position 232: 1.2073043182434853e-07
Position 24007: 1.0315352673515927e-07
Position 25264: 2.142142013655625e-08
Position 24504: 1.3377209720653251e-08
Position 24397: 1.8159003979524474e-09
Position 680: 2.072734761357831e-10
Position 495: 1.3902588149044994e-11
Position 24214: 1.0314493387523617e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 21915: 0.9986940882074495
Position 23910: 0.9974069971858706
Position 24767: 0.9890024284383939
Position 17818: 0.9736001667531881
Position 23682: 0.9675968649462573
Position 24246: 0.9339098501184686
Position 18411: 0.7528358288847902
Position 22365: 0.711085661408003
Position 14985: 0.5883243026590984
Position 3915: 0.5507767579373222
Position 1180: 0.5493073390854336
Position 901: 0.4184806070090435
Position 23011: 0.4146013146389723
Position 3684: 0.39800797971916674
Position 482: 0.22615231160917687
Position 4184: 0.1716976840227159
Position 1577: 0.16699657171338467
Position 702: 0.15094241636902495
Position 23328: 0.13367126348929048
Position 3413: 0.11807615863045619
Position 1814: 0.06480189198383625
Position 24582: 0.06170196752037574
Position 23391: 0.06015500324811061
Position 3661: 0.0598672441742504
Position 22639: 0.04427276348126758
Position 1647: 0.04209203313946692
Position 22213: 0.0374411960682361
Position 22636: 0.03484429528023836
Position 1408: 0.033918459848379906
Position 5430: 0.03378509773847832
Position 22216: 0.032342620261122744
Position 18800: 0.03231055824981708
Position 4707: 0.0320703233944835
Position 3264: 0.02843954595585939
Position 2414: 0.0253672815405489
Position 18637: 0.025174738488914366
Position 9847: 0.020483059075830846
Position 5516: 0.01250818516086405
Position 26213: 0.012464482274973066
Position 25306: 0.0121012834684138
Position 1201: 0.012064907403633132
Position 23152: 0.009916812221504437
Position 1292: 0.009362779010738346
Position 4653: 0.009319336650601038
Position 1008: 0.009148817501924615
Position 22414: 0.009078149153363486
Position 3936: 0.006364599825608242
Position 1780: 0.006134428972776676
Position 24504: 0.005961538750576748
Position 1512: 0.005787683340790318
Position 24783: 0.005470341477555843
Position 24639: 0.005158066200372752
Position 24482: 0.004806572578347814
Position 853: 0.004673241023477713
Position 4284: 0.0041553243628964205
Position 2297: 0.003724345661545042
Position 937: 0.0035481922371889537
Position 5586: 0.0029257047697015376
Position 18027: 0.002799160540765009
Position 22325: 0.0024661587365438736
Position 1374: 0.0023562465443060553
Position 76: 0.0023361283131885188
Position 396: 0.002008738542596439
Position 330: 0.001975106543064295
Position 3367: 0.0017814465560703073
Position 1236: 0.0017020101056986088
Position 24519: 0.001577770633171809
Position 25419: 0.0014006145319525576
Position 24259: 0.0013690440926840074
Position 582: 0.0012658821714025595
Position 1377: 0.001238652870373069
Position 25189: 0.0011403616306918018
Position 1314: 0.0011125031442940538
Position 343: 0.0010872243868314138
Position 25800: 0.0010734460661290142
Position 25547: 0.0010656266678447613
Position 24738: 0.001007193550020652
Position 22584: 0.0007977594569421204
Position 24951: 0.0006209015398238596
Position 24754: 0.000620757171535435
Position 22223: 0.0004788528815781139
Position 1049: 0.00045715138822995555
Position 186: 0.00045097868993490385
Position 24428: 0.0004243738422703469
Position 24122: 0.0004238159920371376
Position 5492: 0.0003733572234148651
Position 2685: 0.00031627125202610075
Position 521: 0.0003040234502126381
Position 1657: 0.0002825292707411453
Position 25848: 0.00026725578403330897
Position 978: 0.00026151852864476986
Position 18252: 0.00022935466738001152
Position 24387: 0.00020499504871712986
Position 24741: 0.0002017762606049898
Position 24314: 0.0001519042155760904
Position 543: 0.00012139796724442032
Position 24365: 0.00011133424123607749
Position 24080: 0.00010063946087181541
Position 595: 8.412074511049682e-05
Position 712: 6.193008246418125e-05
Position 24390: 4.9205065887932616e-05
Position 23881: 4.763045827579316e-05
Position 24814: 4.581656479292251e-05
Position 24062: 4.5805811069243105e-05
Position 195: 4.458670243686379e-05
Position 23847: 3.746383982570367e-05
Position 294: 3.436707010748377e-05
Position 1014: 2.8871301836165374e-05
Position 382: 8.925912296009526e-06
Position 285: 7.4170130786466475e-06
Position 687: 7.324441506940436e-06
Position 552: 7.081997686260738e-06
Position 23952: 6.5699050853455015e-06
Position 25017: 2.7343696678597797e-06
Position 305: 2.5641014336633015e-06
Position 144: 2.0967557289174946e-06
Position 278: 1.1331628316745497e-06
Position 312: 8.945765321976014e-07
Position 562: 6.66141249471789e-07
Position 218: 1.0915112865231422e-07
