Gene = RabX6
index = 1404
Annotated 5SS: [283]
Annotated 3SS: [431]
SMsplice 5SS: [283]
SMsplice 3SS: [431]
top_k =  500
Partition function (log Z): -7.509855425288597

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.9462810308721555
Position 1186: 0.097334568606085
Position 48: 0.03687533275362495
Position 262: 0.011604191203056927
Position 1321: 0.00997442502044195
Position 260: 0.007782809119504483
Position 648: 0.007438114025533699
Position 1172: 0.0034685931932420047
Position 707: 0.0028905228212943957
Position 309: 0.0023818107314935028
Position 1140: 0.0019964972462770724
Position 516: 0.0018503438260633958
Position 133: 0.0017229688170230047
Position 368: 0.001682688147187649
Position 1248: 0.0015840803518836972
Position 1230: 0.001512183616501121
Position 343: 0.001337839380885019
Position 911: 0.001133253604607409
Position 1083: 0.0009955685640931048
Position 1200: 0.0007198529755046798
Position 736: 0.0005272908377817261
Position 23: 0.00048160283029782645
Position 157: 0.00043061556342621044
Position 896: 0.00030913927094628667
Position 494: 0.0002981818793686866
Position 40: 0.00020653977541259787
Position 663: 0.0001203118194948407
Position 831: 0.00011262667895905172
Position 174: 0.00010270647795668912
Position 228: 8.507595297718806e-05
Position 1022: 4.443747475274159e-05
Position 700: 4.31908386957583e-05
Position 576: 3.966363311663539e-05
Position 141: 3.962629098646527e-05
Position 683: 3.0979648958287535e-05
Position 738: 2.4583310492090865e-05
Position 754: 1.457606838074927e-05
Position 38: 1.3122198805701059e-05
Position 26: 2.9403708317660126e-06
Position 542: 2.0523359843578997e-06
Position 12: 1.6202501268537458e-06
Position 485: 1.1260019220817049e-06
Position 749: 9.821575345863338e-07
Position 396: 5.822648421504147e-07
Position 474: 3.6129665463388735e-07
Position 972: 4.464729745936539e-08
Position 409: 9.590774415242044e-09
Position 29: 7.003842907419069e-09
Position 15: 4.581813567593534e-09
Position 463: 3.864344715269519e-09
Position 721: 1.1373546965223684e-09
Position 610: 6.6045950316593e-10
Position 451: 2.7370548815478225e-10
Position 554: 7.352716981012972e-11
Position 393: 6.653730383651759e-11
Position 418: 9.88728429140466e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 431: 0.9680600224710395
Position 1247: 0.07667367437414066
Position 1378: 0.017570390148993902
Position 132: 0.012634735633107812
Position 766: 0.012050714367855582
Position 1288: 0.010128950040033197
Position 1346: 0.008595467474771783
Position 100: 0.008435047790769892
Position 355: 0.007960450422496185
Position 992: 0.004086704787603295
Position 343: 0.0030345661318230805
Position 1229: 0.0024340916305020974
Position 1017: 0.002214831102593688
Position 588: 0.0019925851316269544
Position 806: 0.0014252246348523403
Position 1206: 0.0009240571586350717
Position 1144: 0.0008754025293274583
Position 1106: 0.0008143121228687036
Position 335: 0.0007133406335533634
Position 1254: 0.0005280060776994848
Position 560: 0.0005030475967604722
Position 91: 0.00041099945081729544
Position 1365: 0.0003277975823859097
Position 1271: 0.00027444201756008426
Position 494: 0.0001837105217101217
Position 620: 0.00011859682704138937
Position 368: 9.574887925292629e-05
Position 1351: 8.01926963260833e-05
Position 1226: 7.96862814853287e-05
Position 700: 7.054610052392973e-05
Position 727: 4.317065426827109e-05
Position 376: 3.96386557313537e-05
Position 1148: 3.867514072175562e-05
Position 713: 2.772618323221391e-05
Position 637: 2.7384789816241398e-05
Position 1302: 1.7086906234635753e-05
Position 218: 7.199932517923001e-06
Position 939: 1.299604964719977e-06
Position 260: 5.048959027584838e-07
Position 276: 2.2058333648744148e-07
Position 251: 1.8389563660879662e-07
Position 165: 1.5775198888943622e-07
Position 273: 4.032510065925504e-08
Position 167: 2.714344444133752e-08
Position 305: 8.645532145538736e-09
Position 362: 8.100948912807396e-09
Position 157: 4.774708626863166e-09
Position 282: 1.2155691932211971e-09
Position 590: 1.8799674728202422e-10
