Gene = Cpr65Ay
index = 1100
Annotated 5SS: [ 75 226]
Annotated 3SS: [133 281]
SMsplice 5SS: [ 75 226]
SMsplice 3SS: [133 281]
top_k =  500
Partition function (log Z): -2.4815170849692

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9874130983755258
Position 226: 0.7806797522042929
Position 231: 0.023169885371422783
Position 198: 0.019666547369367116
Position 7: 0.0017415441782233285
Position 364: 0.0015460331768444868
Position 395: 0.001428641751361845
Position 461: 0.0007122513861117015
Position 475: 0.0003336361671940764
Position 436: 0.0002929587209192838
Position 331: 0.00028975679890137237
Position 422: 0.00017409878105935814
Position 240: 0.00016303548001497922
Position 324: 6.909383354914793e-05
Position 46: 5.7581506622645145e-05
Position 382: 2.4276728568218748e-05
Position 12: 2.0617934836452073e-05
Position 429: 1.8142702003470837e-05
Position 346: 8.13849474284222e-06
Position 119: 1.1018771790377718e-06
Position 173: 2.0089925955436196e-07
Position 160: 1.9002847720523595e-07
Position 143: 1.2519883648031718e-07
Position 244: 9.385221358350704e-08
Position 145: 6.709260038382362e-11
Position 299: 2.23892027658976e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 133: 0.9871660702364157
Position 281: 0.8208443850912082
Position 533: 0.0038886851069968617
Position 306: 0.0017867003135268664
Position 385: 0.0012177330451813725
Position 468: 0.0010938448871227273
Position 138: 0.00044168437641572993
Position 481: 0.0003067359783583892
Position 331: 0.00021629998601949377
Position 336: 0.00015888483568470493
Position 415: 0.00015504741696226472
Position 143: 0.00011842661333436754
Position 435: 7.333752120651526e-05
Position 351: 7.173771907346869e-05
Position 106: 5.5709113885102966e-05
Position 346: 5.1714203032876623e-05
Position 249: 4.209611423717992e-05
Position 404: 3.965469609191405e-05
Position 197: 1.498789244102289e-05
Position 308: 1.4847002104623969e-05
Position 394: 1.4487826630788536e-05
Position 360: 1.3530583404121312e-05
Position 448: 8.33579124828858e-06
Position 504: 4.197150896074463e-06
Position 91: 2.5101898807934423e-06
Position 511: 2.346943240870649e-06
Position 363: 2.0521361301548687e-06
Position 230: 1.985445721132942e-06
Position 429: 1.6520281405956222e-06
Position 79: 8.725213383940623e-07
Position 315: 1.3158009416936073e-07
Position 193: 1.082279377107537e-07
Position 214: 9.999597009473987e-09
Position 240: 1.1054422136006066e-10
Position 208: 1.0889050725018591e-10
Position 211: 5.019853376425134e-11
Position 206: 4.345516159841837e-11
Position 202: 2.1230920201431464e-13
