Gene = snRNP-U1-70K
index = 1883
Annotated 5SS: [149]
Annotated 3SS: [227]
SMsplice 5SS: [149]
SMsplice 3SS: [227]
top_k =  500
Partition function (log Z): -6.489357638372702

Sorted 5' Splice Sites (High to Low Probability):
Position 149: 0.9925273831972801
Position 693: 0.24693597571674672
Position 2276: 0.19459861226226557
Position 633: 0.11036752025211828
Position 1671: 0.08628221559072127
Position 2413: 0.07703355493520035
Position 768: 0.054595009231122094
Position 522: 0.03509515916816108
Position 2032: 0.03274319860283986
Position 1896: 0.03018106892673349
Position 1837: 0.028455553914208204
Position 1644: 0.02024851284379002
Position 248: 0.008897864890635546
Position 2035: 0.005882918666041686
Position 2521: 0.005571910087793201
Position 2016: 0.004652370367435249
Position 1614: 0.003918767639520621
Position 1763: 0.0029294819417628637
Position 2474: 0.0027211644632620397
Position 1168: 0.0023356125751363894
Position 2726: 0.0017484938861028533
Position 721: 0.001682902615196159
Position 1029: 0.0016296602184963046
Position 1943: 0.0014368366063710145
Position 1233: 0.0013282306119287229
Position 1605: 0.0010489562447620017
Position 1371: 0.0010254513715848058
Position 535: 0.0008825367138390833
Position 2769: 0.0008537107182449414
Position 1455: 0.000820147126910067
Position 2460: 0.000728018909785544
Position 1835: 0.0007218828334922615
Position 1618: 0.0007140205687256483
Position 400: 0.0005220111764516769
Position 95: 0.00047674123116864703
Position 2531: 0.0003643535799261113
Position 1785: 0.00028244410039190076
Position 1660: 0.00020463425040660353
Position 1867: 0.00016939301784660705
Position 183: 0.0001575661714553469
Position 449: 0.00015043143196169132
Position 108: 0.0001299065451130879
Position 153: 0.00011413951262157926
Position 373: 8.625641927932229e-05
Position 957: 8.089281208232009e-05
Position 503: 6.126303530393408e-05
Position 2006: 3.6063190677457876e-05
Position 1215: 1.5037409559566696e-05
Position 72: 1.0475479756914602e-05
Position 637: 5.231739987797479e-06
Position 613: 5.075901977009537e-06
Position 178: 3.0341123450135073e-06
Position 619: 1.3519385149814711e-06
Position 142: 3.997392920952213e-07
Position 16: 2.295539573880143e-07
Position 347: 2.0705452365586228e-07
Position 216: 1.805815989370882e-07
Position 459: 1.3387331179836396e-07
Position 643: 9.622222681491332e-08
Position 392: 1.7316281636451006e-08
Position 574: 1.6524092207964468e-08
Position 586: 1.6399649669678646e-08
Position 1071: 7.45951111237256e-09
Position 310: 3.440029720629629e-09
Position 1023: 2.1328154526441555e-09
Position 334: 2.0468561005080644e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9193086293758794
Position 2129: 0.512869936023028
Position 2326: 0.19557195715493916
Position 1751: 0.05404584908410947
Position 685: 0.03504436872825661
Position 2864: 0.03257471156855181
Position 2464: 0.03119615351526004
Position 1438: 0.026798709937031366
Position 2675: 0.025331578324075746
Position 757: 0.024224513232196102
Position 1947: 0.014489538749497244
Position 1957: 0.014361061759701572
Position 2222: 0.013906448252783601
Position 2383: 0.012292752326172265
Position 2478: 0.010147828467436362
Position 2275: 0.009284546751723941
Position 266: 0.007176424765768578
Position 1281: 0.005037960459692876
Position 2201: 0.002561768031100413
Position 1762: 0.0024133361163257098
Position 2331: 0.0019109202693510395
Position 1140: 0.0017590926787427008
Position 2929: 0.0013760027432287894
Position 2868: 0.001110080855274502
Position 247: 0.0011058073862632396
Position 2240: 0.0010178505409740143
Position 1896: 0.0008545323161299658
Position 1734: 0.0006765162379837949
Position 2725: 0.0006753947414294481
Position 2702: 0.0006115327146142315
Position 2711: 0.0005907049947458281
Position 2337: 0.0005797869814997841
Position 1660: 0.00043163292599492943
Position 1518: 0.00026735856041692086
Position 1056: 0.000215610145313047
Position 427: 0.0002125746490472467
Position 898: 0.00017027310913023716
Position 1914: 0.00016199744680166672
Position 1657: 0.0001535135050598012
Position 2252: 0.00012502879278328093
Position 772: 0.00012455522194493274
Position 703: 0.00012116945825171234
Position 826: 9.098208074600448e-05
Position 241: 7.876826972673262e-05
Position 1588: 7.56958682716426e-05
Position 2231: 6.383011220888182e-05
Position 548: 4.806114560914254e-05
Position 1390: 4.3247274050482856e-05
Position 1122: 3.9291303394892075e-05
Position 1453: 3.708584001800164e-05
Position 1585: 2.933342489261572e-05
Position 1823: 2.4334879683083705e-05
Position 568: 1.1809040933921308e-05
Position 2162: 1.1796765592721802e-05
Position 692: 8.910011687596931e-06
Position 783: 4.782191021686403e-06
Position 775: 4.469068122728649e-06
Position 463: 1.978972984683337e-06
Position 355: 1.7330493382115854e-06
Position 148: 1.3782096641231072e-06
Position 664: 9.393731209068882e-07
Position 418: 8.094954720132278e-07
Position 370: 5.810902899936711e-07
Position 392: 3.9312952548275727e-07
Position 400: 3.66101890626964e-07
Position 619: 3.09151283144668e-07
Position 1704: 3.08428852639874e-07
Position 625: 3.0722123294846037e-07
Position 661: 2.8030144651469787e-07
Position 116: 1.8740406107779618e-07
Position 727: 7.752475868193099e-08
Position 132: 7.72615717660148e-08
Position 367: 5.923074191433699e-08
Position 162: 4.2599742521276875e-08
Position 514: 2.6146440311725673e-08
Position 373: 2.268704136480419e-08
Position 493: 1.3749916775869895e-08
Position 550: 1.13489701938656e-08
Position 733: 3.667300807619111e-09
Position 643: 1.7355016307927625e-09
Position 530: 1.4785814203119184e-09
Position 153: 1.3863340602883543e-09
Position 526: 1.2731998296113595e-09
Position 466: 5.172702749809235e-10
Position 108: 3.881002347585188e-10
Position 183: 7.090775129040757e-14
Position 490: 5.1397969031968945e-15
Position 232: 4.055537432691323e-15
Position 325: 1.4710511388491534e-16
