Gene = Herp
index = 1209
Annotated 5SS: [ 750 1896 2662]
Annotated 3SS: [1434 2325 2731]
SMsplice 5SS: [ 750 1896 2662]
SMsplice 3SS: [1434 2325 2731]
top_k =  500
Partition function (log Z): -0.8372598262129681

Sorted 5' Splice Sites (High to Low Probability):
Position 1896: 0.9840164663495948
Position 2662: 0.9603684578423938
Position 750: 0.65490459746487
Position 1023: 0.36452453070902774
Position 1326: 0.27502100107671923
Position 226: 0.1834212662918009
Position 2465: 0.08600792340132066
Position 790: 0.06223414110245382
Position 2253: 0.05487223892989913
Position 1552: 0.04723888039713069
Position 3140: 0.046144870035894646
Position 867: 0.04461574777680898
Position 1375: 0.040685749396707445
Position 1031: 0.018139335155197726
Position 2070: 0.017559485957014707
Position 662: 0.013786542982866513
Position 2054: 0.009592172157572715
Position 762: 0.009438311143892849
Position 2666: 0.008620414779690779
Position 426: 0.0073436369721546655
Position 244: 0.006086978782251407
Position 1084: 0.005773498989753731
Position 2423: 0.004723768557671026
Position 24: 0.004290918623924201
Position 2649: 0.003981272085167532
Position 1092: 0.0038777207184268548
Position 1307: 0.0023218353971812848
Position 1191: 0.0020238875351424692
Position 784: 0.0018893912383922175
Position 2935: 0.001581439116227895
Position 1733: 0.0012674131628882704
Position 1501: 0.001177913483520184
Position 1353: 0.0009829746214903754
Position 1017: 0.0008501350942129657
Position 829: 0.000809214161787054
Position 754: 0.0007981869238352826
Position 277: 0.0007310247517850956
Position 1075: 0.0007002957885777898
Position 989: 0.0006810660290653916
Position 3230: 0.0006466085914777387
Position 3144: 0.0004727067308804754
Position 2232: 0.00046139859526490607
Position 444: 0.0004488766187651806
Position 268: 0.000445503685488116
Position 419: 0.0003624902018875313
Position 871: 0.0003377389662979273
Position 69: 0.00029254665789787
Position 702: 0.0002752741267368107
Position 3238: 0.00026896127856516406
Position 67: 0.00023115514369235522
Position 102: 0.000202958439271002
Position 2340: 0.00017450831372125866
Position 912: 0.00015631217852401822
Position 3159: 0.00015470515518070684
Position 766: 0.00015094199639697993
Position 1900: 0.0001315810835948129
Position 3161: 0.0001238874798416076
Position 331: 0.000122132614037784
Position 1570: 8.947116751006513e-05
Position 1872: 7.350470460731583e-05
Position 2103: 6.940304097115647e-05
Position 970: 6.221510977730881e-05
Position 2902: 5.956299640873789e-05
Position 1636: 5.680507166596965e-05
Position 1250: 5.394215875728161e-05
Position 1068: 5.31111426101781e-05
Position 1724: 5.280290311405736e-05
Position 247: 4.055200365429642e-05
Position 151: 3.7785589024841975e-05
Position 451: 3.7338184254424774e-05
Position 875: 2.5878464937261415e-05
Position 499: 2.2997834322541573e-05
Position 647: 2.1083012143979467e-05
Position 678: 1.9214492226458346e-05
Position 2033: 1.6692694450861564e-05
Position 368: 1.5036438470850802e-05
Position 2556: 1.4587095546641787e-05
Position 436: 1.049250193873755e-05
Position 630: 1.006095446312848e-05
Position 3545: 9.482861561976403e-06
Position 297: 7.5845993444678285e-06
Position 537: 6.4193509844508095e-06
Position 520: 5.860883981939129e-06
Position 491: 5.018946732660711e-06
Position 100: 4.731658538128391e-06
Position 833: 3.6446278522472244e-06
Position 906: 3.3919520307049454e-06
Position 155: 3.205035250185222e-06
Position 778: 2.736521674655427e-06
Position 893: 2.445860426577574e-06
Position 839: 1.981851660552985e-06
Position 199: 1.980880101799512e-06
Position 607: 1.55756022608912e-06
Position 2633: 6.614739672861832e-07
Position 453: 6.362615198888697e-07
Position 650: 4.7366422881295364e-07
Position 2622: 4.454328085866066e-09
Position 2599: 3.747420935214488e-09
Position 2636: 1.5512566356518594e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2731: 0.9670071513102666
Position 2325: 0.959914596832134
Position 1434: 0.8629418110496478
Position 857: 0.23667380277228037
Position 939: 0.20174588279260652
Position 866: 0.11309670436431306
Position 1180: 0.08751983620829412
Position 2524: 0.08122149490408598
Position 405: 0.04735482894347576
Position 3301: 0.04699146694020461
Position 1608: 0.04531124295781302
Position 2148: 0.028653271884605636
Position 2390: 0.02830109121335353
Position 1477: 0.024800082455932685
Position 2018: 0.02141869320406134
Position 899: 0.01680373374561498
Position 789: 0.01382742723167952
Position 1443: 0.013637646999914285
Position 1964: 0.013549348222865921
Position 1215: 0.01287418686606552
Position 1961: 0.011154053848129114
Position 573: 0.009423986946050286
Position 1611: 0.008331306890949207
Position 378: 0.007860219114816389
Position 829: 0.0060866848790633735
Position 2190: 0.005688693244986623
Position 510: 0.005085346713955105
Position 1824: 0.004302524990914627
Position 2482: 0.004127379813675309
Position 349: 0.00366432844110072
Position 2831: 0.0032102831822064092
Position 516: 0.0032068136922675794
Position 541: 0.00303257065417312
Position 148: 0.0025983813534685178
Position 2826: 0.0024785972400180865
Position 1511: 0.0024763389274719853
Position 1533: 0.002435394312425972
Position 1146: 0.0023521402752071123
Position 3337: 0.002244894488428585
Position 1827: 0.002008709543015396
Position 1491: 0.0019381341222016197
Position 2021: 0.0017091081664214235
Position 2565: 0.0016596399793130726
Position 1562: 0.001607617156584789
Position 2615: 0.0013133512440649017
Position 1238: 0.0011926192477458776
Position 1130: 0.001162377249725019
Position 884: 0.0008722163651223112
Position 793: 0.0008541882268481043
Position 1470: 0.000832466401062186
Position 463: 0.0007025340815294379
Position 3189: 0.0006824279346445286
Position 2864: 0.0006595998894486189
Position 3371: 0.0006383114770700743
Position 1272: 0.0006105892486004077
Position 1683: 0.0005492549778938947
Position 1449: 0.00047442660849726545
Position 1985: 0.0004349147546540115
Position 3386: 0.0003838252943343406
Position 582: 0.0003655527096013661
Position 1136: 0.0003497473819073355
Position 319: 0.00034669852387225704
Position 1075: 0.0003245514085596492
Position 3331: 0.00031948475259061855
Position 662: 0.0003126281447967726
Position 1352: 0.0003095904085530741
Position 3670: 0.00029163966420344946
Position 2556: 0.00028588220402887024
Position 3003: 0.00027216181251632027
Position 545: 0.00019568328782372963
Position 805: 0.0001921252376437582
Position 628: 0.00017853986002453864
Position 3422: 0.00017043574974010038
